assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards
0,17,0,0,0,31,0,0,15,7.3,0,0,616,0,0,251,0,1,1,10.0,14795,38.6,0,2018-02-03T17:30:00Z,03 Feb 17:30,0,0,90,1,0,7,0,0,0,0,1,0,26,0,94852,0,1,0,1,5,54.0,6,93676,104896,11220,105,True,0,0
0,18,0,0,0,4,0,2,10,2.7,0,0,616,0,0,269,1,1,0,0.8,15420,1.4,0,2018-02-10T12:30:00Z,10 Feb 12:30,0,0,90,2,0,17,0,0,0,0,2,0,27,0,326792,0,0,0,0,1,4.0,2,225384,235198,9814,105,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,616,0,0,271,0,0,0,0.0,16047,0.0,0,2018-03-01T19:45:00Z,01 Mar 19:45,0,0,0,0,0,11,0,0,0,0,0,0,28,0,287902,0,0,0,,,0.0,0,-41986,30785,72771,105,True,0,0
