,round,team_rank,opponent_team_rank,opp_pot,concede_pot,prev_points,form_points,ict_form,total_points,Predicted,Prediction_Error,player_id,name
6966,32,11,10,1.0,1.75,0.0,0.6666666666666666,1.2666666666666664,1,1.8,0.8,400,Prödl
6991,32,11,10,1.0,1.75,0.0,1.0,3.5666666666666664,3,1.7,1.3,401,Holebas
7047,32,11,10,1.0,1.75,1.0,1.0,2.2333333333333303,1,1.6,0.6000000000000001,404,Janmaat
7071,32,11,10,1.0,1.75,0.0,0.6666666666666666,1.933333333333333,1,1.6,0.6000000000000001,405,Mariappa
7092,32,11,10,1.0,1.75,0.0,3.0,4.833333333333333,8,3.9,4.1,407,Femenía Far
7309,32,20,7,1.0625,1.625,1.0,0.6666666666666666,2.9999999999999987,1,0.8,0.19999999999999996,422,Nyom
7337,32,20,7,1.0625,1.625,6.0,4.333333333333333,3.1,5,3.3,1.7000000000000002,423,Evans
7359,32,20,7,1.0625,1.625,0.0,0.3333333333333333,3.5000000000000018,1,0.7,0.30000000000000004,424,Dawson
7670,32,14,18,0.8666666666666667,1.3333333333333333,0.0,3.0,4.800000000000002,6,4.4,1.5999999999999996,443,Cresswell
7695,32,14,18,0.8666666666666667,1.3333333333333333,1.0,2.333333333333333,2.6333333333333315,6,3.7,2.3,444,Ogbonna
7720,32,14,18,0.8666666666666667,1.3333333333333333,1.0,4.333333333333333,3.733333333333333,10,5.9,4.1,446,Masuaku
7750,32,14,18,0.8666666666666667,1.3333333333333333,1.0,2.333333333333333,1.4999999999999998,6,3.9,2.1,447,Zabaleta
7950,32,16,12,1.0,1.9375,1.0,2.6666666666666665,3.166666666666668,1,3.4,2.4,462,Malone
8032,32,20,7,1.0625,1.625,1.0,0.6666666666666666,3.2999999999999994,1,0.7,0.30000000000000004,468,Hegazi
8088,32,5,4,1.9375,0.875,2.0,1.6666666666666667,1.3999999999999997,1,1.6,0.6000000000000001,470,Christensen
8151,32,3,17,1.1875,1.5625,11.0,6.666666666666668,5.433333333333331,8,4.4,3.5999999999999996,475,Robertson
8216,32,6,19,0.75,1.0625,1.0,2.6666666666666665,3.4666666666666663,6,4.2,1.7999999999999998,480,Chambers
8261,32,1,9,1.625,0.6875,1.0,2.6666666666666665,0.5999999999999989,1,3.9,2.9,483,da Silva
8550,32,14,18,0.8666666666666667,1.3333333333333333,0.0,2.333333333333333,1.866666666666667,6,4.2,1.7999999999999998,510,Rice
8577,32,19,6,2.625,2.25,1.0,2.6666666666666665,1.8,1,2.2,1.2000000000000002,513,Martins Indi
8677,32,4,5,1.6875,1.0625,2.0,3.333333333333333,2.766666666666667,2,3.5,1.5,520,Sánchez
8743,32,18,14,1.2666666666666666,1.7333333333333334,0.0,3.0,2.633333333333334,1,4.3,3.3,525,Hoedt
8863,32,13,8,1.625,1.4375,0.0,0.6666666666666666,1.7666666666666664,1,1.2,0.19999999999999996,538,Schelotto
8999,32,16,12,1.0,1.9375,1.0,1.6666666666666667,2.899999999999999,2,2.3,0.2999999999999998,591,Kongolo
9030,32,19,6,2.625,2.25,1.0,2.6666666666666665,1.6666666666666672,1,2.3,1.2999999999999998,594,Bauer
9076,32,1,9,1.625,0.6875,7.0,3.333333333333333,2.6,2,2.0,0.0,612,Laporte
9079,32,5,4,1.9375,0.875,1.0,0.0,0.0,1,0.2,0.8,614,Palmieri dos Santos
93,32,6,18,0.9375,1.1176470588235294,6.0,2.333333333333333,2.266666666666668,0,1.9,1.9,7,Bellerín
