,round,team_rank,opponent_team_rank,opp_pot,concede_pot,prev_points,form_points,save_form,ict_form,total_points,Predicted,Prediction_Error,player_id,name
2494,31,9,19,1.0625,2.0,7.0,4.333333333333333,4.333333333333333,3.1666666666666674,3,2.8,0.20000000000000018,135,Pickford
2898,31,15,16,0.75,1.375,6.0,3.333333333333333,2.6666666666666665,2.0,2,3.1,1.1,163,Lössl
3748,31,3,11,1.0625,0.625,1.0,5.0,1.0,0.9666666666666658,6,7.0,1.0,214,Karius
5739,31,19,9,0.75,1.5625,2.0,5.333333333333333,5.333333333333333,3.4999999999999987,3,5.9,2.9000000000000004,328,Butland
7283,31,20,10,1.4375,1.5625,1.0,1.6666666666666667,2.6666666666666665,2.1333333333333333,2,2.6,0.6000000000000001,421,Foster
8832,31,11,3,2.375,1.8125,2.0,3.6666666666666665,3.6666666666666665,2.6333333333333333,1,3.2,2.2,536,Karnezis
1,31,6,19,0.75,1.0625,1.0,0.0,0.0,0.0,6,2.2,3.8,1,Ospina
