,round,team_rank,opponent_team_rank,team_pot,opp_pot,concede_pot,opp_concede_pot,prev_points,form_points,long_form,ict_form,total_points,Predicted,Prediction_Error,player_id,name
2294,33,17,11,0.8235294117647058,1.4705882352941178,1.5882352941176472,1.6470588235294117,5.0,5.0,4.2,7.933333333333331,7,4.4,2.5999999999999996,126,Zaha
2323,33,17,11,0.8235294117647058,1.4705882352941178,1.5882352941176472,1.6470588235294117,1.0,2.0,2.0,3.700000000000001,2,2.3,-0.2999999999999998,127,McArthur
2355,33,17,11,0.8235294117647058,1.4705882352941178,1.5882352941176472,1.6470588235294117,2.0,2.6666666666666665,2.4,2.7999999999999985,4,2.9,1.1,129,Cabaye
2403,33,17,11,0.8235294117647058,1.4705882352941178,1.5882352941176472,1.6470588235294117,2.0,4.333333333333333,4.2,8.733333333333336,5,4.5,0.5,131,Townsend
2435,33,17,11,0.8235294117647058,1.4705882352941178,1.5882352941176472,1.6470588235294117,9.0,9.666666666666666,6.6,6.966666666666669,10,9.1,0.9000000000000004,132,Milivojevic
2641,33,9,3,1.5294117647058822,2.176470588235294,1.2352941176470589,1.4705882352941178,7.0,4.0,3.8,5.066666666666666,3,2.4,0.6000000000000001,147,Bolasie
2702,33,7,12,1.1176470588235294,1.4705882352941178,0.9411764705882352,1.7647058823529411,5.0,4.0,3.2,4.699999999999998,2,3.5,-1.5,153,Lennon
2728,33,9,3,1.5294117647058822,2.176470588235294,1.2352941176470589,1.4705882352941178,2.0,2.0,1.8,1.4333333333333325,3,2.0,1.0,154,Schneiderlin
2757,33,9,3,1.5294117647058822,2.176470588235294,1.2352941176470589,1.4705882352941178,2.0,1.6666666666666667,1.8,3.4666666666666663,1,1.4,-0.3999999999999999,155,Gueye
2787,33,9,3,1.5294117647058822,2.176470588235294,1.2352941176470589,1.4705882352941178,1.0,1.6666666666666667,1.8,0.4000000000000002,3,2.1,0.8999999999999999,156,Davies
3046,33,16,13,0.6470588235294118,1.2941176470588236,1.8823529411764703,1.4117647058823528,1.0,1.3333333333333333,2.8,3.399999999999999,2,1.4,0.6000000000000001,172,Mooy
3076,33,16,13,0.6470588235294118,1.2941176470588236,1.8823529411764703,1.4117647058823528,2.0,1.6666666666666667,2.0,2.900000000000001,2,1.6,0.3999999999999999,173,van La Parra
3102,33,16,13,0.6470588235294118,1.2941176470588236,1.8823529411764703,1.4117647058823528,1.0,1.3333333333333333,1.6,3.8,2,1.5,0.5,174,Hogg
3115,33,16,13,0.6470588235294118,1.2941176470588236,1.8823529411764703,1.4117647058823528,1.0,1.0,1.0,0.8333333333333334,1,1.3,-0.30000000000000004,175,Billing
3175,33,16,13,0.6470588235294118,1.2941176470588236,1.8823529411764703,1.4117647058823528,2.0,2.333333333333333,1.8,6.2666666666666675,2,2.2,-0.20000000000000018,182,Ince
3486,33,8,10,1.375,1.0625,1.1875,1.625,3.0,5.333333333333333,5.6,7.73333333333333,2,5.7,-3.7,199,Mahrez
3519,33,8,10,1.375,1.0625,1.1875,1.625,3.0,3.0,3.2,3.733333333333332,2,3.0,-1.0,200,Albrighton
3535,33,15,20,0.6470588235294118,1.0588235294117647,1.5294117647058822,1.5882352941176472,2.0,2.333333333333333,3.0,1.3333333333333333,2,2.9,-0.8999999999999999,201,King
3577,33,8,10,1.375,1.0625,1.1875,1.625,4.0,2.333333333333333,2.0,3.933333333333333,1,1.8,-0.8,203,Gray
3634,33,8,10,1.375,1.0625,1.1875,1.625,9.0,6.666666666666668,4.6,7.2333333333333325,1,5.3,-4.3,208,Iborra
3936,33,3,9,2.176470588235294,1.5294117647058822,1.4705882352941178,1.2352941176470589,2.0,2.6666666666666665,2.8,3.8000000000000016,3,3.0,0.0,225,Henderson
4013,33,3,9,2.176470588235294,1.5294117647058822,1.4705882352941178,1.2352941176470589,6.0,6.0,6.6,8.333333333333334,3,5.4,-2.4000000000000004,230,Mané
4045,33,3,9,2.176470588235294,1.5294117647058822,1.4705882352941178,1.2352941176470589,2.0,2.6666666666666665,2.4,1.8000000000000007,3,3.2,-0.20000000000000018,232,Wijnaldum
4263,33,1,2,3.3125,1.75,0.8125,1.125,1.0,1.6666666666666667,1.8,2.066666666666668,2,2.3,-0.2999999999999998,246,Delph
4292,33,1,2,3.3125,1.75,0.8125,1.125,7.0,5.666666666666668,5.6,10.333333333333336,4,4.4,-0.40000000000000036,247,Sterling
4319,33,1,2,3.3125,1.75,0.8125,1.125,11.0,9.666666666666666,9.2,13.166666666666664,2,7.9,-5.9,248,Silva
4357,33,1,2,3.3125,1.75,0.8125,1.125,2.0,2.0,2.0,5.633333333333333,1,2.0,-1.0,250,Luiz Rosa
4389,33,1,2,3.3125,1.75,0.8125,1.125,5.0,3.0,3.0,9.533333333333333,1,1.8,-0.8,252,De Bruyne
4414,33,1,2,3.3125,1.75,0.8125,1.125,1.0,3.333333333333333,3.0,3.3000000000000007,8,4.4,3.5999999999999996,253,Gündogan
4442,33,1,2,3.3125,1.75,0.8125,1.125,8.0,5.333333333333333,6.4,9.099999999999996,5,3.7,1.2999999999999998,255,Sané
4473,33,1,2,3.3125,1.75,0.8125,1.125,1.0,1.3333333333333333,4.6,1.8999999999999992,2,1.7,0.30000000000000004,256,Veiga de Carvalho e Silva
4784,33,2,1,1.75,3.3125,1.125,0.8125,3.0,2.6666666666666665,2.2,2.5333333333333328,2,2.2,-0.20000000000000018,277,Young
4806,33,2,1,1.75,3.3125,1.125,0.8125,1.0,2.0,2.0,1.6666666666666654,4,2.2,1.7999999999999998,278,Herrera
4835,33,2,1,1.75,3.3125,1.125,0.8125,6.0,3.0,3.4,2.8666666666666654,2,1.4,0.6000000000000001,279,Lingard
4906,33,2,1,1.75,3.3125,1.125,0.8125,3.0,7.333333333333332,5.2,8.933333333333334,14,7.7,6.3,282,Pogba
4917,33,2,1,1.75,3.3125,1.125,0.8125,1.0,1.3333333333333333,1.2,0.4333333333333332,1,1.4,-0.3999999999999999,283,McTominay
5147,33,10,8,1.0625,1.375,1.625,1.1875,3.0,4.0,4.8,4.233333333333333,1,4.0,-3.0,295,Ritchie
5172,33,10,8,1.0625,1.375,1.625,1.1875,3.0,7.333333333333332,5.4,7.43333333333333,8,8.2,-0.1999999999999993,296,Shelvey
5198,33,10,8,1.0625,1.375,1.625,1.1875,3.0,3.0,2.6,2.5333333333333337,3,2.9,0.10000000000000009,298,Diamé
5227,33,10,8,1.0625,1.375,1.625,1.1875,1.0,1.0,1.2,0.3666666666666672,1,1.3,-0.30000000000000004,300,Atsu
5503,33,18,6,0.9375,2.647058823529412,1.8125,1.1176470588235294,2.0,2.0,4.0,3.6666666666666665,2,1.5,0.5,317,Ward-Prowse
5534,33,18,6,0.9375,2.647058823529412,1.8125,1.1176470588235294,1.0,1.3333333333333333,1.8,4.733333333333332,2,1.0,1.0,318,Tadic
5563,33,18,6,0.9375,2.647058823529412,1.8125,1.1176470588235294,3.0,2.333333333333333,2.0,3.0333333333333345,2,1.8,0.19999999999999996,320,Romeu Vidal
5581,33,18,6,0.9375,2.647058823529412,1.8125,1.1176470588235294,2.0,2.0,1.8,3.6666666666666665,2,1.6,0.3999999999999999,321,Højbjerg
5613,33,18,6,0.9375,2.647058823529412,1.8125,1.1176470588235294,1.0,1.6666666666666667,1.4,5.066666666666666,1,1.5,-0.5,323,Sims
5865,33,19,4,1.0588235294117647,1.9411764705882355,1.5882352941176472,1.0588235294117647,1.0,3.333333333333333,2.8,5.2333333333333325,2,3.6,-1.6,337,Allen
5901,33,14,5,1.25,1.6470588235294117,2.3125,0.8823529411764706,16.0,7.666666666666668,5.2,10.5,5,3.3,1.7000000000000002,340,Arnautovic
5938,33,19,4,1.0588235294117647,1.9411764705882355,1.5882352941176472,1.0588235294117647,2.0,3.0,2.8,3.2333333333333365,5,3.0,2.0,342,Shaqiri
5960,33,19,4,1.0588235294117647,1.9411764705882355,1.5882352941176472,1.0588235294117647,2.0,2.0,1.6,2.5,2,1.8,0.19999999999999996,345,Sobhi
6300,33,15,20,0.6470588235294118,1.0588235294117647,1.5294117647058822,1.5882352941176472,1.0,1.6666666666666667,4.0,0.7666666666666669,1,2.3,-1.2999999999999998,363,Ki
6341,33,15,20,0.6470588235294118,1.0588235294117647,1.5294117647058822,1.5882352941176472,1.0,1.0,1.4,0.5666666666666659,1,1.6,-0.6000000000000001,366,Dyer
6373,33,15,20,0.6470588235294118,1.0588235294117647,1.5294117647058822,1.5882352941176472,1.0,1.3333333333333333,1.4,1.8666666666666643,2,1.9,0.10000000000000009,367,Carroll
6685,33,4,19,1.9411764705882355,1.0588235294117647,1.0588235294117647,1.5882352941176472,7.0,3.6666666666666665,3.2,3.3666666666666667,1,2.9,-1.9,384,Dier
6711,33,4,19,1.9411764705882355,1.0588235294117647,1.0588235294117647,1.5882352941176472,2.0,2.0,2.2,2.566666666666668,2,2.6,-0.6000000000000001,385,Dembélé
6730,33,4,19,1.9411764705882355,1.0588235294117647,1.0588235294117647,1.5882352941176472,2.0,1.3333333333333333,1.6,3.766666666666667,1,1.7,-0.7,386,Lamela
6761,33,4,19,1.9411764705882355,1.0588235294117647,1.0588235294117647,1.5882352941176472,9.0,9.666666666666666,7.6,11.566666666666668,15,9.2,5.800000000000001,387,Eriksen
6792,33,4,19,1.9411764705882355,1.0588235294117647,1.0588235294117647,1.5882352941176472,15.0,10.666666666666666,8.0,11.166666666666664,6,8.3,-2.3000000000000007,388,Alli
6805,33,4,19,1.9411764705882355,1.0588235294117647,1.0588235294117647,1.5882352941176472,1.0,1.6666666666666667,1.8,2.033333333333333,2,2.6,-0.6000000000000001,389,Wanyama
6835,33,4,19,1.9411764705882355,1.0588235294117647,1.0588235294117647,1.5882352941176472,5.0,7.333333333333332,7.8,11.633333333333333,2,7.5,-5.5,390,Son
6859,33,7,12,1.1176470588235294,1.4705882352941178,0.9411764705882352,1.7647058823529411,3.0,1.6666666666666667,1.4,1.0666666666666664,1,1.6,-0.6000000000000001,392,Nkoudou
6886,33,4,19,1.9411764705882355,1.0588235294117647,1.0588235294117647,1.5882352941176472,1.0,1.0,1.0,1.2666666666666673,1,1.9,-0.8999999999999999,393,Sissoko
7136,33,12,7,1.4705882352941178,1.1176470588235294,1.7647058823529411,0.9411764705882352,2.0,2.0,2.0,2.266666666666667,2,2.0,0.0,409,Capoue
7172,33,12,7,1.4705882352941178,1.1176470588235294,1.7647058823529411,0.9411764705882352,1.0,1.3333333333333333,1.8,2.7333333333333365,1,1.5,-0.5,414,Doucouré
7201,33,12,7,1.4705882352941178,1.1176470588235294,1.7647058823529411,0.9411764705882352,8.0,6.333333333333332,4.8,9.133333333333333,9,4.8,4.2,415,Pereyra
7212,33,12,7,1.4705882352941178,1.1176470588235294,1.7647058823529411,0.9411764705882352,7.0,3.333333333333333,3.0,5.466666666666668,2,1.6,0.3999999999999999,416,Hughes
7399,33,20,15,1.0588235294117647,0.6470588235294118,1.5882352941176472,1.5294117647058822,2.0,1.6666666666666667,1.6,3.0999999999999988,2,1.8,0.19999999999999996,426,Livermore
7448,33,20,15,1.0588235294117647,0.6470588235294118,1.5882352941176472,1.5294117647058822,1.0,1.0,1.0,3.4333333333333336,1,1.3,-0.30000000000000004,430,McClean
7475,33,20,15,1.0588235294117647,0.6470588235294118,1.5882352941176472,1.5294117647058822,1.0,1.0,1.4,3.566666666666667,1,1.3,-0.30000000000000004,432,Phillips
7507,33,20,15,1.0588235294117647,0.6470588235294118,1.5882352941176472,1.5294117647058822,2.0,1.6666666666666667,1.8,3.3666666666666663,1,1.8,-0.8,434,Brunt
7774,33,15,20,0.6470588235294118,1.0588235294117647,1.5294117647058822,1.5882352941176472,2.0,2.0,3.2,0.8333333333333327,2,2.4,-0.3999999999999999,449,Ayew
7797,33,14,5,1.25,1.6470588235294117,2.3125,0.8823529411764706,3.0,2.0,1.8,3.100000000000001,1,1.4,-0.3999999999999999,450,Noble
7823,33,14,5,1.25,1.6470588235294117,2.3125,0.8823529411764706,6.0,3.333333333333333,3.0,3.3333333333333317,2,2.0,0.0,451,Kouyaté
7892,33,14,5,1.25,1.6470588235294117,2.3125,0.8823529411764706,3.0,2.333333333333333,2.0,2.1333333333333333,2,1.9,0.10000000000000009,456,Fernandes
8331,33,6,18,2.647058823529412,0.9375,1.1176470588235294,1.8125,1.0,0.0,0.0,0.0,2,0.9,1.1,489,Nelson
8363,33,13,16,1.2941176470588236,0.6470588235294118,1.4117647058823528,1.8823529411764703,2.0,1.0,1.4,2.900000000000001,-1,1.1,-2.1,490,Pröpper
8425,33,10,8,1.0625,1.375,1.625,1.1875,1.0,1.0,1.0,0.4999999999999988,1,1.3,-0.30000000000000004,496,Hayden
8517,33,12,7,1.4705882352941178,1.1176470588235294,1.7647058823529411,0.9411764705882352,1.0,1.3333333333333333,1.4,1.3999999999999997,1,1.6,-0.6000000000000001,501,de Andrade
8607,33,13,16,1.2941176470588236,0.6470588235294118,1.4117647058823528,1.8823529411764703,2.0,2.0,2.8,4.666666666666665,2,2.2,-0.20000000000000018,517,Izquierdo Mena
8653,33,15,20,0.6470588235294118,1.0588235294117647,1.5294117647058822,1.5882352941176472,1.0,3.0,2.6,3.766666666666668,5,3.9,1.1,519,Clucas
8772,33,12,7,1.4705882352941178,1.1176470588235294,1.7647058823529411,0.9411764705882352,3.0,1.3333333333333333,1.2,1.8999999999999984,1,0.8,0.19999999999999996,527,Carrillo
8810,33,20,15,1.0588235294117647,0.6470588235294118,1.5882352941176472,1.5294117647058822,1.0,1.3333333333333333,1.6,2.833333333333332,1,1.8,-0.8,533,Krychowiak
8970,33,9,3,1.5294117647058822,2.176470588235294,1.2352941176470589,1.4705882352941178,1.0,1.0,1.0,0.16666666666666666,1,1.2,-0.19999999999999996,563,Baningime
8975,33,8,10,1.375,1.0625,1.1875,1.625,1.0,0.0,0.0,0.0,1,0.3,0.7,571,Choudhury
8982,33,17,11,0.8235294117647058,1.4705882352941178,1.5882352941176472,1.6470588235294117,2.0,2.0,2.0,3.3000000000000007,2,2.0,0.0,579,Wan-Bissaka
8990,33,8,10,1.375,1.0625,1.1875,1.625,0.0,1.0,1.8,1.5666666666666669,2,1.7,0.30000000000000004,589,Perruchet Silva
9020,33,16,13,0.6470588235294118,1.2941176470588236,1.8823529411764703,1.4117647058823528,2.0,2.0,2.0,3.366666666666668,2,2.0,0.0,593,Pritchard
9033,33,14,5,1.25,1.6470588235294117,2.3125,0.8823529411764706,1.0,0.0,0.0,0.0,1,-0.1,1.1,597,Cullen
9067,33,14,5,1.25,1.6470588235294117,2.3125,0.8823529411764706,10.0,4.666666666666667,3.8,5.266666666666667,2,2.1,-0.10000000000000009,608,Naval Costa Eduardo
9099,33,19,4,1.0588235294117647,1.9411764705882355,1.5882352941176472,1.0588235294117647,2.0,1.6666666666666667,2.0,3.333333333333334,1,1.2,-0.19999999999999996,619,Ndiaye
232,33,2,20,2.0588235294117645,0.5294117647058824,0.4705882352941176,1.4705882352941178,10.0,8.666666666666666,6.6,9.23333333333334,2,7.8,-5.8,14,Sánchez
