,round,team_rank,opponent_team_rank,team_pot,opp_pot,concede_pot,opp_concede_pot,prev_points,form_points,long_form,ict_form,total_points,Predicted,Prediction_Error,player_id,name
4387,30,1,19,2.2666666666666666,1.0666666666666669,0.6666666666666666,1.5333333333333334,3.0,3.0,4.8,8.466666666666667,3,3.0,0.0,252,De Bruyne
4412,30,1,19,2.2666666666666666,1.0666666666666669,0.6666666666666666,1.5333333333333334,2.0,2.0,1.6,2.2666666666666675,1,2.8,-1.7999999999999998,253,Gündogan
4440,30,1,19,2.2666666666666666,1.0666666666666669,0.6666666666666666,1.5333333333333334,3.0,6.333333333333332,6.2,9.799999999999997,3,7.2,-4.2,255,Sané
4471,30,1,19,2.2666666666666666,1.0666666666666669,0.6666666666666666,1.5333333333333334,11.0,6.666666666666668,5.4,5.233333333333333,1,5.1,-4.1,256,Veiga de Carvalho e Silva
4743,30,2,4,2.2,2.333333333333333,0.4666666666666667,1.6,1.0,1.3333333333333333,2.0,4.133333333333335,2,1.5,0.5,274,Mata
4758,30,2,4,2.2,2.333333333333333,0.4666666666666667,1.6,1.0,1.0,1.0,0.3666666666666638,1,1.4,-0.3999999999999999,275,Fellaini
4782,30,2,4,2.2,2.333333333333333,0.4666666666666667,1.6,1.0,2.0,1.8,2.7,3,2.5,0.5,277,Young
4833,30,2,4,2.2,2.333333333333333,0.4666666666666667,1.6,2.0,3.0,2.8,3.733333333333333,1,3.3,-2.3,279,Lingard
4884,30,6,10,2.6,1.1333333333333333,1.1333333333333333,1.6,2.0,5.666666666666668,6.4,9.133333333333333,13,6.5,6.5,281,Mkhitaryan
4915,30,2,4,2.2,2.333333333333333,0.4666666666666667,1.6,0.0,1.3333333333333333,1.6,1.2,2,2.2,-0.20000000000000018,283,McTominay
5145,30,13,17,1.0,0.9285714285714286,1.0,1.6428571428571428,1.0,6.666666666666668,4.6,6.166666666666668,8,8.5,-0.5,295,Ritchie
5170,30,13,17,1.0,0.9285714285714286,1.0,1.6428571428571428,2.0,5.333333333333333,4.0,5.366666666666664,11,6.4,4.6,296,Shelvey
5196,30,13,17,1.0,0.9285714285714286,1.0,1.6428571428571428,2.0,2.333333333333333,3.8,2.966666666666667,3,2.7,0.2999999999999998,298,Diamé
5225,30,13,17,1.0,0.9285714285714286,1.0,1.6428571428571428,2.0,1.3333333333333333,1.2,3.5000000000000004,1,1.4,-0.3999999999999999,300,Atsu
5502,30,17,13,0.9285714285714286,1.0,1.6428571428571428,1.0,2.0,2.0,5.2,5.2,2,1.6,0.3999999999999999,317,Ward-Prowse
5532,30,17,13,0.9285714285714286,1.0,1.6428571428571428,1.0,3.0,2.0,2.0,2.2999999999999985,1,1.7,-0.7,318,Tadic
5579,30,17,13,0.9285714285714286,1.0,1.6428571428571428,1.0,2.0,1.6666666666666667,1.8,2.2333333333333325,2,1.7,0.30000000000000004,321,Højbjerg
5612,30,17,13,0.9285714285714286,1.0,1.6428571428571428,1.0,3.0,1.6666666666666667,0.0,5.3,1,1.1,-0.10000000000000009,323,Sims
5639,30,17,13,0.9285714285714286,1.0,1.6428571428571428,1.0,3.0,2.333333333333333,1.8,9.433333333333334,2,1.5,0.5,324,Redmond
5862,30,19,1,1.0666666666666669,2.2666666666666666,1.5333333333333334,0.6666666666666666,3.0,2.6666666666666665,2.4,3.6999999999999984,1,1.9,-0.8999999999999999,337,Allen
5899,30,16,7,1.1428571428571428,1.0,1.4285714285714286,0.9333333333333332,1.0,1.6666666666666667,3.6,6.033333333333335,2,1.5,0.5,340,Arnautovic
5935,30,19,1,1.0666666666666669,2.2666666666666666,1.5333333333333334,0.6666666666666666,3.0,4.666666666666667,6.4,4.666666666666669,2,4.3,-2.3,342,Shaqiri
5957,30,19,1,1.0666666666666669,2.2666666666666666,1.5333333333333334,0.6666666666666666,1.0,1.0,2.4,0.16666666666666652,1,0.8,0.19999999999999996,345,Sobhi
6261,30,9,11,1.6666666666666667,0.4666666666666667,1.2,1.2666666666666666,2.0,2.333333333333333,4.8,5.4666666666666615,3,2.3,0.7000000000000002,359,Sigurdsson
6298,30,14,15,0.6666666666666666,1.0,1.5333333333333334,1.3333333333333333,13.0,6.0,7.4,4.500000000000001,3,2.9,0.10000000000000009,363,Ki
6371,30,14,15,0.6666666666666666,1.0,1.5333333333333334,1.3333333333333333,1.0,1.3333333333333333,1.6,1.5333333333333303,1,1.7,-0.7,367,Carroll
6709,30,3,12,1.8666666666666667,1.4,1.0666666666666669,1.6666666666666667,3.0,2.333333333333333,2.4,2.0333333333333337,2,2.5,-0.5,385,Dembélé
6728,30,3,12,1.8666666666666667,1.4,1.0666666666666669,1.6666666666666667,1.0,1.6666666666666667,1.8,2.8000000000000003,1,2.3,-1.2999999999999998,386,Lamela
6759,30,3,12,1.8666666666666667,1.4,1.0666666666666669,1.6666666666666667,3.0,4.666666666666667,3.8,10.066666666666668,5,4.8,0.20000000000000018,387,Eriksen
6790,30,3,12,1.8666666666666667,1.4,1.0666666666666669,1.6666666666666667,5.0,6.333333333333332,4.6,8.666666666666666,11,6.3,4.7,388,Alli
6803,30,3,12,1.8666666666666667,1.4,1.0666666666666669,1.6666666666666667,3.0,2.0,2.8,1.9,2,2.0,0.0,389,Wanyama
6833,30,3,12,1.8666666666666667,1.4,1.0666666666666669,1.6666666666666667,16.0,10.666666666666666,7.4,13.233333333333327,15,7.4,7.6,390,Son
6884,30,3,12,1.8666666666666667,1.4,1.0666666666666669,1.6666666666666667,1.0,1.0,1.0,0.566666666666667,1,1.7,-0.7,393,Sissoko
7133,30,10,6,1.1333333333333333,2.6,1.6,1.1333333333333333,2.0,2.0,2.0,2.0000000000000004,2,1.9,0.10000000000000009,409,Capoue
7169,30,10,6,1.1333333333333333,2.6,1.6,1.1333333333333333,3.0,2.6666666666666665,4.0,4.133333333333336,2,2.1,-0.10000000000000009,414,Doucouré
7198,30,10,6,1.1333333333333333,2.6,1.6,1.1333333333333333,3.0,2.0,3.2,4.366666666666666,2,1.2,0.8,415,Pereyra
7209,30,10,6,1.1333333333333333,2.6,1.6,1.1333333333333333,4.0,2.0,5.6,2.4666666666666672,1,0.9,0.09999999999999998,416,Hughes
7396,30,20,8,1.0666666666666669,1.6,1.6,1.7333333333333334,2.0,1.3333333333333333,1.2,0.833333333333333,1,1.3,-0.30000000000000004,426,Livermore
7472,30,20,8,1.0666666666666669,1.6,1.6,1.7333333333333334,2.0,2.0,1.8,3.6666666666666665,2,1.9,0.10000000000000009,432,Phillips
7485,30,20,8,1.0666666666666669,1.6,1.6,1.7333333333333334,1.0,1.0,1.0,0.4666666666666657,1,1.3,-0.30000000000000004,433,Field
7504,30,20,8,1.0666666666666669,1.6,1.6,1.7333333333333334,2.0,3.0,3.8,3.8,2,3.1,-1.1,434,Brunt
7772,30,14,15,0.6666666666666666,1.0,1.5333333333333334,1.3333333333333333,9.0,4.0,2.6,4.033333333333333,2,2.0,0.0,449,Ayew
7795,30,16,7,1.1428571428571428,1.0,1.4285714285714286,0.9333333333333332,1.0,1.6666666666666667,2.0,1.833333333333334,2,1.9,0.10000000000000009,450,Noble
7821,30,16,7,1.1428571428571428,1.0,1.4285714285714286,0.9333333333333332,1.0,2.333333333333333,2.4,2.7333333333333307,2,2.7,-0.7000000000000002,451,Kouyaté
7862,30,16,7,1.1428571428571428,1.0,1.4285714285714286,0.9333333333333332,2.0,1.3333333333333333,4.2,5.5666666666666655,1,0.6,0.4,453,Lanzini
7882,30,16,7,1.1428571428571428,1.0,1.4285714285714286,0.9333333333333332,6.0,4.666666666666667,4.2,7.400000000000002,2,3.4,-1.4,454,Antonio
7975,30,5,18,1.7333333333333334,0.6666666666666666,0.7333333333333333,1.6666666666666667,-2.0,0.3333333333333333,1.4,1.733333333333331,1,2.0,-1.0,463,Bakayoko
8361,30,11,9,0.4666666666666667,1.6666666666666667,1.2666666666666666,1.2,2.0,2.0,2.6,3.633333333333335,2,1.7,0.30000000000000004,490,Pröpper
8400,30,13,17,1.0,0.9285714285714286,1.0,1.6428571428571428,2.0,1.3333333333333333,1.4,1.6000000000000016,1,1.6,-0.6000000000000001,495,Merino
8454,30,19,1,1.0666666666666669,2.2666666666666666,1.5333333333333334,0.6666666666666666,3.0,2.333333333333333,2.0,3.2666666666666693,2,1.6,0.3999999999999999,497,Choupo-Moting
8483,30,17,13,0.9285714285714286,1.0,1.6428571428571428,1.0,3.0,2.6666666666666665,3.8,1.533333333333334,1,2.6,-1.6,500,Lemina
8514,30,10,6,1.1333333333333333,2.6,1.6,1.1333333333333333,1.0,1.3333333333333333,1.6,3.3666666666666667,2,1.2,0.8,501,de Andrade
8563,30,19,1,1.0666666666666669,2.2666666666666666,1.5333333333333334,0.6666666666666666,1.0,1.3333333333333333,1.2,1.833333333333332,2,1.2,0.8,512,Rodríguez Ruiz
8605,30,11,9,0.4666666666666667,1.6666666666666667,1.2666666666666666,1.2,2.0,3.333333333333333,5.0,5.333333333333333,2,3.2,-1.2000000000000002,517,Izquierdo Mena
8651,30,14,15,0.6666666666666666,1.0,1.5333333333333334,1.3333333333333333,2.0,2.333333333333333,2.4,2.9666666666666672,3,2.5,0.5,519,Clucas
8721,30,20,8,1.0666666666666669,1.6,1.6,1.7333333333333334,1.0,2.333333333333333,1.8,2.766666666666667,5,2.8,2.2,524,Burke
8809,30,20,8,1.0666666666666669,1.6,1.6,1.7333333333333334,2.0,1.6666666666666667,1.6,3.433333333333332,1,1.5,-0.5,533,Krychowiak
8927,30,6,10,2.6,1.1333333333333333,1.1333333333333333,1.6,1.0,2.0,1.8,2.1,3,2.9,0.10000000000000009,546,Maitland-Niles
8953,30,1,19,2.2666666666666666,1.0666666666666669,0.6666666666666666,1.5333333333333334,2.0,2.0,2.2,2.0,3,2.8,0.20000000000000018,551,Zinchenko
8979,30,18,5,0.6666666666666666,1.7333333333333334,1.6666666666666667,0.7333333333333333,2.0,2.0,0.0,4.0,2,1.6,0.3999999999999999,579,Wan-Bissaka
9017,30,15,14,1.0,0.6666666666666666,1.3333333333333333,1.5333333333333334,1.0,3.333333333333333,4.6,6.766666666666668,3,3.9,-0.8999999999999999,593,Pritchard
9065,30,16,7,1.1428571428571428,1.0,1.4285714285714286,0.9333333333333332,2.0,2.333333333333333,2.8,3.600000000000001,2,2.2,-0.20000000000000018,608,Naval Costa Eduardo
9096,30,19,1,1.0666666666666669,2.2666666666666666,1.5333333333333334,0.6666666666666666,3.0,2.333333333333333,2.6,3.8,2,1.5,0.5,619,Ndiaye
246,30,9,19,0.75,1.0625,2.0,1.5625,3.0,3.333333333333333,2.6,6.7,5,3.3,1.7000000000000002,15,Walcott
