player_id,name,pos,Predicted,total_points,Prediction_Error,round,concede_pot,opp_pot,team_rank,opponent_team_rank,form_points,ict_form,save_form,prev_points,opp_concede_pot,team_pot,long_form
138,Baines,Defender,2.9,6,3.1,33,1.235294118,2.176470588,9,3,3,3.2,0,1,0,0,0
139,Coleman,Defender,3.2,6,2.8,33,1.235294118,2.176470588,9,3,3,1.533333333,0,1,0,0,0
140,Jagielka,Defender,2.7,6,3.3,33,1.235294118,2.176470588,9,3,2.666666667,2.2,0,1,0,0,0
146,Keane,Defender,3.4,7,3.6,33,1.235294118,2.176470588,9,3,3.333333333,2.533333333,0,1,0,0,0
164,Schindler,Defender,1.4,2,0.6,33,1.882352941,1.294117647,16,13,1,2.366666667,0,1,0,0,0
171,Jorgensen,Defender,1.6,2,0.4,33,1.882352941,1.294117647,16,13,1.666666667,3.566666667,0,2,0,0,0
191,Morgan,Defender,2.3,1,1.3,33,1.1875,1.0625,8,10,2.666666667,2,0,5,0,0,0
193,Simpson,Defender,1.9,1,0.9,33,1.1875,1.0625,8,10,2.333333333,1.666666667,0,5,0,0,0
196,Chilwell,Defender,2.9,1,1.9,33,1.1875,1.0625,8,10,5.666666667,5.9,0,11,0,0,0
198,Maguire,Defender,1.5,0,1.5,33,1.1875,1.0625,8,10,2.333333333,3.733333333,0,5,0,0,0
215,Lovren,Defender,4.1,8,3.9,33,1.470588235,1.529411765,3,9,3.333333333,2.933333333,0,1,0,0,0
217,Clyne,Defender,1,6,5,33,1.470588235,1.529411765,3,9,0,0,0,0,0,0,0
220,Klavan,Defender,7.1,6,1.1,33,1.470588235,1.529411765,3,9,6,3.833333333,0,1,0,0,0
221,Sakho,Defender,3.8,1,2.8,33,1.588235294,1.470588235,17,11,3,2.166666667,0,1,0,0,0
222,Milner,Defender,4.6,6,1.4,33,1.470588235,1.529411765,3,9,6,6.766666667,0,6,0,0,0
223,Alexander-Arnold,Defender,1.5,1,0.5,33,1.470588235,1.529411765,3,9,1.333333333,1.666666667,0,2,0,0,0
244,Kompany,Defender,4.8,6,1.2,33,0.8125,1.75,1,2,4.666666667,3.933333333,0,2,0,0,0
245,Otamendi,Defender,3.5,1,2.5,33,0.8125,1.75,1,2,3.666666667,4.533333333,0,2,0,0,0
263,Smalling,Defender,2.4,7,4.6,33,1.125,3.3125,2,1,5,4.366666667,0,6,0,0,0
267,Valencia,Defender,0,1,1,33,1.125,3.3125,2,1,3,2.3,0,7,0,0,0
271,Bailly,Defender,0.1,1,0.9,33,1.125,3.3125,2,1,0.6666666667,1.033333333,0,0,0,0,0
273,Lindelöf,Defender,0.2,1,0.8,33,1.125,3.3125,2,1,2.666666667,1.4,0,6,0,0,0
288,Yedlin,Defender,3.8,2,1.8,33,1.625,1.375,10,8,5.666666667,2.833333333,0,9,0,0,0
290,Lascelles,Defender,3.8,1,2.8,33,1.625,1.375,10,8,4.333333333,2.2,0,5,0,0,0
291,Dummett,Defender,3.9,2,1.9,33,1.625,1.375,10,8,4.666666667,2.233333333,0,6,0,0,0
294,Lejeune,Defender,4.9,5,0.1,33,1.625,1.375,10,8,6.666666667,3.433333333,0,9,0,0,0
307,Bertrand,Defender,0.2,1,0.8,33,1.8125,2.647058824,18,6,1,2.533333333,0,1,0,0,0
308,Yoshida,Defender,2.4,1,1.4,33,1.8125,2.647058824,18,6,2.666666667,1.4,0,1,0,0,0
310,Soares,Defender,3,9,6,33,1.8125,2.647058824,18,6,3.666666667,4.3,0,1,0,0,0
311,van Dijk,Defender,5.3,6,0.7,33,1.470588235,1.529411765,3,9,4.666666667,3.066666667,0,2,0,0,0
313,Stephens,Defender,-1.5,-2,0.5,33,1.8125,2.647058824,18,6,-0.6666666667,2.333333333,0,0,0,0,0
330,Shawcross,Defender,0.2,1,0.8,33,1.588235294,1.941176471,19,4,0.6666666667,2.633333333,0,1,0,0,0
332,Pieters,Defender,2.2,0,2.2,33,1.588235294,1.941176471,19,4,2.333333333,2.7,0,1,0,0,0
335,Johnson,Defender,-0.1,0,0.1,33,1.588235294,1.941176471,19,4,0.3333333333,3.833333333,0,0,0,0,0
352,Naughton,Defender,4.9,2,2.9,33,1.529411765,1.058823529,15,20,3.333333333,2.266666667,0,1,0,0,0
354,Fernández,Defender,4.2,2,2.2,33,1.529411765,1.058823529,15,20,3,3.533333333,0,1,0,0,0
356,van der Hoorn,Defender,3.9,1,2.9,33,1.529411765,1.058823529,15,20,2.666666667,3.066666667,0,1,0,0,0
357,Mawson,Defender,4,2,2,33,1.529411765,1.058823529,15,20,2.666666667,2.433333333,0,1,0,0,0
358,Olsson,Defender,4.1,2,2.1,33,1.529411765,1.058823529,15,20,2.666666667,2.1,0,1,0,0,0
378,Rose,Defender,3.4,4,0.6,33,1.058823529,1.058823529,4,19,2,2.466666667,0,1,0,0,0
380,Vertonghen,Defender,3,2,1,33,1.058823529,1.058823529,4,19,2,2.533333333,0,2,0,0,0
400,Prödl,Defender,1.1,1,0.1,33,1.764705882,1.117647059,12,7,0.6666666667,1.633333333,0,1,0,0,0
401,Holebas,Defender,0.6,1,0.4,33,1.764705882,1.117647059,12,7,1.333333333,4.233333333,0,3,0,0,0
404,Janmaat,Defender,1.2,1,0.2,33,1.764705882,1.117647059,12,7,1,3.2,0,1,0,0,0
405,Mariappa,Defender,1,1,0,33,1.764705882,1.117647059,12,7,0.6666666667,2.066666667,0,1,0,0,0
407,Femenía Far,Defender,0.6,1,0.4,33,1.764705882,1.117647059,12,7,3,4.633333333,0,8,0,0,0
422,Nyom,Defender,2.1,2,0.1,33,1.588235294,0.6470588235,20,15,1.333333333,3.7,0,1,0,0,0
424,Dawson,Defender,1.5,2,0.5,33,1.588235294,0.6470588235,20,15,1,4.533333333,0,1,0,0,0
443,Cresswell,Defender,0.6,2,1.4,33,2.3125,1.647058824,14,5,2.666666667,3.466666667,0,6,0,0,0
444,Ogbonna,Defender,1.1,2,0.9,33,2.3125,1.647058824,14,5,3,2.933333333,0,6,0,0,0
446,Masuaku,Defender,1.1,2,0.9,33,2.3125,1.647058824,14,5,4.333333333,3.866666667,0,10,0,0,0
447,Zabaleta,Defender,1.4,2,0.6,33,2.3125,1.647058824,14,5,3,1.5,0,6,0,0,0
468,Hegazi,Defender,2.2,2,0.2,33,1.588235294,0.6470588235,20,15,1.333333333,3.433333333,0,1,0,0,0
480,Chambers,Defender,1.9,1,0.9,33,1.117647059,0.9375,6,18,2.666666667,4.366666667,0,6,0,0,0
483,da Silva,Defender,1,0,1,33,0.8125,1.75,1,2,0.6666666667,0.5666666667,0,1,0,0,0
485,Bartley,Defender,1.8,0,1.8,33,1.529411765,1.058823529,15,20,1,3.266666667,0,1,0,0,0
510,Rice,Defender,0.7,2,1.3,33,2.3125,1.647058824,14,5,2.666666667,2.933333333,0,6,0,0,0
513,Martins Indi,Defender,0.3,0,0.3,33,1.588235294,1.941176471,19,4,0.6666666667,1.866666667,0,1,0,0,0
520,Sánchez,Defender,2.9,2,0.9,33,1.058823529,1.058823529,4,19,2,2.833333333,0,2,0,0,0
521,Hadergjonaj,Defender,3.7,2,1.7,33,1.882352941,1.294117647,16,13,3.666666667,6.933333333,0,1,0,0,0
525,Hoedt,Defender,-0.6,0,0.6,33,1.8125,2.647058824,18,6,0.3333333333,2.266666667,0,1,0,0,0
532,Aurier,Defender,4.1,1,3.1,33,1.058823529,1.058823529,4,19,7,6.666666667,0,13,0,0,0
538,Schelotto,Defender,2.1,2,0.1,33,1.411764706,0.6470588235,13,16,1,2.833333333,0,1,0,0,0
591,Kongolo,Defender,2.3,4,1.7,33,1.882352941,1.294117647,16,13,2.333333333,4.2,0,2,0,0,0
594,Bauer,Defender,0.6,1,0.4,33,1.588235294,1.941176471,19,4,1,2.233333333,0,1,0,0,0
626,Evra,Defender,0.5,1,0.5,33,2.3125,1.647058824,14,5,0.3333333333,1.233333333,0,0,0,0,0
8,Gibbs,Defender,2.5,6,3.5,33,1.470588235,2.058823529,20,2,3,2.566666667,0,2,0,0,0
11,Holding,Defender,3.7,1,2.7,34,1.625,1.058823529,6,10,2.666666667,2.333333333,0,1,0,0,0
12,Mustafi,Defender,4.2,1,3.2,34,1.625,1.058823529,6,10,3.333333333,3.9,0,1,0,0,0
32,Francis,Defender,-0.2,1,1.2,34,1.647058824,2.411764706,11,3,0.6666666667,5.233333333,0,0,0,0,0
33,Cook,Defender,-0.1,1,1.1,34,1.647058824,2.411764706,11,3,2.333333333,4.9,0,5,0,0,0
34,Daniels,Defender,0.3,1,0.7,34,1.647058824,2.411764706,11,3,1,2.733333333,0,1,0,0,0
38,Aké,Defender,1,0,1,34,1.647058824,2.411764706,11,3,1.666666667,3.433333333,0,1,0,0,0
55,Dunk,Defender,2.3,4,1.7,34,1.375,1.294117647,13,16,2.333333333,5.766666667,0,2,0,0,0
56,Duffy,Defender,1.6,1,0.6,34,1.375,1.294117647,13,16,1,2.966666667,0,1,0,0,0
59,Bong,Defender,1.3,1,0.3,34,1.375,1.294117647,13,16,1,2.7,0,2,0,0,0
76,Lowton,Defender,1.9,2,0.1,34,0.8125,1.588235294,7,8,1.666666667,3.633333333,0,1,0,0,0
78,Ward,Defender,2.1,2,0.1,34,0.8125,1.588235294,7,8,2,2.933333333,0,2,0,0,0
79,Tarkowski,Defender,2.1,2,0.1,34,0.8125,1.588235294,7,8,2,3.033333333,0,2,0,0,0
80,Long,Defender,4.9,10,5.1,34,0.8125,1.588235294,7,8,5.666666667,5.5,0,5,0,0,0
97,Azpilicueta,Defender,1.5,1,0.5,34,1.125,1.058823529,5,18,4.333333333,6.533333333,0,11,0,0,0
98,Cahill,Defender,2,0,2,34,1.125,1.058823529,5,18,1.333333333,2.933333333,0,2,0,0,0
100,Alonso,Defender,2.9,4,1.1,34,1.125,1.058823529,5,18,2.333333333,4.6,0,2,0,0,0
102,Moses,Defender,3,1,2,34,1.125,1.058823529,5,18,2.333333333,4.1,0,2,0,0,0
117,Tomkins,Defender,9.3,8,1.3,34,1.588235294,0.5625,16,13,7.666666667,8.3,0,0,0,0,0
119,Ward,Defender,3.2,1,2.2,34,1.588235294,0.5625,16,13,2.333333333,4.133333333,0,1,0,0,0
124,van Aanholt,Defender,1.6,1,0.6,34,1.588235294,0.5625,16,13,1,4.1,0,1,0,0,0
138,Baines,Defender,2.3,2,0.3,34,1.941176471,1,9,17,3,2.8,0,6,0,0,0
139,Coleman,Defender,2.4,2,0.4,34,1.941176471,1,9,17,3,2.466666667,0,6,0,0,0
140,Jagielka,Defender,2.4,2,0.4,34,1.941176471,1,9,17,3,2.266666667,0,6,0,0,0
142,Funes Mori,Defender,1.5,1,0.5,34,1.941176471,1,9,17,0,0,0,0,0,0,0
146,Keane,Defender,2.2,2,0.2,34,1.941176471,1,9,17,3.333333333,3.433333333,0,7,0,0,0
164,Schindler,Defender,4.6,8,3.4,34,1.294117647,1,14,12,3.666666667,2.2,0,2,0,0,0
171,Jorgensen,Defender,5.8,11,5.2,34,1.294117647,1,14,12,5,4.5,0,2,0,0,0
191,Morgan,Defender,3.3,1,2.3,34,1.647058824,0.875,8,7,2.333333333,1.933333333,0,1,0,0,0
193,Simpson,Defender,3.4,1,2.4,34,1.647058824,0.875,8,7,2.333333333,1.333333333,0,1,0,0,0
196,Chilwell,Defender,5,1,4,34,1.647058824,0.875,8,7,4.333333333,5.533333333,0,1,0,0,0
198,Maguire,Defender,2.6,1,1.6,34,1.647058824,0.875,8,7,2,5.233333333,0,0,0,0,0
215,Lovren,Defender,4.5,7,2.5,34,0.5882352941,0.9411764706,3,11,5.333333333,2.9,0,8,0,0,0
220,Klavan,Defender,2.5,1,1.5,34,0.5882352941,0.9411764706,3,11,2.666666667,0.6333333333,0,6,0,0,0
221,Sakho,Defender,2,1,1,34,1.588235294,0.5625,16,13,1,2.133333333,0,1,0,0,0
222,Milner,Defender,3.5,1,2.5,34,0.5882352941,0.9411764706,3,11,4.333333333,5.966666667,0,6,0,0,0
223,Alexander-Arnold,Defender,6.4,12,5.6,34,0.5882352941,0.9411764706,3,11,5,4.8,0,1,0,0,0
244,Kompany,Defender,3,6,3,34,0.7058823529,2.066666667,1,4,4.666666667,5.133333333,0,6,0,0,0
245,Otamendi,Defender,1.1,1,0.1,34,0.7058823529,2.066666667,1,4,1.333333333,3.7,0,1,0,0,0
263,Smalling,Defender,4.9,2,2.9,34,0.4705882353,0.5294117647,2,20,5,4.266666667,0,7,0,0,0
267,Valencia,Defender,5.5,2,3.5,34,0.4705882353,0.5294117647,2,20,3.333333333,3.033333333,0,1,0,0,0
273,Lindelöf,Defender,5.3,2,3.3,34,0.4705882353,0.5294117647,2,20,3,1.6,0,1,0,0,0
288,Yedlin,Defender,6.3,5,1.3,34,0.9411764706,1.0625,10,6,5.333333333,3.2,0,2,0,0,0
290,Lascelles,Defender,3.7,2,1.7,34,0.9411764706,1.0625,10,6,2.666666667,1.833333333,0,1,0,0,0
291,Dummett,Defender,4.1,2,2.1,34,0.9411764706,1.0625,10,6,3.333333333,1.866666667,0,2,0,0,0
294,Lejeune,Defender,5.1,2,3.1,34,0.9411764706,1.0625,10,6,5.333333333,3.533333333,0,5,0,0,0
307,Bertrand,Defender,1.1,3,1.9,34,1.411764706,1.8125,18,5,1.666666667,4.833333333,0,1,0,0,0
308,Yoshida,Defender,1,1,0,34,1.411764706,1.8125,18,5,1,1.466666667,0,1,0,0,0
310,Soares,Defender,0.7,1,0.3,34,1.411764706,1.8125,18,5,3.666666667,4,0,9,0,0,0
311,van Dijk,Defender,4.4,6,1.6,34,0.5882352941,0.9411764706,3,11,4.666666667,3.466666667,0,6,0,0,0
315,Bednarek,Defender,0.5,7,6.5,34,1.411764706,1.8125,18,5,0,0,0,0,0,0,0
352,Naughton,Defender,1.4,0,1.4,34,1.25,0.7647058824,17,9,1,1.966666667,0,2,0,0,0
354,Fernández,Defender,1.7,2,0.3,34,1.25,0.7647058824,17,9,1.666666667,4.766666667,0,2,0,0,0
357,Mawson,Defender,2.1,2,0.1,34,1.25,0.7647058824,17,9,1.666666667,2.466666667,0,2,0,0,0
358,Olsson,Defender,2.2,2,0.2,34,1.25,0.7647058824,17,9,1.666666667,2.266666667,0,2,0,0,0
379,Walker,Defender,3.3,2,1.3,34,0.7058823529,2.066666667,1,4,3.333333333,2.9,0,2,0,0,0
380,Vertonghen,Defender,1,1,0,34,0.7333333333,2.352941176,4,1,1.666666667,2.5,0,2,0,0,0
381,Davies,Defender,2,0,2,34,0.7333333333,2.352941176,4,1,3.333333333,3.833333333,0,4,0,0,0
382,Trippier,Defender,2,1,1,34,0.7333333333,2.352941176,4,1,2.333333333,1.666666667,0,2,0,0,0
399,Cathcart,Defender,2.4,2,0.4,34,1.764705882,0.9411764706,12,14,1.333333333,1.066666667,0,1,0,0,0
400,Prödl,Defender,2.1,2,0.1,34,1.764705882,0.9411764706,12,14,1.333333333,2.7,0,1,0,0,0
404,Janmaat,Defender,1.5,1,0.5,34,1.764705882,0.9411764706,12,14,1,3.9,0,1,0,0,0
405,Mariappa,Defender,2.2,2,0.2,34,1.764705882,0.9411764706,12,14,1.333333333,2.233333333,0,1,0,0,0
407,Femenía Far,Defender,4.2,1,3.2,34,1.764705882,0.9411764706,12,14,3.333333333,4.266666667,0,1,0,0,0
422,Nyom,Defender,2.1,5,2.9,34,1.470588235,2.058823529,20,2,2.666666667,2.433333333,0,2,0,0,0
424,Dawson,Defender,2.1,6,3.9,34,1.470588235,2.058823529,20,2,3,4.466666667,0,2,0,0,0
468,Hegazi,Defender,2.8,7,4.2,34,1.470588235,2.058823529,20,2,3.333333333,2.966666667,0,2,0,0,0
470,Christensen,Defender,2.6,1,1.6,34,1.125,1.058823529,5,18,1.333333333,2.233333333,0,1,0,0,0
475,Robertson,Defender,7.8,6,1.8,34,0.5882352941,0.9411764706,3,11,8.333333333,4.766666667,0,8,0,0,0
480,Chambers,Defender,3,1,2,34,1.625,1.058823529,6,10,2.666666667,5.566666667,0,1,0,0,0
482,Riedewald,Defender,2.3,1,1.3,34,1.588235294,0.5625,16,13,1,0.6666666667,0,1,0,0,0
520,Sánchez,Defender,0.9,1,0.1,34,0.7333333333,2.352941176,4,1,1.666666667,3.1,0,2,0,0,0
521,Hadergjonaj,Defender,3.6,6,2.4,34,1.294117647,1,14,12,3,3.133333333,0,2,0,0,0
525,Hoedt,Defender,0.7,1,0.3,34,1.411764706,1.8125,18,5,0.6666666667,2.8,0,0,0,0,0
538,Schelotto,Defender,1.6,1,0.6,34,1.375,1.294117647,13,16,1.333333333,2.9,0,2,0,0,0
543,Zappacosta,Defender,2.9,1,1.9,34,1.125,1.058823529,5,18,3,8.566666667,0,2,0,0,0
591,Kongolo,Defender,3.9,6,2.1,34,1.294117647,1,14,12,4,4.1,0,4,0,0,0
612,Laporte,Defender,3.7,2,1.7,34,0.7058823529,2.066666667,1,4,3.666666667,3.266666667,0,2,0,0,0
