,player_id,name,season,round,team_rank,opponent_team_rank,team_pot,opp_pot,concede_pot,opp_concede_pot,prev_points,form_points,total_points,save_form,long_form,ict_form
4826,328,Butland,2017/2018,26,18,9,0.8461538461538461,1.3846153846153846,2.4615384615384617,1.4615384615384617,7.0,6.0,2,3.333333333333333,4.8,2.2666666666666675
5129,350,Fabianski,2017/2018,26,17,8,0.6923076923076923,1.4615384615384617,1.4615384615384617,1.1538461538461535,3.0,4.666666666666667,3,3.333333333333333,3.8,2.533333333333332
5498,375,Lloris,2017/2018,26,5,3,1.7692307692307692,2.0769230769230766,1.1538461538461535,0.6923076923076923,7.0,4.666666666666667,1,1.3333333333333333,4.4,1.6000000000000008
6135,421,Foster,2017/2018,26,20,15,1.0769230769230769,1.0,1.3846153846153846,1.5833333333333333,3.0,2.333333333333333,1,4.0,3.2,2.9666666666666663
6398,438,San Miguel del Castillo,2017/2018,26,12,13,1.3076923076923077,1.1538461538461535,2.1538461538461537,1.4615384615384617,2.0,1.6666666666666667,1,2.0,1.8,1.5999999999999996
6804,469,Pope,2017/2018,26,7,1,1.4615384615384617,2.230769230769231,1.3076923076923077,0.7692307692307693,11.0,6.0,5,3.333333333333333,4.4,3.366666666666668
7454,536,Karnezis,2017/2018,26,11,4,1.5384615384615383,1.9230769230769231,2.0,1.0,10.0,4.666666666666667,2,3.0,0.0,2.6
27,2,Cech,2017/2018,27,6,5,1.0714285714285714,2.1538461538461537,1.5714285714285714,0.6153846153846154,2.0,2.333333333333333,4,2.333333333333333,2.4,1.7666666666666675
436,29,Begovic,2017/2018,27,10,17,0.9285714285714286,1.0714285714285714,1.5714285714285714,1.4285714285714286,2.0,3.0,0,2.6666666666666665,2.8,2.566666666666666
823,54,Ryan,2017/2018,27,14,19,0.5,1.1428571428571428,1.2142857142857142,1.5,2.0,4.0,8,1.0,3.0,1.3666666666666674
1438,94,Courtois,2017/2018,27,4,20,1.7142857142857142,0.5,0.7142857142857143,1.5714285714285714,1.0,2.6666666666666665,6,2.333333333333333,3.0,1.0666666666666664
1791,115,Hennessey,2017/2018,27,15,9,0.6428571428571429,1.6428571428571428,1.6428571428571428,1.2857142857142858,5.0,2.6666666666666665,1,3.6666666666666665,3.6,2.6
2101,135,Pickford,2017/2018,27,9,15,1.6428571428571428,0.6428571428571429,1.2857142857142858,1.6428571428571428,0.0,1.6666666666666667,3,1.6666666666666667,2.0,1.3000000000000007
2437,163,Lössl,2017/2018,27,17,10,1.0714285714285714,0.9285714285714286,1.4285714285714286,1.5714285714285714,10.0,4.666666666666667,2,3.333333333333333,3.2,2.8666666666666667
2789,189,Schmeichel,2017/2018,27,8,1,1.4285714285714286,3.571428571428572,1.7857142857142858,0.7142857142857143,2.0,1.3333333333333333,1,2.0,4.8,1.6666666666666676
3154,214,Karius,2017/2018,27,3,18,2.4285714285714284,1.0666666666666669,1.5714285714285714,1.4,9.0,7.666666666666668,8,3.0,5.2,3.0666666666666664
3514,240,Santana de Moraes,2017/2018,27,1,8,3.571428571428572,1.4285714285714286,0.7142857142857143,1.7857142857142858,2.0,3.333333333333333,2,1.3333333333333333,2.8,1.5333333333333323
3834,260,de Gea,2017/2018,27,2,13,1.0,0.8571428571428571,1.5,1.0714285714285714,6.0,3.333333333333333,2,2.333333333333333,4.6,1.8333333333333324
4457,305,McCarthy,2017/2018,27,18,3,1.0666666666666669,2.4285714285714284,1.4,1.5714285714285714,1.0,1.3333333333333333,1,1.3333333333333333,1.2,0.9333333333333332
4827,328,Butland,2017/2018,27,19,14,1.1428571428571428,0.5,1.5,1.2142857142857142,2.0,4.0,3,4.0,4.8,2.733333333333334
5130,350,Fabianski,2017/2018,27,16,7,0.7857142857142857,0.6428571428571429,1.2857142857142858,1.7857142857142858,3.0,4.0,6,2.333333333333333,4.6,1.9666666666666648
5499,375,Lloris,2017/2018,27,5,6,2.1538461538461537,1.0714285714285714,0.6153846153846154,1.5714285714285714,1.0,4.666666666666667,6,1.6666666666666667,5.2,1.833333333333334
6136,421,Foster,2017/2018,27,20,4,0.5,1.7142857142857142,1.5714285714285714,0.7142857142857143,1.0,2.0,2,4.666666666666667,3.2,3.333333333333333
6399,438,San Miguel del Castillo,2017/2018,27,12,11,1.2307692307692308,1.2142857142857142,1.3076923076923077,1.5,1.0,3.333333333333333,7,2.6666666666666665,2.8,1.9333333333333331
6805,469,Pope,2017/2018,27,7,16,0.6428571428571429,0.7857142857142857,1.7857142857142858,1.2857142857142858,5.0,6.333333333333332,3,4.0,4.6,3.766666666666668
7455,536,Karnezis,2017/2018,27,11,12,1.2142857142857142,1.2307692307692308,1.5,1.3076923076923077,2.0,4.333333333333333,1,2.6666666666666665,3.0,2.3666666666666667
7635,621,Dubravka,2017/2018,27,13,2,0.8571428571428571,1.0,1.0714285714285714,1.5,0.0,0.0,9,0.0,0.0,0.0
437,29,Begovic,2017/2018,28,11,15,1.4285714285714286,1.0714285714285714,1.5,1.6428571428571428,0.0,1.0,1,1.6666666666666667,2.6,1.2666666666666664
824,54,Ryan,2017/2018,28,12,18,1.3571428571428572,0.7142857142857143,1.4285714285714286,1.6428571428571428,8.0,4.0,2,1.0,3.2,1.3666666666666674
1439,94,Courtois,2017/2018,28,5,2,1.8571428571428568,2.5,1.0714285714285714,1.0,6.0,3.0,2,2.6666666666666665,3.2,1.6666666666666663
1792,115,Hennessey,2017/2018,28,17,4,1.1428571428571428,1.7142857142857142,1.4285714285714286,1.0714285714285714,1.0,3.0,3,4.333333333333333,2.6,2.8333333333333326
2102,135,Pickford,2017/2018,28,9,10,0.6428571428571429,1.5,2.0714285714285716,1.8571428571428568,3.0,2.0,3,3.0,2.2,2.100000000000001
2438,163,Lössl,2017/2018,28,14,20,0.7142857142857143,1.0714285714285714,2.0,1.4285714285714286,2.0,4.666666666666667,2,2.6666666666666665,3.6,2.3
2790,189,Schmeichel,2017/2018,28,8,19,1.4285714285714286,0.8571428571428571,1.1428571428571428,2.357142857142857,1.0,1.6666666666666667,2,2.0,3.0,1.200000000000001
3155,214,Karius,2017/2018,28,3,13,2.2142857142857144,1.2857142857142858,0.7142857142857143,2.2857142857142856,8.0,6.666666666666668,3,3.6666666666666665,5.6,3.3666666666666663
3835,260,de Gea,2017/2018,28,2,5,2.5,1.8571428571428568,1.0,1.0714285714285714,2.0,4.0,4,2.6666666666666665,4.0,1.8333333333333324
4458,305,McCarthy,2017/2018,28,16,7,1.0,1.4285714285714286,1.5384615384615383,1.2857142857142858,1.0,1.3333333333333333,2,1.6666666666666667,1.6,1.2
4828,328,Butland,2017/2018,28,19,8,0.8571428571428571,1.4285714285714286,2.357142857142857,1.1428571428571428,3.0,3.6666666666666665,6,6.333333333333332,5.4,3.9
5131,350,Fabianski,2017/2018,28,18,12,0.7142857142857143,1.3571428571428572,1.6428571428571428,1.4285714285714286,6.0,3.0,0,1.6666666666666667,4.0,1.9999999999999991
5500,375,Lloris,2017/2018,28,4,17,1.7142857142857142,1.1428571428571428,1.0714285714285714,1.4285714285714286,6.0,4.666666666666667,7,1.6666666666666667,5.4,1.6000000000000008
6137,421,Foster,2017/2018,28,20,14,1.0714285714285714,0.7142857142857143,1.4285714285714286,2.0,2.0,1.6666666666666667,2,4.0,2.2,2.7999999999999994
6400,438,San Miguel del Castillo,2017/2018,28,13,3,1.2857142857142858,2.2142857142857144,2.2857142857142856,0.7142857142857143,7.0,3.333333333333333,2,4.666666666666667,2.8,3.233333333333333
6806,469,Pope,2017/2018,28,7,16,1.4285714285714286,1.0,1.2857142857142858,1.5384615384615383,3.0,3.6666666666666665,3,4.333333333333333,4.8,3.466666666666668
7456,536,Karnezis,2017/2018,28,10,9,1.5,0.6428571428571429,1.8571428571428568,2.0714285714285716,1.0,3.333333333333333,7,2.333333333333333,4.4,1.8666666666666665
7636,621,Dubravka,2017/2018,28,15,11,1.0714285714285714,1.4285714285714286,1.6428571428571428,1.5,9.0,0.0,2,0.0,0.0,0.0
