,player_id,name,season,round,team_rank,opponent_team_rank,team_pot,opp_pot,concede_pot,opp_concede_pot,prev_points,form_points,total_points,long_form,ict_form
10225,276,Friend,2016/17,21,16,14,0.8181818181818182,1.3636363636363635,1.181818181818182,0.7272727272727273,1.0,2.6666666666666665,6,2.0,3.533333333333335
10299,278,Gibson,2016/17,21,16,14,0.8181818181818182,1.3636363636363635,1.181818181818182,0.7272727272727273,5.0,4.0,6,4.4,2.266666666666666
10373,280,Bernardo,2016/17,21,16,14,0.8181818181818182,1.3636363636363635,1.181818181818182,0.7272727272727273,1.0,0.0,6,0.0,0.0
10963,296,Bertrand,2016/17,21,13,10,1.2727272727272727,1.6666666666666667,1.8181818181818181,1.1666666666666667,0.0,3.333333333333333,2,3.4,5.7
11037,298,Yoshida,2016/17,21,13,10,1.2727272727272727,1.6666666666666667,1.8181818181818181,1.1666666666666667,1.0,1.0,1,1.6,2.2666666666666666
11145,301,Cédric,2016/17,21,13,10,1.2727272727272727,1.6666666666666667,1.8181818181818181,1.1666666666666667,1.0,1.0,2,1.2,3.733333333333333
11217,303,van Dijk,2016/17,21,13,10,1.2727272727272727,1.6666666666666667,1.8181818181818181,1.1666666666666667,-2.0,2.6666666666666665,2,3.8,5.066666666666666
11760,318,Shawcross,2016/17,21,9,19,1.2727272727272727,1.7272727272727273,2.363636363636364,0.7272727272727273,15.0,5.666666666666668,2,3.6,4.0
11871,321,Pieters,2016/17,21,9,19,1.2727272727272727,1.7272727272727273,2.363636363636364,0.7272727272727273,7.0,3.0,2,2.4,3.0999999999999983
12019,325,Johnson,2016/17,21,9,19,1.2727272727272727,1.7272727272727273,2.363636363636364,0.7272727272727273,6.0,2.6666666666666665,2,1.6,2.5333333333333328
12611,341,Kaboul,2016/17,21,14,16,1.3636363636363635,0.8181818181818182,0.7272727272727273,1.181818181818182,1.0,4.333333333333333,6,3.2,5.866666666666667
12648,342,O'Shea,2016/17,21,19,9,1.7272727272727273,1.2727272727272727,0.7272727272727273,2.363636363636364,1.0,0.6666666666666666,1,0.8,1.7666666666666668
12722,344,van Aanholt,2016/17,21,17,9,1.5454545454545454,1.2727272727272727,2.090909090909091,2.363636363636364,1.0,0.3333333333333333,0,3.4,3.966666666666667
13242,358,Naughton,2016/17,21,20,4,1.2727272727272727,2.4545454545454546,2.272727272727273,1.2727272727272727,2.0,0.3333333333333333,-2,0.0,4.799999999999999
13280,359,Williams,2016/17,21,7,5,1.6363636363636365,2.0,2.1818181818181817,1.6363636363636365,6.0,4.333333333333333,6,4.4,4.433333333333336
13432,363,Fernández,2016/17,21,20,4,1.2727272727272727,2.4545454545454546,2.272727272727273,1.2727272727272727,2.0,0.6666666666666666,0,1.0,2.8666666666666667
13508,365,Kingsley,2016/17,21,20,4,1.2727272727272727,2.4545454545454546,2.272727272727273,1.2727272727272727,0.0,0.3333333333333333,0,1.6,2.0
14152,382,Alderweireld,2016/17,21,2,8,2.272727272727273,1.2727272727272727,1.2727272727272727,2.0,6.0,4.666666666666667,6,4.4,2.966666666666667
14189,383,Rose,2016/17,21,2,8,2.272727272727273,1.2727272727272727,1.2727272727272727,2.0,5.0,5.666666666666668,6,6.4,4.666666666666667
14226,384,Walker,2016/17,21,2,8,2.272727272727273,1.2727272727272727,1.2727272727272727,2.0,6.0,6.0,11,7.0,5.599999999999999
14263,385,Vertonghen,2016/17,21,2,8,2.272727272727273,1.2727272727272727,1.2727272727272727,2.0,7.0,4.666666666666667,6,4.4,3.333333333333332
14300,386,Davies,2016/17,21,2,8,2.272727272727273,1.2727272727272727,1.2727272727272727,2.0,1.0,1.0,1,1.4,1.1333333333333335
15153,409,Prödl,2016/17,21,14,16,1.3636363636363635,0.8181818181818182,0.7272727272727273,1.181818181818182,1.0,2.0,6,2.4,2.4
15227,411,Holebas,2016/17,21,14,16,1.3636363636363635,0.8181818181818182,0.7272727272727273,1.181818181818182,1.0,2.0,6,1.8,1.5333333333333348
15301,413,Britos,2016/17,21,14,16,1.3636363636363635,0.8181818181818182,0.7272727272727273,1.181818181818182,1.0,2.333333333333333,5,2.0,2.3000000000000003
15338,414,Kabasele,2016/17,21,14,16,1.3636363636363635,0.8181818181818182,0.7272727272727273,1.181818181818182,0.0,2.333333333333333,6,2.0,3.4333333333333336
16004,432,Olsson,2016/17,21,8,2,1.2727272727272727,2.272727272727273,2.0,1.2727272727272727,1.0,0.6666666666666666,-1,0.4,2.066666666666667
16041,433,Dawson,2016/17,21,8,2,1.2727272727272727,2.272727272727273,2.0,1.2727272727272727,2.0,1.0,0,1.0,1.4333333333333342
16152,436,McAuley,2016/17,21,8,2,1.2727272727272727,2.272727272727273,2.0,1.2727272727272727,8.0,2.333333333333333,-3,2.0,3.5
16226,438,Brunt,2016/17,21,8,2,1.2727272727272727,2.272727272727273,2.0,1.2727272727272727,8.0,3.333333333333333,0,2.4,4.266666666666668
16746,452,Collins,2016/17,21,12,17,1.2727272727272727,1.5454545454545454,2.0,2.090909090909091,1.0,3.0,6,2.8,1.3666666666666665
16784,453,Reid,2016/17,21,12,17,1.2727272727272727,1.5454545454545454,2.0,2.090909090909091,1.0,3.0,6,5.8,1.9333333333333311
16822,454,Cresswell,2016/17,21,12,17,1.2727272727272727,1.5454545454545454,2.0,2.090909090909091,1.0,3.0,6,3.6,4.199999999999998
16898,456,Ogbonna,2016/17,21,12,17,1.2727272727272727,1.5454545454545454,2.0,2.090909090909091,1.0,1.0,1,2.2,2.1333333333333324
16936,457,Byram,2016/17,21,12,17,1.2727272727272727,1.5454545454545454,2.0,2.090909090909091,1.0,0.0,0,1.2,1.5666666666666664
17582,474,Klavan,2016/17,21,3,6,1.9166666666666667,1.5454545454545454,1.5,0.9090909090909092,1.0,2.6666666666666665,2,3.8,2.8666666666666667
17658,476,Denayer,2016/17,21,19,9,1.7272727272727273,1.2727272727272727,0.7272727272727273,2.363636363636364,1.0,3.333333333333333,1,2.4,2.6
17769,479,Zuñiga,2016/17,21,14,16,1.3636363636363635,0.8181818181818182,0.7272727272727273,1.181818181818182,2.0,1.3333333333333333,1,1.2,0.4333333333333338
18359,495,Holgate,2016/17,21,7,5,1.6363636363636365,2.0,2.1818181818181817,1.6363636363636365,6.0,4.0,5,5.2,2.433333333333335
18397,496,Chilwell,2016/17,21,15,1,1.4545454545454546,1.181818181818182,1.4545454545454546,1.4545454545454546,6.0,2.6666666666666665,1,0.0,3.333333333333333
18507,499,Djilobodji,2016/17,21,19,9,1.7272727272727273,1.2727272727272727,0.7272727272727273,2.363636363636364,1.0,0.3333333333333333,0,1.6,3.233333333333332
18767,506,Love,2016/17,21,19,9,1.7272727272727273,1.2727272727272727,0.7272727272727273,2.363636363636364,1.0,2.333333333333333,5,2.8,3.4333333333333336
19553,527,Fabio,2016/17,21,16,14,0.8181818181818182,1.3636363636363635,1.181818181818182,0.7272727272727273,9.0,5.333333333333333,7,4.6,2.7999999999999994
20541,555,Mustafi,2016/17,21,4,20,2.4545454545454546,1.2727272727272727,1.2727272727272727,2.272727272727273,0.0,2.333333333333333,6,2.4,2.266666666666666
20643,558,Mawson,2016/17,21,20,4,1.2727272727272727,2.4545454545454546,2.272727272727273,1.2727272727272727,11.0,4.0,0,2.6,4.5
20747,561,Alonso,2016/17,21,1,15,1.181818181818182,1.4545454545454546,1.4545454545454546,1.4545454545454546,1.0,8.333333333333334,21,7.4,6.2666666666666675
20781,562,Martins Indi,2016/17,21,9,19,1.2727272727272727,1.7272727272727273,2.363636363636364,0.7272727272727273,6.0,4.666666666666667,2,3.0,3.5000000000000013
21056,570,David Luiz,2016/17,21,1,15,1.181818181818182,1.4545454545454546,1.4545454545454546,1.4545454545454546,1.0,3.0,7,4.4,1.9000000000000008
93,3,Koscielny,2016/17,22,2,13,2.090909090909091,0.4,1.181818181818182,1.2,9.0,6.0,8,6.6,6.0
165,5,Gabriel,2016/17,22,2,13,2.090909090909091,0.4,1.181818181818182,1.2,6.0,3.0,2,4.2,2.0333333333333328
201,6,Bellerín,2016/17,22,2,13,2.090909090909091,0.4,1.181818181818182,1.2,0.0,3.0,1,3.4,2.0666666666666664
345,10,Monreal,2016/17,22,2,13,2.090909090909091,0.4,1.181818181818182,1.2,6.0,3.0,2,3.0,2.566666666666668
381,11,Chambers,2016/17,22,16,10,1.0909090909090908,0.5454545454545454,1.2727272727272727,2.0,7.0,6.666666666666668,5,4.4,4.833333333333335
1146,32,Steve Cook,2016/17,22,12,14,2.090909090909091,1.3636363636363635,1.2727272727272727,1.8181818181818181,1.0,0.3333333333333333,0,1.4,3.0000000000000004
1184,33,Daniels,2016/17,22,12,14,2.090909090909091,1.3636363636363635,1.2727272727272727,1.8181818181818181,1.0,4.333333333333333,1,5.2,5.400000000000001
1222,34,Smith,2016/17,22,12,14,2.090909090909091,1.3636363636363635,1.2727272727272727,1.8181818181818181,0.0,2.0,6,1.6,3.133333333333335
1260,35,Mings,2016/17,22,12,14,2.090909090909091,1.3636363636363635,1.2727272727272727,1.8181818181818181,-1.0,0.3333333333333333,1,0.0,1.5333333333333332
2019,55,Lowton,2016/17,22,13,2,0.4,2.090909090909091,1.2,1.181818181818182,8.0,3.0,0,2.2,3.4999999999999982
2057,56,Mee,2016/17,22,13,2,0.4,2.090909090909091,1.2,1.181818181818182,7.0,5.0,1,4.6,6.400000000000001
2095,57,Ward,2016/17,22,13,2,0.4,2.090909090909091,1.2,1.181818181818182,6.0,2.6666666666666665,1,3.0,3.200000000000001
2133,58,Keane,2016/17,22,13,2,0.4,2.090909090909091,1.2,1.181818181818182,6.0,2.333333333333333,1,3.0,3.1333333333333333
2171,59,Tarkowski,2016/17,22,13,2,0.4,2.090909090909091,1.2,1.181818181818182,1.0,1.0,1,1.0,0.3999999999999994
2851,77,Azpilicueta,2016/17,22,1,19,1.9090909090909087,1.181818181818182,1.0,1.8181818181818181,6.0,4.666666666666667,7,4.2,2.566666666666668
2888,78,Cahill,2016/17,22,1,19,1.9090909090909087,1.181818181818182,1.0,1.8181818181818181,6.0,7.0,15,7.0,4.866666666666668
3812,103,Tomkins,2016/17,22,18,7,1.181818181818182,1.2727272727272727,2.0,1.9090909090909087,1.0,1.0,2,3.2,1.6333333333333353
3849,104,Dann,2016/17,22,18,7,1.181818181818182,1.2727272727272727,2.0,1.9090909090909087,1.0,1.3333333333333333,2,1.6,4.7
3886,105,Ward,2016/17,22,18,7,1.181818181818182,1.2727272727272727,2.0,1.9090909090909087,0.0,1.0,2,1.2,2.1333333333333324
3960,107,Delaney,2016/17,22,18,7,1.181818181818182,1.2727272727272727,2.0,1.9090909090909087,1.0,1.3333333333333333,2,1.2,2.366666666666668
4629,125,Baines,2016/17,22,7,18,1.2727272727272727,1.181818181818182,1.9090909090909087,2.0,6.0,9.0,6,8.0,5.599999999999999
4667,126,Coleman,2016/17,22,7,18,1.2727272727272727,1.181818181818182,1.9090909090909087,2.0,12.0,11.0,15,8.0,8.066666666666668
4705,127,Jagielka,2016/17,22,7,18,1.2727272727272727,1.181818181818182,1.9090909090909087,2.0,0.0,0.0,1,0.6,3.1333333333333324
4743,128,Stones,2016/17,22,5,3,1.9090909090909087,1.8181818181818181,1.2727272727272727,0.9090909090909092,0.0,0.6666666666666666,1,1.0,1.7333333333333336
4892,132,Funes Mori,2016/17,22,7,18,1.2727272727272727,1.181818181818182,1.9090909090909087,2.0,6.0,6.666666666666668,8,5.4,3.1666666666666674
5535,149,Davies,2016/17,22,19,1,1.181818181818182,1.9090909090909087,1.8181818181818181,1.0,2.0,1.0,0,1.2,2.3000000000000003
5573,150,Dawson,2016/17,22,19,1,1.181818181818182,1.9090909090909087,1.8181818181818181,1.0,2.0,1.0,0,2.2,3.733333333333336
5649,152,Robertson,2016/17,22,19,1,1.181818181818182,1.9090909090909087,1.8181818181818181,1.0,6.0,2.333333333333333,0,2.0,2.3666666666666663
5687,153,Maguire,2016/17,22,19,1,1.181818181818182,1.9090909090909087,1.8181818181818181,1.0,2.0,1.3333333333333333,1,1.6,5.133333333333336
6216,167,Morgan,2016/17,22,15,11,0.7272727272727273,1.4545454545454546,1.9090909090909087,2.272727272727273,1.0,2.333333333333333,0,2.6,2.233333333333333
6253,168,Fuchs,2016/17,22,15,11,0.7272727272727273,1.4545454545454546,1.9090909090909087,2.272727272727273,0.0,2.333333333333333,1,2.4,3.1
6290,169,Schlupp,2016/17,22,18,7,1.181818181818182,1.2727272727272727,2.0,1.9090909090909087,1.0,1.3333333333333333,2,1.2,2.1333333333333333
6401,172,Simpson,2016/17,22,15,11,0.7272727272727273,1.4545454545454546,1.9090909090909087,2.272727272727273,1.0,2.6666666666666665,1,2.6,1.2999999999999992
6438,173,Huth,2016/17,22,15,11,0.7272727272727273,1.4545454545454546,1.9090909090909087,2.272727272727273,0.0,2.333333333333333,1,2.4,2.700000000000003
7106,191,Lovren,2016/17,22,4,17,2.8,1.0909090909090908,0.8,2.1818181818181817,1.0,2.0,1,3.2,5.999999999999997
7182,193,Clyne,2016/17,22,4,17,2.8,1.0909090909090908,0.8,2.1818181818181817,1.0,2.6666666666666665,1,3.4,3.7333333333333343
7410,199,Matip,2016/17,22,4,17,2.8,1.0909090909090908,0.8,2.1818181818181817,1.0,2.6666666666666665,1,3.2,2.9000000000000004
8202,220,Kolarov,2016/17,22,5,3,1.9090909090909087,1.8181818181818181,1.2727272727272727,0.9090909090909092,1.0,1.3333333333333333,1,2.4,4.966666666666666
8238,221,Zabaleta,2016/17,22,5,3,1.9090909090909087,1.8181818181818181,1.2727272727272727,0.9090909090909092,1.0,1.6666666666666667,1,4.0,2.9666666666666663
8310,223,Clichy,2016/17,22,5,3,1.9090909090909087,1.8181818181818181,1.2727272727272727,0.9090909090909092,0.0,4.0,1,4.0,4.333333333333333
8418,226,Otamendi,2016/17,22,5,3,1.9090909090909087,1.8181818181818181,1.2727272727272727,0.9090909090909092,-1.0,0.6666666666666666,0,2.2,3.7999999999999976
9067,244,Smalling,2016/17,22,6,9,1.4545454545454546,1.2727272727272727,1.0909090909090908,1.7272727272727273,1.0,1.6666666666666667,2,1.2,2.4
9103,245,Jones,2016/17,22,6,9,1.4545454545454546,1.2727272727272727,1.0909090909090908,1.7272727272727273,2.0,4.0,4,4.0,3.3666666666666667
9284,250,Valencia,2016/17,22,6,9,1.4545454545454546,1.2727272727272727,1.0909090909090908,1.7272727272727273,5.0,4.0,2,3.2,5.63333333333333
9428,254,Blind,2016/17,22,6,9,1.4545454545454546,1.2727272727272727,1.0909090909090908,1.7272727272727273,6.0,5.0,2,3.6,7.466666666666665
10226,276,Friend,2016/17,22,16,10,1.0909090909090908,0.5454545454545454,1.2727272727272727,2.0,6.0,2.6666666666666665,1,2.0,3.533333333333335
10300,278,Gibson,2016/17,22,16,10,1.0909090909090908,0.5454545454545454,1.2727272727272727,2.0,6.0,3.6666666666666665,0,2.8,1.6999999999999995
10374,280,Bernardo,2016/17,22,16,10,1.0909090909090908,0.5454545454545454,1.2727272727272727,2.0,6.0,2.333333333333333,0,0.0,2.4666666666666663
10964,296,Bertrand,2016/17,22,11,15,1.4545454545454546,0.7272727272727273,2.272727272727273,1.9090909090909087,2.0,3.0,7,4.6,3.7000000000000006
11038,298,Yoshida,2016/17,22,11,15,1.4545454545454546,0.7272727272727273,2.272727272727273,1.9090909090909087,1.0,2.6666666666666665,6,2.2,2.4000000000000004
11146,301,Cédric,2016/17,22,11,15,1.4545454545454546,0.7272727272727273,2.272727272727273,1.9090909090909087,2.0,5.0,12,3.4,6.166666666666668
11218,303,van Dijk,2016/17,22,11,15,1.4545454545454546,0.7272727272727273,2.272727272727273,1.9090909090909087,2.0,0.3333333333333333,1,2.2,2.8000000000000007
11761,318,Shawcross,2016/17,22,9,6,1.2727272727272727,1.4545454545454546,1.7272727272727273,1.0909090909090908,2.0,6.333333333333332,2,3.8,4.333333333333333
11872,321,Pieters,2016/17,22,9,6,1.2727272727272727,1.4545454545454546,1.7272727272727273,1.0909090909090908,2.0,4.333333333333333,4,3.2,3.1666666666666656
12020,325,Johnson,2016/17,22,9,6,1.2727272727272727,1.4545454545454546,1.7272727272727273,1.0909090909090908,2.0,3.333333333333333,2,2.0,3.399999999999999
12612,341,Kaboul,2016/17,22,14,12,1.3636363636363635,2.090909090909091,1.8181818181818181,1.2727272727272727,6.0,2.333333333333333,0,3.0,2.3000000000000007
12649,342,O'Shea,2016/17,22,20,8,1.2727272727272727,1.3333333333333333,1.6363636363636365,1.9166666666666667,1.0,1.0,1,0.8,2.0000000000000004
12686,343,Jones,2016/17,22,20,8,1.2727272727272727,1.3333333333333333,1.6363636363636365,1.9166666666666667,-1.0,0.3333333333333333,1,0.6,5.266666666666667
12723,344,van Aanholt,2016/17,22,18,8,1.181818181818182,1.3333333333333333,2.0,1.9166666666666667,0.0,0.6666666666666666,1,0.6,4.166666666666667
13243,358,Naughton,2016/17,22,17,4,1.0909090909090908,2.8,2.1818181818181817,0.8,-2.0,0.3333333333333333,1,0.4,2.9
13281,359,Williams,2016/17,22,7,18,1.2727272727272727,1.181818181818182,1.9090909090909087,2.0,6.0,6.333333333333332,7,5.4,3.800000000000003
13357,361,Rangel,2016/17,22,17,4,1.0909090909090908,2.8,2.1818181818181817,0.8,7.0,2.6666666666666665,1,2.0,3.8333333333333353
13433,363,Fernández,2016/17,22,17,4,1.0909090909090908,2.8,2.1818181818181817,0.8,0.0,1.0,1,1.0,4.0
14153,382,Alderweireld,2016/17,22,3,5,1.8181818181818181,1.9090909090909087,0.9090909090909092,1.2727272727272727,6.0,4.333333333333333,1,4.2,2.6
14190,383,Rose,2016/17,22,3,5,1.8181818181818181,1.9090909090909087,0.9090909090909092,1.2727272727272727,6.0,4.0,1,4.4,3.8333333333333335
14227,384,Walker,2016/17,22,3,5,1.8181818181818181,1.9090909090909087,0.9090909090909092,1.2727272727272727,11.0,7.666666666666668,6,6.0,4.199999999999998
14375,388,Wimmer,2016/17,22,3,5,1.8181818181818181,1.9090909090909087,0.9090909090909092,1.2727272727272727,2.0,1.0,0,0.0,1.5
15117,408,Cathcart,2016/17,22,14,12,1.3636363636363635,2.090909090909091,1.8181818181818181,1.2727272727272727,-1.0,0.3333333333333333,1,0.6,0.6333333333333334
15154,409,Prödl,2016/17,22,14,12,1.3636363636363635,2.090909090909091,1.8181818181818181,1.2727272727272727,6.0,2.6666666666666665,1,2.4,2.7
15228,411,Holebas,2016/17,22,14,12,1.3636363636363635,2.090909090909091,1.8181818181818181,1.2727272727272727,6.0,2.333333333333333,0,1.4,1.7333333333333345
15265,412,Nyom,2016/17,22,8,20,1.3333333333333333,1.2727272727272727,1.9166666666666667,1.6363636363636365,8.0,4.333333333333333,5,3.2,2.433333333333332
15302,413,Britos,2016/17,22,14,12,1.3636363636363635,2.090909090909091,1.8181818181818181,1.2727272727272727,5.0,4.0,6,3.0,3.4000000000000004
15339,414,Kabasele,2016/17,22,14,12,1.3636363636363635,2.090909090909091,1.8181818181818181,1.2727272727272727,6.0,4.333333333333333,7,3.2,7.533333333333334
16042,433,Dawson,2016/17,22,8,20,1.3333333333333333,1.2727272727272727,1.9166666666666667,1.6363636363636365,0.0,2.6666666666666665,6,2.2,2.133333333333334
16153,436,McAuley,2016/17,22,8,20,1.3333333333333333,1.2727272727272727,1.9166666666666667,1.6363636363636365,-3.0,5.666666666666668,12,4.2,4.5666666666666655
16227,438,Brunt,2016/17,22,8,20,1.3333333333333333,1.2727272727272727,1.9166666666666667,1.6363636363636365,0.0,7.0,13,5.0,6.466666666666669
16747,452,Collins,2016/17,22,10,16,0.5454545454545454,1.0909090909090908,2.0,1.2727272727272727,6.0,2.6666666666666665,1,2.6,1.0
16785,453,Reid,2016/17,22,10,16,0.5454545454545454,1.0909090909090908,2.0,1.2727272727272727,6.0,3.0,2,4.4,2.133333333333331
16823,454,Cresswell,2016/17,22,10,16,0.5454545454545454,1.0909090909090908,2.0,1.2727272727272727,6.0,3.0,2,2.6,2.433333333333333
16899,456,Ogbonna,2016/17,22,10,16,0.5454545454545454,1.0909090909090908,2.0,1.2727272727272727,1.0,1.3333333333333333,2,1.4,2.099999999999999
16937,457,Byram,2016/17,22,10,16,0.5454545454545454,1.0909090909090908,2.0,1.2727272727272727,0.0,1.0,2,0.6,1.4666666666666666
17583,474,Klavan,2016/17,22,4,17,2.8,1.0909090909090908,0.8,2.1818181818181817,2.0,1.0,0,2.0,3.233333333333333
17659,476,Denayer,2016/17,22,20,8,1.2727272727272727,1.3333333333333333,1.6363636363636365,1.9166666666666667,1.0,1.0,1,2.6,1.9666666666666663
18360,495,Holgate,2016/17,22,7,18,1.2727272727272727,1.181818181818182,1.9090909090909087,2.0,5.0,5.333333333333333,5,4.8,2.0000000000000018
18508,499,Djilobodji,2016/17,22,20,8,1.2727272727272727,1.3333333333333333,1.6363636363636365,1.9166666666666667,0.0,0.6666666666666666,1,0.6,2.333333333333332
18694,504,Stephens,2016/17,22,11,15,1.4545454545454546,0.7272727272727273,2.272727272727273,1.9090909090909087,1.0,0.0,1,0.0,0.0
20022,540,Janmaat,2016/17,22,14,12,1.3636363636363635,2.090909090909091,1.8181818181818181,1.2727272727272727,1.0,1.0,1,1.0,0.699999999999999
20542,555,Mustafi,2016/17,22,2,13,2.090909090909091,0.4,1.181818181818182,1.2,6.0,4.333333333333333,7,3.6,4.199999999999998
20644,558,Mawson,2016/17,22,17,4,1.0909090909090908,2.8,2.1818181818181817,0.8,0.0,4.0,1,2.6,5.466666666666666
20748,561,Alonso,2016/17,22,1,19,1.9090909090909087,1.181818181818182,1.0,1.8181818181818181,21.0,9.333333333333334,6,7.4,6.4
20782,562,Martins Indi,2016/17,22,9,6,1.2727272727272727,1.4545454545454546,1.7272727272727273,1.0909090909090908,2.0,3.333333333333333,2,3.2,2.3000000000000007
21057,570,David Luiz,2016/17,22,1,19,1.9090909090909087,1.181818181818182,1.0,1.8181818181818181,7.0,4.666666666666667,6,4.2,2.1666666666666674
22679,633,Olsson,2016/17,22,17,4,1.0909090909090908,2.8,2.1818181818181817,0.8,0.0,0.0,1,0.0,0.0
22696,634,Elabdellaoui,2016/17,22,19,1,1.181818181818182,1.9090909090909087,1.8181818181818181,1.0,0.0,0.0,1,0.0,0.0
94,3,Koscielny,2016/17,23,3,13,2.0,1.4166666666666667,1.25,1.75,8.0,6.0,1,5.0,6.7333333333333325
166,5,Gabriel,2016/17,23,3,13,2.0,1.4166666666666667,1.25,1.75,2.0,2.6666666666666665,0,3.0,4.466666666666667
346,10,Monreal,2016/17,23,3,13,2.0,1.4166666666666667,1.25,1.75,2.0,2.6666666666666665,0,2.8,2.666666666666668
1109,31,Francis,2016/17,23,14,18,1.9166666666666667,1.5833333333333333,1.3333333333333333,1.9166666666666667,-2.0,1.6666666666666667,1,1.4,2.566666666666668
1147,32,Steve Cook,2016/17,23,14,18,1.9166666666666667,1.5833333333333333,1.3333333333333333,1.9166666666666667,0.0,0.6666666666666666,1,1.8,2.7333333333333343
1223,34,Smith,2016/17,23,14,18,1.9166666666666667,1.5833333333333333,1.3333333333333333,1.9166666666666667,6.0,2.333333333333333,1,1.6,3.8000000000000016
2020,55,Lowton,2016/17,23,10,16,1.6153846153846154,0.6666666666666666,1.0769230769230769,1.8333333333333333,0.0,4.333333333333333,5,3.2,3.2999999999999985
2058,56,Mee,2016/17,23,10,16,1.6153846153846154,0.6666666666666666,1.0769230769230769,1.8333333333333333,1.0,4.666666666666667,6,4.6,4.266666666666668
2096,57,Ward,2016/17,23,10,16,1.6153846153846154,0.6666666666666666,1.0769230769230769,1.8333333333333333,1.0,4.333333333333333,6,3.2,4.433333333333335
2134,58,Keane,2016/17,23,10,16,1.6153846153846154,0.6666666666666666,1.0769230769230769,1.8333333333333333,1.0,6.333333333333332,12,4.2,3.8333333333333326
2172,59,Tarkowski,2016/17,23,10,16,1.6153846153846154,0.6666666666666666,1.0769230769230769,1.8333333333333333,1.0,1.0,1,1.0,0.4333333333333327
2852,77,Azpilicueta,2016/17,23,1,4,1.1666666666666667,2.636363636363636,1.4166666666666667,0.8181818181818182,7.0,5.0,2,3.4,1.6666666666666683
2889,78,Cahill,2016/17,23,1,4,1.1666666666666667,2.636363636363636,1.4166666666666667,0.8181818181818182,15.0,7.666666666666668,2,6.0,4.333333333333335
3813,103,Tomkins,2016/17,23,18,14,1.5833333333333333,1.9166666666666667,1.9166666666666667,1.3333333333333333,2.0,3.0,6,1.8,1.7666666666666686
3850,104,Dann,2016/17,23,18,14,1.5833333333333333,1.9166666666666667,1.9166666666666667,1.3333333333333333,2.0,6.0,15,4.2,6.6000000000000005
3887,105,Ward,2016/17,23,18,14,1.5833333333333333,1.9166666666666667,1.9166666666666667,1.3333333333333333,2.0,2.333333333333333,5,1.8,1.7333333333333325
3961,107,Delaney,2016/17,23,18,14,1.5833333333333333,1.9166666666666667,1.9166666666666667,1.3333333333333333,2.0,4.333333333333333,10,3.0,2.9333333333333336
4630,125,Baines,2016/17,23,7,9,1.25,1.25,1.75,1.6666666666666667,6.0,4.666666666666667,2,7.2,3.533333333333332
4668,126,Coleman,2016/17,23,7,9,1.25,1.25,1.75,1.6666666666666667,15.0,10.666666666666666,5,7.8,7.533333333333335
4744,128,Stones,2016/17,23,5,11,2.1666666666666665,1.1666666666666667,1.5,2.1666666666666665,1.0,2.333333333333333,6,2.0,2.166666666666667
4893,132,Funes Mori,2016/17,23,7,9,1.25,1.25,1.75,1.6666666666666667,8.0,5.333333333333333,2,4.6,3.066666666666667
5574,150,Dawson,2016/17,23,19,6,1.0833333333333333,1.4166666666666667,1.6666666666666667,0.8333333333333334,0.0,2.6666666666666665,6,3.2,2.200000000000002
5650,152,Robertson,2016/17,23,19,6,1.0833333333333333,1.4166666666666667,1.6666666666666667,0.8333333333333334,0.0,4.0,6,2.8,2.7333333333333325
5688,153,Maguire,2016/17,23,19,6,1.0833333333333333,1.4166666666666667,1.6666666666666667,0.8333333333333334,1.0,3.0,6,2.6,5.700000000000002
6217,167,Morgan,2016/17,23,16,10,0.6666666666666666,1.6153846153846154,1.8333333333333333,1.0769230769230769,0.0,1.0,2,3.0,3.0
6254,168,Fuchs,2016/17,23,16,10,0.6666666666666666,1.6153846153846154,1.8333333333333333,1.0769230769230769,1.0,1.0,2,2.0,2.8000000000000007
6402,172,Simpson,2016/17,23,16,10,0.6666666666666666,1.6153846153846154,1.8333333333333333,1.0769230769230769,1.0,1.3333333333333333,2,3.0,1.7666666666666655
6439,173,Huth,2016/17,23,16,10,0.6666666666666666,1.6153846153846154,1.8333333333333333,1.0769230769230769,1.0,1.0,2,2.8,3.4666666666666686
7107,191,Lovren,2016/17,23,4,1,2.636363636363636,1.1666666666666667,0.8181818181818182,1.4166666666666667,1.0,1.3333333333333333,2,3.2,4.166666666666663
7183,193,Clyne,2016/17,23,4,1,2.636363636363636,1.1666666666666667,0.8181818181818182,1.4166666666666667,1.0,1.3333333333333333,2,2.4,4.366666666666667
7335,197,Smith,2016/17,23,14,18,1.9166666666666667,1.5833333333333333,1.3333333333333333,1.9166666666666667,1.0,1.3333333333333333,2,0.0,0.5666666666666668
7411,199,Matip,2016/17,23,4,1,2.636363636363636,1.1666666666666667,0.8181818181818182,1.4166666666666667,1.0,1.3333333333333333,2,3.2,1.3666666666666671
8203,220,Kolarov,2016/17,23,5,11,2.1666666666666665,1.1666666666666667,1.5,2.1666666666666665,1.0,2.6666666666666665,6,3.2,4.333333333333332
8347,224,Sagna,2016/17,23,5,11,2.1666666666666665,1.1666666666666667,1.5,2.1666666666666665,0.0,2.333333333333333,6,3.0,2.499999999999999
8419,226,Otamendi,2016/17,23,5,11,2.1666666666666665,1.1666666666666667,1.5,2.1666666666666665,0.0,2.0,7,2.0,2.899999999999997
