,player_id,name,season,round,team_rank,opponent_team_rank,team_pot,opp_pot,concede_pot,opp_concede_pot,prev_points,form_points,total_points,long_form,ict_form
180,6,Bellerín,2016/17,1,14,2,3.0,4.0,4.0,3.0,0.0,0.0,0,0.0,0.0
324,10,Monreal,2016/17,1,14,2,3.0,4.0,4.0,3.0,0.0,0.0,0,0.0,0.0
360,11,Chambers,2016/17,1,9,2,3.0,4.0,4.0,3.0,0.0,0.0,6,0.0,0.0
1087,31,Francis,2016/17,1,20,1,3.0,3.0,4.0,3.0,0.0,0.0,1,0.0,0.0
1125,32,Steve Cook,2016/17,1,20,1,3.0,3.0,4.0,3.0,0.0,0.0,1,0.0,0.0
1163,33,Daniels,2016/17,1,20,1,3.0,3.0,4.0,3.0,0.0,0.0,1,0.0,0.0
1201,34,Smith,2016/17,1,20,1,3.0,3.0,4.0,3.0,0.0,0.0,7,0.0,0.0
1998,55,Lowton,2016/17,1,18,6,0.0,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0
2036,56,Mee,2016/17,1,18,6,0.0,1.0,1.0,0.0,0.0,0.0,2,0.0,0.0
2074,57,Ward,2016/17,1,18,6,0.0,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0
2112,58,Keane,2016/17,1,18,6,0.0,1.0,1.0,0.0,0.0,0.0,2,0.0,0.0
2756,75,Terry,2016/17,1,3,17,1.0,2.0,3.0,1.0,0.0,0.0,2,0.0,0.0
2793,76,Ivanovic,2016/17,1,3,17,1.0,2.0,3.0,1.0,0.0,0.0,2,0.0,0.0
2830,77,Azpilicueta,2016/17,1,3,17,1.0,2.0,3.0,1.0,0.0,0.0,5,0.0,0.0
2867,78,Cahill,2016/17,1,3,17,1.0,2.0,3.0,1.0,0.0,0.0,2,0.0,0.0
3828,104,Dann,2016/17,1,19,7,0.0,2.0,2.0,1.0,0.0,0.0,2,0.0,0.0
3865,105,Ward,2016/17,1,19,7,0.0,2.0,2.0,1.0,0.0,0.0,2,0.0,0.0
3902,106,Kelly,2016/17,1,19,7,0.0,2.0,2.0,1.0,0.0,0.0,1,0.0,0.0
3939,107,Delaney,2016/17,1,19,7,0.0,2.0,2.0,1.0,0.0,0.0,2,0.0,0.0
3976,108,Souaré,2016/17,1,19,7,0.0,2.0,2.0,1.0,0.0,0.0,2,0.0,0.0
4608,125,Baines,2016/17,1,8,12,0.0,1.0,2.0,0.0,0.0,0.0,2,0.0,0.0
4684,127,Jagielka,2016/17,1,8,12,0.0,1.0,2.0,0.0,0.0,0.0,2,0.0,0.0
4722,128,Stones,2016/17,1,5,16,2.0,1.0,1.0,1.0,0.0,0.0,2,0.0,0.0
4871,132,Funes Mori,2016/17,1,8,12,0.0,1.0,2.0,0.0,0.0,0.0,2,0.0,0.0
5514,149,Davies,2016/17,1,4,15,1.0,1.0,1.0,1.0,0.0,0.0,1,0.0,0.0
5628,152,Robertson,2016/17,1,4,15,1.0,1.0,1.0,1.0,0.0,0.0,2,0.0,0.0
6195,167,Morgan,2016/17,1,15,4,1.0,1.0,1.0,1.0,0.0,0.0,1,0.0,0.0
6232,168,Fuchs,2016/17,1,15,4,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0
6380,172,Simpson,2016/17,1,15,4,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0
6491,175,Hernández,2016/17,1,15,4,1.0,1.0,1.0,1.0,0.0,0.0,1,0.0,0.0
7085,191,Lovren,2016/17,1,2,14,4.0,3.0,3.0,4.0,0.0,0.0,0,0.0,0.0
7123,192,Moreno,2016/17,1,2,14,4.0,3.0,3.0,4.0,0.0,0.0,0,0.0,0.0
7161,193,Clyne,2016/17,1,2,14,4.0,3.0,3.0,4.0,0.0,0.0,4,0.0,0.0
7351,198,Stewart,2016/17,1,2,14,4.0,3.0,3.0,4.0,0.0,0.0,1,0.0,0.0
8181,220,Kolarov,2016/17,1,5,16,2.0,1.0,1.0,1.0,0.0,0.0,1,0.0,0.0
8289,223,Clichy,2016/17,1,5,16,2.0,1.0,1.0,1.0,0.0,0.0,2,0.0,0.0
8325,224,Sagna,2016/17,1,5,16,2.0,1.0,1.0,1.0,0.0,0.0,2,0.0,0.0
9154,247,Shaw,2016/17,1,1,20,3.0,3.0,3.0,4.0,0.0,0.0,2,0.0,0.0
9226,249,McNair,2016/17,1,16,5,1.0,2.0,1.0,1.0,0.0,0.0,-1,0.0,0.0
9263,250,Valencia,2016/17,1,1,20,3.0,3.0,3.0,4.0,0.0,0.0,2,0.0,0.0
9407,254,Blind,2016/17,1,1,20,3.0,3.0,3.0,4.0,0.0,0.0,2,0.0,0.0
9443,255,Bailly,2016/17,1,1,20,3.0,3.0,3.0,4.0,0.0,0.0,2,0.0,0.0
10205,276,Friend,2016/17,1,9,11,3.0,1.0,4.0,3.0,0.0,0.0,2,0.0,0.0
10279,278,Gibson,2016/17,1,9,11,3.0,1.0,4.0,3.0,0.0,0.0,2,0.0,0.0
10316,279,Nsue,2016/17,1,9,11,3.0,1.0,4.0,3.0,0.0,0.0,2,0.0,0.0
11017,298,Yoshida,2016/17,1,10,13,0.0,1.0,2.0,1.0,0.0,0.0,2,0.0,0.0
11053,299,Targett,2016/17,1,10,13,0.0,1.0,2.0,1.0,0.0,0.0,2,0.0,0.0
11125,301,Cédric,2016/17,1,10,13,0.0,1.0,2.0,1.0,0.0,0.0,2,0.0,0.0
11197,303,van Dijk,2016/17,1,10,13,0.0,1.0,2.0,1.0,0.0,0.0,1,0.0,0.0
11740,318,Shawcross,2016/17,1,11,9,1.0,3.0,3.0,4.0,0.0,0.0,1,0.0,0.0
11851,321,Pieters,2016/17,1,11,9,1.0,3.0,3.0,4.0,0.0,0.0,2,0.0,0.0
11925,323,Bardsley,2016/17,1,11,9,1.0,3.0,3.0,4.0,0.0,0.0,1,0.0,0.0
11962,324,Wollscheid,2016/17,1,11,9,1.0,3.0,3.0,4.0,0.0,0.0,1,0.0,0.0
12591,341,Kaboul,2016/17,1,13,5,1.0,2.0,1.0,1.0,0.0,0.0,1,0.0,0.0
12628,342,O'Shea,2016/17,1,16,5,1.0,2.0,1.0,1.0,0.0,0.0,1,0.0,0.0
12702,344,van Aanholt,2016/17,1,19,5,0.0,2.0,2.0,1.0,0.0,0.0,1,0.0,0.0
12776,346,Koné,2016/17,1,16,5,1.0,2.0,1.0,1.0,0.0,0.0,1,0.0,0.0
13222,358,Naughton,2016/17,1,6,18,1.0,0.0,0.0,1.0,0.0,0.0,6,0.0,0.0
13336,361,Rangel,2016/17,1,6,18,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0
13374,362,Amat,2016/17,1,6,18,1.0,0.0,0.0,1.0,0.0,0.0,5,0.0,0.0
13412,363,Fernández,2016/17,1,6,18,1.0,0.0,0.0,1.0,0.0,0.0,5,0.0,0.0
13488,365,Kingsley,2016/17,1,6,18,1.0,0.0,0.0,1.0,0.0,0.0,8,0.0,0.0
14132,382,Alderweireld,2016/17,1,12,8,1.0,0.0,0.0,2.0,0.0,0.0,2,0.0,0.0
14169,383,Rose,2016/17,1,12,8,1.0,0.0,0.0,2.0,0.0,0.0,2,0.0,0.0
14206,384,Walker,2016/17,1,12,8,1.0,0.0,0.0,2.0,0.0,0.0,6,0.0,0.0
14243,385,Vertonghen,2016/17,1,12,8,1.0,0.0,0.0,2.0,0.0,0.0,2,0.0,0.0
15096,408,Cathcart,2016/17,1,13,10,1.0,0.0,1.0,2.0,0.0,0.0,2,0.0,0.0
15133,409,Prödl,2016/17,1,13,10,1.0,0.0,1.0,2.0,0.0,0.0,2,0.0,0.0
15207,411,Holebas,2016/17,1,13,10,1.0,0.0,1.0,2.0,0.0,0.0,2,0.0,0.0
15281,413,Britos,2016/17,1,13,10,1.0,0.0,1.0,2.0,0.0,0.0,2,0.0,0.0
15947,431,Evans,2016/17,1,7,19,2.0,0.0,1.0,2.0,0.0,0.0,5,0.0,0.0
15984,432,Olsson,2016/17,1,7,19,2.0,0.0,1.0,2.0,0.0,0.0,6,0.0,0.0
16021,433,Dawson,2016/17,1,7,19,2.0,0.0,1.0,2.0,0.0,0.0,5,0.0,0.0
16132,436,McAuley,2016/17,1,7,19,2.0,0.0,1.0,2.0,0.0,0.0,7,0.0,0.0
16726,452,Collins,2016/17,1,17,3,2.0,1.0,1.0,3.0,0.0,0.0,8,0.0,0.0
16764,453,Reid,2016/17,1,17,3,2.0,1.0,1.0,3.0,0.0,0.0,1,0.0,0.0
16916,457,Byram,2016/17,1,17,3,2.0,1.0,1.0,3.0,0.0,0.0,1,0.0,0.0
17562,474,Klavan,2016/17,1,2,14,4.0,3.0,3.0,4.0,0.0,0.0,1,0.0,0.0
17675,477,Barragán,2016/17,1,9,11,3.0,1.0,4.0,3.0,0.0,0.0,2,0.0,0.0
17749,479,Zuñiga,2016/17,1,13,10,1.0,0.0,1.0,2.0,0.0,0.0,1,0.0,0.0
17934,484,Holding,2016/17,1,14,2,3.0,4.0,4.0,3.0,0.0,0.0,0,0.0,0.0
18230,492,Pied,2016/17,1,10,13,0.0,1.0,2.0,1.0,0.0,0.0,1,0.0,0.0
18339,495,Holgate,2016/17,1,8,12,0.0,1.0,2.0,0.0,0.0,0.0,2,0.0,0.0
18709,505,Masuaku,2016/17,1,17,3,2.0,1.0,1.0,3.0,0.0,0.0,1,0.0,0.0
18747,506,Love,2016/17,1,16,5,1.0,2.0,1.0,1.0,0.0,0.0,0,0.0,0.0
73,3,Koscielny,2016/17,2,13,15,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0
181,6,Bellerín,2016/17,2,13,15,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0
325,10,Monreal,2016/17,2,13,15,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0
1088,31,Francis,2016/17,2,20,10,0.0,2.0,0.0,0.0,1.0,0.0,2,0.0,0.0
1126,32,Steve Cook,2016/17,2,20,10,0.0,2.0,0.0,0.0,1.0,0.0,1,0.0,0.0
1164,33,Daniels,2016/17,2,20,10,0.0,2.0,0.0,0.0,1.0,0.0,2,0.0,0.0
1202,34,Smith,2016/17,2,20,10,0.0,2.0,0.0,0.0,7.0,0.0,2,0.0,0.0
1278,36,Aké,2016/17,2,4,10,0.0,2.0,2.0,0.0,0.0,0.0,1,0.0,0.0
1999,55,Lowton,2016/17,2,8,11,1.0,2.0,0.5,2.5,1.0,0.0,7,0.0,0.0
2037,56,Mee,2016/17,2,8,11,1.0,2.0,0.5,2.5,2.0,0.0,6,0.0,0.0
2075,57,Ward,2016/17,2,8,11,1.0,2.0,0.5,2.5,1.0,0.0,6,0.0,0.0
2113,58,Keane,2016/17,2,8,11,1.0,2.0,0.5,2.5,2.0,0.0,6,0.0,0.0
2757,75,Terry,2016/17,2,4,14,0.0,2.0,2.0,2.0,2.0,0.0,2,0.0,0.0
2794,76,Ivanovic,2016/17,2,4,14,0.0,2.0,2.0,2.0,2.0,0.0,2,0.0,0.0
2831,77,Azpilicueta,2016/17,2,4,14,0.0,2.0,2.0,2.0,5.0,0.0,2,0.0,0.0
2868,78,Cahill,2016/17,2,4,14,0.0,2.0,2.0,2.0,2.0,0.0,1,0.0,0.0
3792,103,Tomkins,2016/17,2,19,7,0.0,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0
3829,104,Dann,2016/17,2,19,7,0.0,1.0,1.0,0.0,2.0,0.0,1,0.0,0.0
3866,105,Ward,2016/17,2,19,7,0.0,1.0,1.0,0.0,2.0,0.0,2,0.0,0.0
3940,107,Delaney,2016/17,2,19,7,0.0,1.0,1.0,0.0,2.0,0.0,6,0.0,0.0
3977,108,Souaré,2016/17,2,19,7,0.0,1.0,1.0,0.0,2.0,0.0,2,0.0,0.0
4609,125,Baines,2016/17,2,5,9,2.0,2.0,1.0,0.0,2.0,0.0,2,0.0,0.0
4685,127,Jagielka,2016/17,2,5,9,2.0,2.0,1.0,0.0,2.0,0.0,2,0.0,0.0
4723,128,Stones,2016/17,2,1,17,4.0,1.0,1.0,4.0,2.0,0.0,1,0.0,0.0
4872,132,Funes Mori,2016/17,2,5,9,2.0,2.0,1.0,0.0,2.0,0.0,2,0.0,0.0
5515,149,Davies,2016/17,2,3,12,2.0,0.0,2.0,2.0,1.0,0.0,12,0.0,0.0
5629,152,Robertson,2016/17,2,3,12,2.0,0.0,2.0,2.0,2.0,0.0,7,0.0,0.0
6196,167,Morgan,2016/17,2,15,13,0.0,0.0,0.0,0.0,1.0,0.0,6,0.0,0.0
6233,168,Fuchs,2016/17,2,15,13,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0
6381,172,Simpson,2016/17,2,15,13,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0
6418,173,Huth,2016/17,2,15,13,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0
7086,191,Lovren,2016/17,2,11,8,2.0,1.0,2.5,0.5,0.0,0.0,1,0.0,0.0
7124,192,Moreno,2016/17,2,11,8,2.0,1.0,2.5,0.5,0.0,0.0,1,0.0,0.0
7162,193,Clyne,2016/17,2,11,8,2.0,1.0,2.5,0.5,4.0,0.0,1,0.0,0.0
8182,220,Kolarov,2016/17,2,1,17,4.0,1.0,1.0,4.0,1.0,0.0,2,0.0,0.0
8218,221,Zabaleta,2016/17,2,1,17,4.0,1.0,1.0,4.0,0.0,0.0,1,0.0,0.0
8398,226,Otamendi,2016/17,2,1,17,4.0,1.0,1.0,4.0,0.0,0.0,6,0.0,0.0
9047,244,Smalling,2016/17,2,2,16,2.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0
9155,247,Shaw,2016/17,2,2,16,2.0,0.0,0.0,1.0,2.0,0.0,11,0.0,0.0
9227,249,McNair,2016/17,2,18,6,2.0,0.0,2.0,0.0,-1.0,0.0,0,0.0,0.0
9264,250,Valencia,2016/17,2,2,16,2.0,0.0,0.0,1.0,2.0,0.0,6,0.0,0.0
9408,254,Blind,2016/17,2,2,16,2.0,0.0,0.0,1.0,2.0,0.0,8,0.0,0.0
9444,255,Bailly,2016/17,2,2,16,2.0,0.0,0.0,1.0,2.0,0.0,6,0.0,0.0
10169,275,Ayala,2016/17,2,6,18,0.0,2.0,0.0,2.0,0.0,0.0,1,0.0,0.0
10206,276,Friend,2016/17,2,6,18,0.0,2.0,0.0,2.0,2.0,0.0,2,0.0,0.0
10280,278,Gibson,2016/17,2,6,18,0.0,2.0,0.0,2.0,2.0,0.0,2,0.0,0.0
10317,279,Nsue,2016/17,2,6,18,0.0,2.0,0.0,2.0,2.0,0.0,2,0.0,0.0
10980,297,Fonte,2016/17,2,10,2,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0
11054,299,Targett,2016/17,2,16,2,0.0,2.0,1.0,0.0,2.0,0.0,1,0.0,0.0
11126,301,Cédric,2016/17,2,16,2,0.0,2.0,1.0,0.0,2.0,0.0,1,0.0,0.0
11198,303,van Dijk,2016/17,2,16,2,0.0,2.0,1.0,0.0,1.0,0.0,1,0.0,0.0
11741,318,Shawcross,2016/17,2,17,1,1.0,4.0,4.0,1.0,1.0,0.0,2,0.0,0.0
11852,321,Pieters,2016/17,2,17,1,1.0,4.0,4.0,1.0,2.0,0.0,0,0.0,0.0
11926,323,Bardsley,2016/17,2,17,1,1.0,4.0,4.0,1.0,1.0,0.0,0,0.0,0.0
11963,324,Wollscheid,2016/17,2,17,1,1.0,4.0,4.0,1.0,1.0,0.0,0,0.0,0.0
12629,342,O'Shea,2016/17,2,18,6,2.0,0.0,2.0,0.0,1.0,0.0,1,0.0,0.0
12703,344,van Aanholt,2016/17,2,19,6,0.0,0.0,1.0,0.0,1.0,0.0,9,0.0,0.0
13223,358,Naughton,2016/17,2,12,3,0.0,2.0,2.0,2.0,6.0,0.0,1,0.0,0.0
13261,359,Williams,2016/17,2,5,9,2.0,2.0,1.0,0.0,0.0,0.0,1,0.0,0.0
13375,362,Amat,2016/17,2,12,3,0.0,2.0,2.0,2.0,5.0,0.0,1,0.0,0.0
13413,363,Fernández,2016/17,2,12,3,0.0,2.0,2.0,2.0,5.0,0.0,1,0.0,0.0
13489,365,Kingsley,2016/17,2,12,3,0.0,2.0,2.0,2.0,8.0,0.0,1,0.0,0.0
14133,382,Alderweireld,2016/17,2,7,19,1.0,0.0,0.0,1.0,2.0,0.0,6,0.0,0.0
14170,383,Rose,2016/17,2,7,19,1.0,0.0,0.0,1.0,2.0,0.0,6,0.0,0.0
14207,384,Walker,2016/17,2,7,19,1.0,0.0,0.0,1.0,6.0,0.0,7,0.0,0.0
14244,385,Vertonghen,2016/17,2,7,19,1.0,0.0,0.0,1.0,2.0,0.0,6,0.0,0.0
15097,408,Cathcart,2016/17,2,14,4,2.0,0.0,2.0,2.0,2.0,0.0,1,0.0,0.0
15134,409,Prödl,2016/17,2,14,4,2.0,0.0,2.0,2.0,2.0,0.0,1,0.0,0.0
15208,411,Holebas,2016/17,2,14,4,2.0,0.0,2.0,2.0,2.0,0.0,0,0.0,0.0
15282,413,Britos,2016/17,2,14,4,2.0,0.0,2.0,2.0,2.0,0.0,0,0.0,0.0
15948,431,Evans,2016/17,2,9,5,2.0,2.0,0.0,1.0,5.0,0.0,0,0.0,0.0
15985,432,Olsson,2016/17,2,9,5,2.0,2.0,0.0,1.0,6.0,0.0,0,0.0,0.0
16022,433,Dawson,2016/17,2,9,5,2.0,2.0,0.0,1.0,5.0,0.0,1,0.0,0.0
16133,436,McAuley,2016/17,2,9,5,2.0,2.0,0.0,1.0,7.0,0.0,7,0.0,0.0
16727,452,Collins,2016/17,2,10,20,2.0,0.0,0.0,0.0,8.0,0.0,6,0.0,0.0
16765,453,Reid,2016/17,2,10,20,2.0,0.0,0.0,0.0,1.0,0.0,5,0.0,0.0
16917,457,Byram,2016/17,2,10,20,2.0,0.0,0.0,0.0,1.0,0.0,5,0.0,0.0
17563,474,Klavan,2016/17,2,11,8,2.0,1.0,2.5,0.5,1.0,0.0,1,0.0,0.0
17676,477,Barragán,2016/17,2,6,18,0.0,2.0,0.0,2.0,2.0,0.0,2,0.0,0.0
17750,479,Zuñiga,2016/17,2,14,4,2.0,0.0,2.0,2.0,1.0,0.0,1,0.0,0.0
17935,484,Holding,2016/17,2,13,15,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0
18340,495,Holgate,2016/17,2,5,9,2.0,2.0,1.0,0.0,2.0,0.0,7,0.0,0.0
18488,499,Djilobodji,2016/17,2,18,6,2.0,0.0,2.0,0.0,0.0,0.0,1,0.0,0.0
18710,505,Masuaku,2016/17,2,10,20,2.0,0.0,0.0,0.0,1.0,0.0,7,0.0,0.0
18748,506,Love,2016/17,2,18,6,2.0,0.0,2.0,0.0,0.0,0.0,1,0.0,0.0
74,3,Koscielny,2016/17,3,8,18,1.5,1.0,0.5,0.5,7.0,0.0,2,0.0,0.0
182,6,Bellerín,2016/17,3,8,18,1.5,1.0,0.5,0.5,9.0,3.6666666666666665,2,0.0,4.466666666666666
218,7,Gibbs,2016/17,3,8,18,1.5,1.0,0.5,0.5,0.0,0.0,1,0.0,0.0
326,10,Monreal,2016/17,3,8,18,1.5,1.0,0.5,0.5,9.0,3.6666666666666665,2,0.0,3.033333333333333
1089,31,Francis,2016/17,3,19,17,1.5,0.5,0.5,2.5,2.0,1.6666666666666667,2,0.0,3.266666666666667
1127,32,Steve Cook,2016/17,3,19,17,1.5,0.5,0.5,2.5,1.0,1.3333333333333333,2,0.0,5.933333333333334
1165,33,Daniels,2016/17,3,19,17,1.5,0.5,0.5,2.5,2.0,1.6666666666666667,2,0.0,3.7
1203,34,Smith,2016/17,3,19,17,1.5,0.5,0.5,2.5,2.0,3.6666666666666665,2,0.0,4.5
1279,36,Aké,2016/17,3,2,17,0.5,0.5,1.5,2.5,1.0,0.0,1,0.0,0.0
2000,55,Lowton,2016/17,3,13,2,0.0,0.5,1.0,1.5,7.0,3.0,1,0.0,3.966666666666667
2038,56,Mee,2016/17,3,13,2,0.0,0.5,1.0,1.5,6.0,3.0,1,0.0,2.5
2076,57,Ward,2016/17,3,13,2,0.0,0.5,1.0,1.5,6.0,2.6666666666666665,1,0.0,2.6
2114,58,Keane,2016/17,3,13,2,0.0,0.5,1.0,1.5,6.0,2.6666666666666665,0,0.0,2.6
2152,59,Tarkowski,2016/17,3,13,2,0.0,0.5,1.0,1.5,0.0,0.0,0,0.0,0.0
2758,75,Terry,2016/17,3,2,13,0.5,0.0,1.5,1.0,2.0,3.333333333333333,6,0.0,3.0666666666666664
2795,76,Ivanovic,2016/17,3,2,13,0.5,0.0,1.5,1.0,2.0,3.0,5,0.0,4.533333333333334
2832,77,Azpilicueta,2016/17,3,2,13,0.5,0.0,1.5,1.0,2.0,4.666666666666667,7,0.0,3.6666666666666665
2869,78,Cahill,2016/17,3,2,13,0.5,0.0,1.5,1.0,1.0,3.0,6,0.0,2.7000000000000006
3830,104,Dann,2016/17,3,17,19,0.5,1.5,2.5,0.5,1.0,4.0,9,0.0,6.466666666666666
3867,105,Ward,2016/17,3,17,19,0.5,1.5,2.5,0.5,2.0,2.0,2,0.0,3.0
3904,106,Kelly,2016/17,3,17,19,0.5,1.5,2.5,0.5,1.0,0.0,1,0.0,0.0
3941,107,Delaney,2016/17,3,17,19,0.5,1.5,2.5,0.5,6.0,3.0,1,0.0,2.8666666666666667
3978,108,Souaré,2016/17,3,17,19,0.5,1.5,2.5,0.5,2.0,2.0,2,0.0,3.233333333333333
4610,125,Baines,2016/17,3,4,20,0.5,0.5,2.5,2.0,2.0,3.6666666666666665,7,0.0,4.533333333333333
4686,127,Jagielka,2016/17,3,4,20,0.5,0.5,2.5,2.0,2.0,4.0,8,0.0,4.0
4724,128,Stones,2016/17,3,1,12,2.5,1.0,0.5,1.0,1.0,1.3333333333333333,1,0.0,1.8666666666666665
4760,129,Galloway,2016/17,3,4,6,0.5,1.5,2.5,0.5,0.0,0.0,6,0.0,0.0
4873,132,Funes Mori,2016/17,3,4,20,0.5,0.5,2.5,2.0,2.0,1.6666666666666667,1,0.0,3.0333333333333337
5516,149,Davies,2016/17,3,5,3,1.0,2.0,0.5,2.0,12.0,5.0,2,0.0,7.2333333333333325
5630,152,Robertson,2016/17,3,5,3,1.0,2.0,0.5,2.0,7.0,3.6666666666666665,2,0.0,2.3000000000000003
5668,153,Maguire,2016/17,3,5,3,1.0,2.0,0.5,2.0,0.0,0.0,1,0.0,0.0
6197,167,Morgan,2016/17,3,9,14,1.0,1.0,0.5,1.0,6.0,5.0,8,0.0,3.933333333333333
6234,168,Fuchs,2016/17,3,9,14,1.0,1.0,0.5,1.0,6.0,2.6666666666666665,2,0.0,3.1666666666666665
6382,172,Simpson,2016/17,3,9,14,1.0,1.0,0.5,1.0,6.0,2.333333333333333,1,0.0,1.9
6419,173,Huth,2016/17,3,9,14,1.0,1.0,0.5,1.0,6.0,0.0,4,0.0,0.0
7087,191,Lovren,2016/17,3,11,7,1.6666666666666667,1.0,2.0,0.5,1.0,0.6666666666666666,1,0.0,1.9666666666666668
7163,193,Clyne,2016/17,3,11,7,1.6666666666666667,1.0,2.0,0.5,1.0,2.333333333333333,2,0.0,5.133333333333333
7353,198,Stewart,2016/17,3,11,7,1.6666666666666667,1.0,2.0,0.5,1.0,0.0,1,0.0,0.0
7391,199,Matip,2016/17,3,11,7,1.6666666666666667,1.0,2.0,0.5,0.0,0.0,1,0.0,0.0
8183,220,Kolarov,2016/17,3,1,12,2.5,1.0,0.5,1.0,2.0,1.3333333333333333,1,0.0,2.8666666666666667
8219,221,Zabaleta,2016/17,3,1,12,2.5,1.0,0.5,1.0,1.0,0.0,2,0.0,0.0
8291,223,Clichy,2016/17,3,1,12,2.5,1.0,0.5,1.0,2.0,0.0,2,0.0,0.0
8399,226,Otamendi,2016/17,3,1,12,2.5,1.0,0.5,1.0,6.0,0.0,2,0.0,0.0
9048,244,Smalling,2016/17,3,3,5,2.0,1.0,2.0,0.5,1.0,0.0,1,0.0,0.0
9156,247,Shaw,2016/17,3,3,5,2.0,1.0,2.0,0.5,11.0,6.333333333333332,6,0.0,4.066666666666666
9265,250,Valencia,2016/17,3,3,5,2.0,1.0,2.0,0.5,6.0,5.666666666666668,9,0.0,5.866666666666667
9409,254,Blind,2016/17,3,3,5,2.0,1.0,2.0,0.5,8.0,5.666666666666668,7,0.0,2.4
9445,255,Bailly,2016/17,3,3,5,2.0,1.0,2.0,0.5,6.0,5.333333333333333,8,0.0,2.1333333333333333
10170,275,Ayala,2016/17,3,6,10,1.5,1.0,0.5,1.0,1.0,0.0,5,0.0,0.0
10281,278,Gibson,2016/17,3,6,10,1.5,1.0,0.5,1.0,2.0,4.333333333333333,9,0.0,2.433333333333333
10318,279,Nsue,2016/17,3,6,10,1.5,1.0,0.5,1.0,2.0,3.333333333333333,6,0.0,3.3666666666666667
10981,297,Fonte,2016/17,3,12,16,1.0,1.0,1.0,0.5,1.0,0.0,2,0.0,0.0
11055,299,Targett,2016/17,3,15,16,0.5,1.0,2.5,0.5,1.0,1.6666666666666667,2,0.0,3.8
11127,301,Cédric,2016/17,3,15,16,0.5,1.0,2.5,0.5,1.0,1.6666666666666667,2,0.0,3.8333333333333335
11199,303,van Dijk,2016/17,3,15,16,0.5,1.0,2.5,0.5,1.0,1.3333333333333333,2,0.0,3.3000000000000003
11742,318,Shawcross,2016/17,3,20,4,0.5,0.5,2.0,2.5,2.0,1.6666666666666667,2,0.0,2.033333333333333
11816,320,Cameron,2016/17,3,20,4,0.5,0.5,2.0,2.5,0.0,0.0,2,0.0,0.0
11853,321,Pieters,2016/17,3,20,4,0.5,0.5,2.0,2.5,0.0,1.0,1,0.0,2.8666666666666667
11927,323,Bardsley,2016/17,3,20,4,0.5,0.5,2.0,2.5,0.0,1.0,2,0.0,3.466666666666667
12593,341,Kaboul,2016/17,3,18,8,1.0,1.5,0.5,0.5,1.0,0.0,1,0.0,0.0
12704,344,van Aanholt,2016/17,3,17,15,0.5,0.5,2.5,2.5,9.0,4.0,2,0.0,5.566666666666666
12778,346,Koné,2016/17,3,16,15,1.0,0.5,0.5,2.5,1.0,0.0,2,0.0,0.0
13224,358,Naughton,2016/17,3,14,9,1.0,1.0,1.0,0.5,1.0,2.6666666666666665,1,0.0,6.833333333333332
13262,359,Williams,2016/17,3,4,20,0.5,0.5,2.5,2.0,1.0,0.0,6,0.0,0.0
13376,362,Amat,2016/17,3,14,9,1.0,1.0,1.0,0.5,1.0,2.333333333333333,1,0.0,4.1000000000000005
13414,363,Fernández,2016/17,3,14,9,1.0,1.0,1.0,0.5,1.0,2.0,0,0.0,2.6
13490,365,Kingsley,2016/17,3,14,9,1.0,1.0,1.0,0.5,1.0,3.333333333333333,1,0.0,3.1
14134,382,Alderweireld,2016/17,3,7,11,1.0,1.6666666666666667,0.5,2.0,6.0,3.333333333333333,2,0.0,4.6000000000000005
14171,383,Rose,2016/17,3,7,11,1.0,1.6666666666666667,0.5,2.0,6.0,5.333333333333333,8,0.0,5.1000000000000005
14208,384,Walker,2016/17,3,7,11,1.0,1.6666666666666667,0.5,2.0,7.0,4.666666666666667,1,0.0,4.0
14245,385,Vertonghen,2016/17,3,7,11,1.0,1.6666666666666667,0.5,2.0,6.0,3.0,1,0.0,2.7
15135,409,Prödl,2016/17,3,18,8,1.0,1.5,0.5,0.5,1.0,1.0,0,0.0,1.7666666666666666
15209,411,Holebas,2016/17,3,18,8,1.0,1.5,0.5,0.5,0.0,0.6666666666666666,0,0.0,3.9
15320,414,Kabasele,2016/17,3,18,8,1.0,1.5,0.5,0.5,0.0,0.0,0,0.0,0.0
15949,431,Evans,2016/17,3,10,6,1.0,1.5,1.0,0.5,0.0,4.333333333333333,8,0.0,1.7
