,player_id,name,season,round,team_rank,opponent_team_rank,team_pot,opp_pot,concede_pot,opp_concede_pot,prev_points,form_points,total_points,long_form,ict_form
20669,559,Ndong,2016/17,12,19,18,1.5,1.5,0.6666666666666666,0.6666666666666666,2.0,2.0,3,1.8,1.9999999999999996
20703,560,Hendrick,2016/17,12,12,9,0.2,0.8333333333333334,0.8,2.5,2.0,2.333333333333333,2,2.0,2.3666666666666667
20806,563,Traoré,2016/17,12,15,1,1.1666666666666667,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.0,2.333333333333333,2,2.2,3.266666666666666
21149,573,Henriksen,2016/17,12,18,19,1.5,1.5,0.6666666666666666,0.6666666666666666,2.0,2.0,2,1.8,2.1333333333333333
409,12,Sánchez,2016/17,13,4,12,2.142857142857143,1.0,1.5714285714285714,1.5714285714285714,1.0,5.666666666666668,14,6.6,12.2
445,13,Walcott,2016/17,13,4,12,2.142857142857143,1.0,1.5714285714285714,1.5714285714285714,2.0,4.333333333333333,9,5.8,4.666666666666668
481,14,Özil,2016/17,13,4,12,2.142857142857143,1.0,1.5714285714285714,1.5714285714285714,2.0,3.0,2,3.4,7.033333333333331
553,16,Ramsey,2016/17,13,4,12,2.142857142857143,1.0,1.5714285714285714,1.5714285714285714,1.0,1.0,1,1.8,2.2333333333333334
627,18,Chamberlain,2016/17,13,4,12,2.142857142857143,1.0,1.5714285714285714,1.5714285714285714,4.0,2.333333333333333,2,2.6,3.5333333333333328
771,22,Elneny,2016/17,13,4,12,2.142857142857143,1.0,1.5714285714285714,1.5714285714285714,2.0,2.0,2,2.0,2.6333333333333333
843,24,Xhaka,2016/17,13,4,12,2.142857142857143,1.0,1.5714285714285714,1.5714285714285714,0.0,2.0,3,1.6,2.833333333333333
1326,37,Arter,2016/17,13,12,4,1.0,2.142857142857143,1.5714285714285714,1.5714285714285714,2.0,1.3333333333333333,1,1.8,3.9999999999999982
1516,42,Stanislas,2016/17,13,12,4,1.0,2.142857142857143,1.5714285714285714,1.5714285714285714,6.0,3.333333333333333,2,7.0,5.5
1554,43,Gosling,2016/17,13,12,4,1.0,2.142857142857143,1.5714285714285714,1.5714285714285714,2.0,3.6666666666666665,1,2.8,6.3
1668,46,Ibe,2016/17,13,12,4,1.0,2.142857142857143,1.5714285714285714,1.5714285714285714,1.0,1.0,1,1.2,2.6333333333333337
1744,48,King,2016/17,13,12,4,1.0,2.142857142857143,1.5714285714285714,1.5714285714285714,3.0,2.0,2,2.2,4.966666666666668
2276,62,Boyd,2016/17,13,13,3,1.375,2.4285714285714284,1.25,1.0,1.0,1.3333333333333333,2,1.4,0.9666666666666679
2314,63,Arfield,2016/17,13,13,3,1.375,2.4285714285714284,1.25,1.0,2.0,1.6666666666666667,1,4.0,1.7666666666666675
2352,64,Marney,2016/17,13,13,3,1.375,2.4285714285714284,1.25,1.0,2.0,2.6666666666666665,5,2.4,2.7000000000000006
3027,82,Hazard,2016/17,13,1,5,0.7142857142857143,1.4285714285714286,1.8571428571428568,0.5714285714285714,4.0,8.333333333333334,2,9.4,10.366666666666664
3101,84,Oscar,2016/17,13,1,5,0.7142857142857143,1.4285714285714286,1.8571428571428568,0.5714285714285714,1.0,1.0,1,1.2,1.3000000000000007
3175,86,Willian,2016/17,13,1,5,0.7142857142857143,1.4285714285714286,1.8571428571428568,0.5714285714285714,1.0,0.6666666666666666,0,2.8,0.8999999999999986
3212,87,Matic,2016/17,13,1,5,0.7142857142857143,1.4285714285714286,1.8571428571428568,0.5714285714285714,3.0,5.0,6,4.8,5.1
3323,90,Pedro,2016/17,13,1,5,0.7142857142857143,1.4285714285714286,1.8571428571428568,0.5714285714285714,3.0,8.666666666666666,7,8.4,9.233333333333333
3397,92,Moses,2016/17,13,1,5,0.7142857142857143,1.4285714285714286,1.8571428571428568,0.5714285714285714,3.0,5.0,9,4.8,6.533333333333332
3508,95,Kanté,2016/17,13,1,5,0.7142857142857143,1.4285714285714286,1.8571428571428568,0.5714285714285714,2.0,2.333333333333333,2,3.6,2.4000000000000017
4025,109,Bolasie,2016/17,13,7,19,1.0,1.4285714285714286,2.0,2.2857142857142856,2.0,1.3333333333333333,2,3.8,5.800000000000002
4063,110,Puncheon,2016/17,13,17,19,1.8571428571428568,1.4285714285714286,2.0,2.2857142857142856,2.0,1.3333333333333333,1,1.4,4.700000000000002
4100,111,Zaha,2016/17,13,17,19,1.8571428571428568,1.4285714285714286,2.0,2.2857142857142856,6.0,7.0,10,6.4,9.6
4211,114,McArthur,2016/17,13,17,19,1.8571428571428568,1.4285714285714286,2.0,2.2857142857142856,2.0,2.6666666666666665,5,5.0,3.700000000000001
4359,118,Cabaye,2016/17,13,17,19,1.8571428571428568,1.4285714285714286,2.0,2.2857142857142856,2.0,1.6666666666666667,1,3.2,4.333333333333332
4396,119,Sako,2016/17,13,17,19,1.8571428571428568,1.4285714285714286,2.0,2.2857142857142856,1.0,0.0,1,0.0,0.0
4433,120,Townsend,2016/17,13,17,19,1.8571428571428568,1.4285714285714286,2.0,2.2857142857142856,1.0,2.333333333333333,0,2.0,2.9000000000000012
4921,133,Mirallas,2016/17,13,7,10,1.0,1.7142857142857142,2.0,2.5714285714285716,0.0,0.6666666666666666,1,1.4,1.666666666666666
4959,134,Barkley,2016/17,13,7,10,1.0,1.7142857142857142,2.0,2.5714285714285716,1.0,1.6666666666666667,2,3.4,4.466666666666664
5072,137,Barry,2016/17,13,7,10,1.0,1.7142857142857142,2.0,2.5714285714285716,1.0,2.0,2,1.8,3.1666666666666665
5222,141,Deulofeu,2016/17,13,7,10,1.0,1.7142857142857142,2.0,2.5714285714285716,1.0,1.0,1,1.0,1.5
5260,142,Lennon,2016/17,13,7,10,1.0,1.7142857142857142,2.0,2.5714285714285716,2.0,1.6666666666666667,2,1.4,1.2333333333333332
5754,155,Snodgrass,2016/17,13,16,9,0.8571428571428571,0.8571428571428571,1.8571428571428568,1.8571428571428568,2.0,6.0,2,4.2,8.533333333333335
5792,156,Clucas,2016/17,13,18,9,1.0,0.8571428571428571,2.0,1.8571428571428568,2.0,2.6666666666666665,1,2.0,4.199999999999998
5830,157,Livermore,2016/17,13,9,9,0.8571428571428571,0.8571428571428571,1.8571428571428568,1.8571428571428568,2.0,2.0,2,2.0,3.3000000000000007
5867,158,Elmohamady,2016/17,13,18,9,1.0,0.8571428571428571,2.0,1.8571428571428568,2.0,2.0,2,2.0,2.266666666666667
5981,161,Meyler,2016/17,13,18,9,1.0,0.8571428571428571,2.0,1.8571428571428568,1.0,1.0,1,1.0,0.7666666666666663
6540,176,Mahrez,2016/17,13,14,15,1.5714285714285714,1.1428571428571428,1.0,1.0,8.0,7.333333333333332,9,5.0,8.833333333333336
6577,177,Albrighton,2016/17,13,14,15,1.5714285714285714,1.1428571428571428,1.0,1.0,2.0,1.3333333333333333,1,1.8,1.3333333333333324
6614,178,King,2016/17,13,14,15,1.5714285714285714,1.1428571428571428,1.0,1.0,2.0,2.0,2,1.8,2.9333333333333336
6725,181,Gray,2016/17,13,14,15,1.5714285714285714,1.1428571428571428,1.0,1.0,0.0,0.6666666666666666,1,0.8,0.7333333333333342
6762,182,Amartey,2016/17,13,14,15,1.5714285714285714,1.1428571428571428,1.0,1.0,2.0,1.3333333333333333,1,1.8,2.4
7439,200,Lucas,2016/17,13,2,20,3.1666666666666665,1.0,0.16666666666666666,2.0,2.0,1.3333333333333333,1,1.2,1.7333333333333334
7477,201,Henderson,2016/17,13,2,20,3.1666666666666665,1.0,0.16666666666666666,2.0,3.0,4.666666666666667,9,4.4,6.7
7552,203,Coutinho,2016/17,13,2,20,3.1666666666666665,1.0,0.16666666666666666,2.0,2.0,4.666666666666667,1,6.4,8.066666666666665
7590,204,Can,2016/17,13,2,20,3.1666666666666665,1.0,0.16666666666666666,2.0,3.0,4.333333333333333,3,4.2,8.93333333333333
7742,208,Milner,2016/17,13,2,20,3.1666666666666665,1.0,0.16666666666666666,2.0,3.0,4.666666666666667,9,3.8,8.4
7780,209,Firmino,2016/17,13,2,20,3.1666666666666665,1.0,0.16666666666666666,2.0,3.0,7.0,3,6.4,13.500000000000002
7894,212,Mané,2016/17,13,2,20,3.1666666666666665,1.0,0.16666666666666666,2.0,3.0,7.333333333333332,6,7.2,9.800000000000002
8481,228,Sterling,2016/17,13,3,13,2.4285714285714284,1.375,1.0,1.25,2.0,2.0,1,2.0,8.33333333333333
8589,231,Yaya Touré,2016/17,13,3,13,2.4285714285714284,1.375,1.0,1.25,15.0,0.0,2,0.0,0.0
8625,232,Navas,2016/17,13,3,13,2.4285714285714284,1.375,1.0,1.25,3.0,1.6666666666666667,1,1.6,2.433333333333333
8661,233,Fernandinho,2016/17,13,3,13,2.4285714285714284,1.375,1.0,1.25,2.0,3.333333333333333,6,3.0,6.5666666666666655
8697,234,Fernando,2016/17,13,3,13,2.4285714285714284,1.375,1.0,1.25,1.0,2.0,3,1.6,1.9000000000000004
8733,235,De Bruyne,2016/17,13,3,13,2.4285714285714284,1.375,1.0,1.25,7.0,5.333333333333333,1,4.2,8.466666666666665
8805,237,Nolito,2016/17,13,3,13,2.4285714285714284,1.375,1.0,1.25,4.0,2.0,1,1.8,5.166666666666665
9491,256,Mata,2016/17,13,6,16,1.4285714285714286,0.8571428571428571,0.8571428571428571,1.8571428571428568,10.0,4.333333333333333,2,3.4,7.399999999999999
9527,257,Fellaini,2016/17,13,6,16,1.4285714285714286,0.8571428571428571,0.8571428571428571,1.8571428571428568,2.0,1.0,0,1.2,0.8333333333333348
9671,261,Januzaj,2016/17,13,20,2,1.0,3.1666666666666665,2.0,0.16666666666666666,1.0,1.3333333333333333,1,1.0,1.3333333333333328
9708,262,Herrera,2016/17,13,6,16,1.4285714285714286,0.8571428571428571,0.8571428571428571,1.8571428571428568,6.0,2.6666666666666665,2,2.6,5.899999999999999
9854,266,Lingard,2016/17,13,6,16,1.4285714285714286,0.8571428571428571,0.8571428571428571,1.8571428571428568,1.0,2.0,2,2.2,6.633333333333333
9926,268,Mkhitaryan,2016/17,13,6,16,1.4285714285714286,0.8571428571428571,0.8571428571428571,1.8571428571428568,1.0,1.0,1,1.0,4.833333333333333
10476,283,Clayton,2016/17,13,15,14,1.1428571428571428,1.5714285714285714,1.0,1.0,1.0,1.3333333333333333,2,2.0,2.6333333333333333
10587,286,Forshaw,2016/17,13,15,14,1.1428571428571428,1.5714285714285714,1.0,1.0,2.0,3.0,6,3.0,3.933333333333332
10698,289,Fischer,2016/17,13,15,14,1.1428571428571428,1.5714285714285714,1.0,1.0,1.0,1.0,1,1.6,0.19999999999999976
10735,290,de Roon,2016/17,13,15,14,1.1428571428571428,1.5714285714285714,1.0,1.0,2.0,3.333333333333333,2,2.8,4.066666666666666
11245,304,Redmond,2016/17,13,10,7,1.7142857142857142,1.0,2.5714285714285716,2.0,3.0,2.6666666666666665,3,3.8,3.733333333333337
11317,306,Ward-Prowse,2016/17,13,10,7,1.7142857142857142,1.0,2.5714285714285716,2.0,1.0,1.6666666666666667,3,1.4,4.9
11425,309,Clasie,2016/17,13,10,7,1.7142857142857142,1.0,2.5714285714285716,2.0,1.0,1.3333333333333333,1,1.4,2.2333333333333325
11461,310,Oriol Romeu,2016/17,13,10,7,1.7142857142857142,1.0,2.5714285714285716,2.0,3.0,2.333333333333333,3,2.0,1.5000000000000009
11533,312,Højbjerg,2016/17,13,10,7,1.7142857142857142,1.0,2.5714285714285716,2.0,3.0,2.333333333333333,3,2.2,2.333333333333333
12122,328,Adam,2016/17,13,11,8,1.0,1.0,1.7142857142857142,2.0,1.0,3.0,6,2.4,6.966666666666668
12196,330,Walters,2016/17,13,11,8,1.0,1.0,1.7142857142857142,2.0,1.0,3.0,3,2.2,4.7
12233,331,Arnautovic,2016/17,13,11,8,1.0,1.0,1.7142857142857142,2.0,2.0,2.0,3,2.8,5.566666666666666
12307,333,Shaqiri,2016/17,13,11,8,1.0,1.0,1.7142857142857142,2.0,2.0,2.0,3,4.8,4.433333333333334
12344,334,Imbula,2016/17,13,11,8,1.0,1.0,1.7142857142857142,2.0,2.0,2.333333333333333,3,2.4,2.0333333333333337
13047,353,Watmore,2016/17,13,20,2,1.0,3.1666666666666665,2.0,0.16666666666666666,6.0,3.333333333333333,2,3.6,4.433333333333334
13576,367,Cork,2016/17,13,19,17,1.4285714285714286,1.8571428571428568,2.2857142857142856,2.0,2.0,1.6666666666666667,2,1.6,1.3999999999999997
13614,368,Sigurdsson,2016/17,13,19,17,1.4285714285714286,1.8571428571428568,2.2857142857142856,2.0,9.0,8.0,10,6.2,10.33333333333333
13652,369,Routledge,2016/17,13,19,17,1.4285714285714286,1.8571428571428568,2.2857142857142856,2.0,2.0,1.3333333333333333,1,3.0,1.7666666666666664
13728,371,Fulton,2016/17,13,19,17,1.4285714285714286,1.8571428571428568,2.2857142857142856,2.0,3.0,1.6666666666666667,1,0.0,2.2333333333333334
13804,373,Montero,2016/17,13,19,17,1.4285714285714286,1.8571428571428568,2.2857142857142856,2.0,1.0,1.0,1,1.0,1.8666666666666665
13842,374,Ayew,2016/17,13,16,6,0.8571428571428571,1.4285714285714286,1.8571428571428568,0.8571428571428571,2.0,2.0,1,1.6,1.0666666666666669
13880,375,Fer,2016/17,13,19,17,1.4285714285714286,1.8571428571428568,2.2857142857142856,2.0,2.0,5.666666666666668,14,4.2,6.599999999999998
14440,390,Dier,2016/17,13,5,1,1.4285714285714286,0.7142857142857143,0.5714285714285714,1.8571428571428568,2.0,1.6666666666666667,2,2.0,3.3666666666666667
14477,391,Dembélé,2016/17,13,5,1,1.4285714285714286,0.7142857142857143,0.5714285714285714,1.8571428571428568,1.0,3.333333333333333,1,3.0,2.566666666666667
14514,392,Chadli,2016/17,13,9,18,0.8571428571428571,1.0,1.8571428571428568,2.0,2.0,1.6666666666666667,1,5.0,1.533333333333334
14588,394,Eriksen,2016/17,13,5,1,1.4285714285714286,0.7142857142857143,0.5714285714285714,1.8571428571428568,2.0,4.666666666666667,10,3.8,7.100000000000001
14662,396,Mason,2016/17,13,18,9,1.0,0.8571428571428571,2.0,1.8571428571428568,2.0,1.6666666666666667,1,1.4,2.6666666666666674
14738,398,Alli,2016/17,13,5,1,1.4285714285714286,0.7142857142857143,0.5714285714285714,1.8571428571428568,1.0,2.6666666666666665,5,4.0,3.1333333333333324
14812,400,Wanyama,2016/17,13,5,1,1.4285714285714286,0.7142857142857143,0.5714285714285714,1.8571428571428568,2.0,2.0,2,2.0,1.9000000000000008
14886,402,Son,2016/17,13,5,1,1.4285714285714286,0.7142857142857143,0.5714285714285714,1.8571428571428568,7.0,3.6666666666666665,2,3.0,0.5666666666666661
15404,416,Capoue,2016/17,13,8,11,1.0,1.0,2.0,1.7142857142857142,10.0,4.666666666666667,2,3.8,8.566666666666665
15552,420,Behrami,2016/17,13,8,11,1.0,1.0,2.0,1.7142857142857142,2.0,1.6666666666666667,1,2.0,0.5999999999999992
15626,422,Amrabat,2016/17,13,8,11,1.0,1.0,2.0,1.7142857142857142,2.0,2.6666666666666665,1,2.8,3.6000000000000014
16255,439,Fletcher,2016/17,13,9,18,0.8571428571428571,1.0,1.8571428571428568,2.0,8.0,4.333333333333333,3,3.2,3.6666666666666674
16329,441,Morrison,2016/17,13,9,18,0.8571428571428571,1.0,1.8571428571428568,2.0,8.0,6.333333333333332,2,3.8,6.866666666666667
16366,442,Yacob,2016/17,13,9,18,0.8571428571428571,1.0,1.8571428571428568,2.0,3.0,2.333333333333333,2,1.8,1.4333333333333331
16440,444,McClean,2016/17,13,9,18,0.8571428571428571,1.0,1.8571428571428568,2.0,1.0,1.0,1,1.8,3.2000000000000006
16514,446,Phillips,2016/17,13,9,18,0.8571428571428571,1.0,1.8571428571428568,2.0,14.0,10.666666666666666,5,7.2,9.7
16966,458,Noble,2016/17,13,16,6,0.8571428571428571,1.4285714285714286,1.8571428571428568,0.8571428571428571,1.0,1.6666666666666667,2,2.0,1.2333333333333345
17004,459,Kouyaté,2016/17,13,16,6,0.8571428571428571,1.4285714285714286,1.8571428571428568,0.8571428571428571,2.0,2.0,2,2.2,1.9333333333333345
17042,460,Obiang,2016/17,13,16,6,0.8571428571428571,1.4285714285714286,1.8571428571428568,0.8571428571428571,2.0,3.0,2,2.4,1.9666666666666668
17080,461,Payet,2016/17,13,16,6,0.8571428571428571,1.4285714285714286,1.8571428571428568,0.8571428571428571,2.0,3.0,5,3.6,9.300000000000008
17118,462,Lanzini,2016/17,13,16,6,0.8571428571428571,1.4285714285714286,1.8571428571428568,0.8571428571428571,8.0,4.333333333333333,2,3.6,3.5666666666666664
17194,464,Antonio,2016/17,13,16,6,0.8571428571428571,1.4285714285714286,1.8571428571428568,0.8571428571428571,6.0,4.0,2,3.2,7.400000000000001
17270,466,Feghouli,2016/17,13,16,6,0.8571428571428571,1.4285714285714286,1.8571428571428568,0.8571428571428571,1.0,1.0,1,1.0,0.19999999999999984
17536,473,Gudmundsson,2016/17,13,13,3,1.375,2.4285714285714284,1.25,1.0,2.0,5.333333333333333,1,4.8,5.133333333333332
17982,485,Wijnaldum,2016/17,13,2,20,3.1666666666666665,1.0,0.16666666666666666,2.0,3.0,3.6666666666666665,3,2.6,6.133333333333333
18094,488,Gueye,2016/17,13,7,10,1.0,1.7142857142857142,2.0,2.5714285714285716,5.0,3.0,2,2.4,3.733333333333334
18132,489,Sané,2016/17,13,3,13,2.4285714285714284,1.375,1.0,1.25,7.0,3.333333333333333,1,2.4,4.933333333333335
18205,491,Ramírez,2016/17,13,15,14,1.1428571428571428,1.5714285714285714,1.0,1.0,2.0,5.666666666666668,5,4.2,7.399999999999999
18649,503,Pogba,2016/17,13,6,16,1.4285714285714286,0.8571428571428571,0.8571428571428571,1.8571428571428568,2.0,5.0,5,3.6,7.866666666666664
19020,513,Winks,2016/17,13,5,1,1.4285714285714286,0.7142857142857143,0.5714285714285714,1.8571428571428568,7.0,3.0,1,2.2,3.8666666666666663
19285,520,Gooch,2016/17,13,20,2,1.0,3.1666666666666665,2.0,0.16666666666666666,0.0,0.6666666666666666,1,0.8,0.8000000000000003
19471,525,Defour,2016/17,13,13,3,1.375,2.4285714285714284,1.25,1.0,1.0,1.6666666666666667,2,1.6,2.733333333333333
19761,533,Pienaar,2016/17,13,20,2,1.0,3.1666666666666665,2.0,0.16666666666666666,-2.0,0.0,1,0.6,2.833333333333333
19978,539,Pereyra,2016/17,13,8,11,1.0,1.0,2.0,1.7142857142857142,9.0,4.333333333333333,2,4.4,4.966666666666666
20670,559,Ndong,2016/17,13,20,2,1.0,3.1666666666666665,2.0,0.16666666666666666,3.0,2.333333333333333,2,1.8,1.466666666666666
20704,560,Hendrick,2016/17,13,13,3,1.375,2.4285714285714284,1.25,1.0,2.0,2.0,2,2.0,3.166666666666666
20807,563,Traoré,2016/17,13,15,14,1.1428571428571428,1.5714285714285714,1.0,1.0,2.0,2.0,2,2.4,3.266666666666666
20875,565,Nkoudou,2016/17,13,5,1,1.4285714285714286,0.7142857142857143,0.5714285714285714,1.8571428571428568,1.0,1.0,1,0.0,1.2666666666666668
21150,573,Henriksen,2016/17,13,18,9,1.0,0.8571428571428571,2.0,1.8571428571428568,2.0,2.0,2,2.0,2.6000000000000005
21766,592,McQueen,2016/17,13,10,7,1.7142857142857142,1.0,2.5714285714285716,2.0,1.0,1.3333333333333333,1,0.0,0.8999999999999998
22067,603,Woodburn,2016/17,13,2,20,3.1666666666666665,1.0,0.16666666666666666,2.0,0.0,0.0,1,0.0,0.0
22093,604,Sims,2016/17,13,10,7,1.7142857142857142,1.0,2.5714285714285716,2.0,0.0,0.0,6,0.0,0.0
410,12,Sánchez,2016/17,14,2,17,2.5714285714285716,0.7142857142857143,1.0,2.2857142857142856,14.0,12.666666666666664,23,10.6,17.700000000000006
446,13,Walcott,2016/17,14,2,17,2.5714285714285716,0.7142857142857143,1.0,2.2857142857142856,9.0,4.666666666666667,3,3.8,5.2
482,14,Özil,2016/17,14,2,17,2.5714285714285716,0.7142857142857143,1.0,2.2857142857142856,2.0,5.0,11,5.0,8.93333333333333
554,16,Ramsey,2016/17,14,2,17,2.5714285714285716,0.7142857142857143,1.0,2.2857142857142856,1.0,1.0,1,1.6,4.033333333333334
590,17,Wilshere,2016/17,14,10,3,2.2857142857142856,2.0,1.2857142857142858,1.75,3.0,2.0,1,2.2,5.033333333333334
628,18,Chamberlain,2016/17,14,2,17,2.5714285714285716,0.7142857142857143,1.0,2.2857142857142856,2.0,6.0,12,4.8,8.866666666666664
700,20,Coquelin,2016/17,14,2,17,2.5714285714285716,0.7142857142857143,1.0,2.2857142857142856,3.0,2.0,1,2.2,2.433333333333333
736,21,Iwobi,2016/17,14,2,17,2.5714285714285716,0.7142857142857143,1.0,2.2857142857142856,2.0,1.6666666666666667,1,2.0,1.8999999999999997
772,22,Elneny,2016/17,14,2,17,2.5714285714285716,0.7142857142857143,1.0,2.2857142857142856,2.0,1.6666666666666667,1,2.0,1.5333333333333332
844,24,Xhaka,2016/17,14,2,17,2.5714285714285716,0.7142857142857143,1.0,2.2857142857142856,3.0,1.6666666666666667,2,1.4,2.2333333333333334
1327,37,Arter,2016/17,14,10,3,2.2857142857142856,2.0,1.2857142857142858,1.75,1.0,1.6666666666666667,2,1.6,2.5999999999999983
1517,42,Stanislas,2016/17,14,10,3,2.2857142857142856,2.0,1.2857142857142858,1.75,2.0,3.0,1,6.4,3.4000000000000004
1555,43,Gosling,2016/17,14,10,3,2.2857142857142856,2.0,1.2857142857142858,1.75,1.0,1.6666666666666667,2,2.8,1.5
1669,46,Ibe,2016/17,14,10,3,2.2857142857142856,2.0,1.2857142857142858,1.75,1.0,1.0,1,1.0,1.7333333333333336
1745,48,King,2016/17,14,10,3,2.2857142857142856,2.0,1.2857142857142858,1.75,2.0,2.0,1,1.8,2.800000000000001
2277,62,Boyd,2016/17,14,15,9,0.16666666666666666,1.2857142857142858,1.0,1.7142857142857142,2.0,1.6666666666666667,2,1.4,1.3333333333333346
2315,63,Arfield,2016/17,14,15,9,0.16666666666666666,1.2857142857142858,1.0,1.7142857142857142,1.0,1.6666666666666667,2,2.0,3.766666666666668
2353,64,Marney,2016/17,14,15,9,0.16666666666666666,1.2857142857142858,1.0,1.7142857142857142,5.0,3.0,2,2.4,2.733333333333334
2429,66,Kightly,2016/17,14,15,9,0.16666666666666666,1.2857142857142858,1.0,1.7142857142857142,2.0,1.3333333333333333,1,0.0,0.5
3028,82,Hazard,2016/17,14,1,4,2.0,1.8571428571428568,1.1428571428571428,1.1428571428571428,2.0,5.0,9,9.6,7.833333333333331
3065,83,Fàbregas,2016/17,14,1,4,2.0,1.8571428571428568,1.1428571428571428,1.1428571428571428,1.0,2.0,4,2.2,2.733333333333333
3176,86,Willian,2016/17,14,1,4,2.0,1.8571428571428568,1.1428571428571428,1.1428571428571428,0.0,2.333333333333333,6,3.6,2.833333333333332
3324,90,Pedro,2016/17,14,1,4,2.0,1.8571428571428568,1.1428571428571428,1.1428571428571428,7.0,3.6666666666666665,1,6.0,4.0
3398,92,Moses,2016/17,14,1,4,2.0,1.8571428571428568,1.1428571428571428,1.1428571428571428,9.0,4.666666666666667,2,4.6,5.366666666666667
3509,95,Kanté,2016/17,14,1,4,2.0,1.8571428571428568,1.1428571428571428,1.1428571428571428,2.0,1.6666666666666667,1,2.2,1.4666666666666683
4026,109,Bolasie,2016/17,14,8,12,1.2857142857142858,1.7142857142857142,2.2857142857142856,1.7142857142857142,2.0,2.0,2,2.4,5.866666666666667
4064,110,Puncheon,2016/17,14,14,12,1.5714285714285714,1.7142857142857142,2.2857142857142856,1.7142857142857142,1.0,3.0,6,2.2,5.500000000000003
4101,111,Zaha,2016/17,14,14,12,1.5714285714285714,1.7142857142857142,2.2857142857142856,1.7142857142857142,10.0,6.333333333333332,3,5.8,7.0
4175,113,Ledley,2016/17,14,14,12,1.5714285714285714,1.7142857142857142,2.2857142857142856,1.7142857142857142,1.0,3.0,6,2.4,1.4999999999999998
4212,114,McArthur,2016/17,14,14,12,1.5714285714285714,1.7142857142857142,2.2857142857142856,1.7142857142857142,5.0,3.0,2,5.0,3.200000000000001
4397,119,Sako,2016/17,14,14,12,1.5714285714285714,1.7142857142857142,2.2857142857142856,1.7142857142857142,1.0,1.0,1,0.0,0.3333333333333333
4434,120,Townsend,2016/17,14,14,12,1.5714285714285714,1.7142857142857142,2.2857142857142856,1.7142857142857142,0.0,1.3333333333333333,3,2.2,1.2333333333333345
4922,133,Mirallas,2016/17,14,8,6,1.2857142857142858,1.2857142857142858,2.2857142857142856,1.2857142857142858,1.0,1.0,2,1.4,3.666666666666666
4998,135,Cleverley,2016/17,14,11,6,1.4285714285714286,1.2857142857142858,0.7142857142857143,1.2857142857142858,2.0,1.6666666666666667,2,1.6,2.3000000000000003
5073,137,Barry,2016/17,14,8,6,1.2857142857142858,1.2857142857142858,2.2857142857142856,1.2857142857142858,2.0,1.3333333333333333,1,1.6,1.7666666666666666
5223,141,Deulofeu,2016/17,14,8,6,1.2857142857142858,1.2857142857142858,2.2857142857142856,1.2857142857142858,1.0,1.0,1,1.0,1.7
5755,155,Snodgrass,2016/17,14,17,13,0.7142857142857143,1.1428571428571428,2.2857142857142856,1.5714285714285714,2.0,2.0,2,4.4,6.133333333333336
5793,156,Clucas,2016/17,14,19,13,1.4285714285714286,1.1428571428571428,0.7142857142857143,1.5714285714285714,1.0,1.6666666666666667,2,2.2,3.299999999999999
5831,157,Livermore,2016/17,14,7,13,0.7142857142857143,1.1428571428571428,2.2857142857142856,1.5714285714285714,2.0,1.6666666666666667,1,1.8,3.6666666666666674
5868,158,Elmohamady,2016/17,14,19,13,1.4285714285714286,1.1428571428571428,0.7142857142857143,1.5714285714285714,2.0,2.0,2,2.0,2.5000000000000004
5944,160,Huddlestone,2016/17,14,19,13,1.4285714285714286,1.1428571428571428,0.7142857142857143,1.5714285714285714,1.0,1.3333333333333333,1,1.2,1.366666666666667
5982,161,Meyler,2016/17,14,19,13,1.4285714285714286,1.1428571428571428,0.7142857142857143,1.5714285714285714,1.0,1.0,1,1.0,0.7666666666666663
6541,176,Mahrez,2016/17,14,16,18,0.8571428571428571,1.4285714285714286,2.5714285714285716,0.7142857142857143,9.0,6.333333333333332,2,5.0,8.933333333333335
6578,177,Albrighton,2016/17,14,16,18,0.8571428571428571,1.4285714285714286,2.5714285714285716,0.7142857142857143,1.0,1.6666666666666667,2,1.6,3.299999999999999
6615,178,King,2016/17,14,16,18,0.8571428571428571,1.4285714285714286,2.5714285714285716,0.7142857142857143,2.0,2.0,2,2.0,3.1666666666666665
6726,181,Gray,2016/17,14,16,18,0.8571428571428571,1.4285714285714286,2.5714285714285716,0.7142857142857143,1.0,1.6666666666666667,4,1.4,1.333333333333334
6763,182,Amartey,2016/17,14,16,18,0.8571428571428571,1.4285714285714286,2.5714285714285716,0.7142857142857143,1.0,1.6666666666666667,2,1.6,3.5666666666666664
7440,200,Lucas,2016/17,14,3,10,2.0,2.2857142857142856,1.75,1.2857142857142858,1.0,1.6666666666666667,2,1.2,2.766666666666667
7478,201,Henderson,2016/17,14,3,10,2.0,2.2857142857142856,1.75,1.2857142857142858,9.0,5.333333333333333,4,5.0,7.533333333333334
7516,202,Allen,2016/17,14,9,15,1.2857142857142858,0.16666666666666666,1.7142857142857142,1.0,1.0,1.0,1,3.0,3.066666666666665
7591,204,Can,2016/17,14,3,10,2.0,2.2857142857142856,1.75,1.2857142857142858,3.0,5.666666666666668,11,6.0,9.166666666666664
7629,205,Lallana,2016/17,14,3,10,2.0,2.2857142857142856,1.75,1.2857142857142858,12.0,5.0,1,3.8,5.166666666666666
7743,208,Milner,2016/17,14,3,10,2.0,2.2857142857142856,1.75,1.2857142857142858,9.0,4.666666666666667,2,3.6,5.933333333333335
