,assists,bonus,clean_sheets,creativity,id,fixture,goals_conceded,goals_scored,ict_index,influence,key_passes,minutes,opponent_team,round,saves,threat,total_points,value,was_home,season,first_name,name,team,opponents,position,opponent_position,team_goals,opposition_goals,team_pot
1360,0,0,0,14.1,446,90,3,0,4.0,13.8,1,90,3,9,0,12.0,1,44,True,2017/2018,Arthur,Masuaku,West Ham United,Brighton and Hove Albion,16,12,0.0,3.0,1.25
1361,0,0,0,0.8,446,95,2,0,1.5,14.2,0,45,6,10,0,0.0,-1,44,False,2017/2018,Arthur,Masuaku,West Ham United,Crystal Palace,16,20,2.0,2.0,0.8333333333333334
1362,0,0,0,0.0,446,109,0,0,0.0,0.0,0,0,10,11,0,0.0,0,44,True,2017/2018,Arthur,Masuaku,West Ham United,Liverpool,18,5,1.0,4.0,1.2
1363,0,0,0,20.7,446,119,0,0,3.0,7.6,1,16,18,12,0,2.0,1,44,False,2017/2018,Arthur,Masuaku,West Ham United,Watford,18,8,0.0,2.0,0.7142857142857143
1364,0,0,0,2.9,446,129,1,0,4.0,15.8,0,90,9,13,0,21.0,2,44,True,2017/2018,Arthur,Masuaku,West Ham United,Leicester City,18,12,1.0,1.0,1.1666666666666667
1365,0,0,0,4.0,446,138,4,0,1.2,6.0,0,90,7,14,0,2.0,0,44,False,2017/2018,Arthur,Masuaku,West Ham United,Everton,18,13,0.0,4.0,0.625
1366,0,0,0,1.5,446,147,2,0,3.6,21.8,0,90,11,15,0,13.0,1,44,False,2017/2018,Arthur,Masuaku,West Ham United,Manchester City,19,1,1.0,2.0,0.6666666666666666
1367,0,1,1,2.8,446,159,0,0,3.0,23.8,0,90,5,16,0,3.0,6,44,True,2017/2018,Arthur,Masuaku,West Ham United,Chelsea,18,3,1.0,0.0,1.1428571428571428
1368,0,0,1,1.8,446,170,0,0,1.2,10.0,0,90,1,17,0,0.0,6,44,True,2017/2018,Arthur,Masuaku,West Ham United,Arsenal,19,7,0.0,0.0,1.0
1369,0,0,1,22.2,446,178,0,0,3.8,13.0,2,90,15,18,0,3.0,5,44,False,2017/2018,Arthur,Masuaku,West Ham United,Stoke City,15,17,3.0,0.0,0.9
1370,0,0,0,8.2,446,190,3,0,4.5,27.8,0,90,13,19,0,9.0,1,44,True,2017/2018,Arthur,Masuaku,West Ham United,Newcastle United,17,15,2.0,3.0,1.1111111111111112
1371,0,0,0,30.3,446,191,3,0,7.0,19.6,2,90,2,20,0,20.0,1,45,False,2017/2018,Arthur,Masuaku,West Ham United,AFC Bournemouth,17,18,3.0,3.0,1.0909090909090908
1372,0,0,0,2.0,446,220,1,0,2.0,0.0,0,72,19,22,0,18.0,1,45,True,2017/2018,Arthur,Masuaku,West Ham United,West Bromwich Albion,15,19,2.0,1.0,1.2
1373,0,0,0,10.8,446,208,1,0,2.9,18.0,1,90,17,22,0,0.0,2,45,False,2017/2018,Arthur,Masuaku,West Ham United,Tottenham Hotspur,15,5,1.0,1.0,1.2
1374,0,0,0,1.8,446,224,1,0,2.0,16.6,0,90,8,23,0,2.0,2,45,False,2017/2018,Arthur,Masuaku,West Ham United,Huddersfield Town,11,14,4.0,1.0,1.3333333333333333
1375,0,0,0,20.7,446,240,1,0,3.2,9.4,1,90,2,24,0,2.0,1,45,True,2017/2018,Arthur,Masuaku,West Ham United,AFC Bournemouth,11,12,1.0,1.0,1.1818181818181819
1376,0,0,0,0.0,446,243,0,0,0.0,0.0,0,0,6,25,0,0.0,0,45,True,2017/2018,Arthur,Masuaku,West Ham United,Crystal Palace,12,13,1.0,1.0,1.1666666666666667
1377,0,0,0,0.0,446,253,0,0,0.0,0.0,0,0,3,26,0,0.0,0,44,False,2017/2018,Arthur,Masuaku,West Ham United,Brighton and Hove Albion,12,13,1.0,3.0,1.3076923076923077
1378,0,0,0,0.0,446,270,0,0,0.0,0.0,0,0,18,27,0,0.0,0,43,True,2017/2018,Arthur,Masuaku,West Ham United,Watford,12,11,2.0,0.0,1.2307692307692308
1379,0,0,0,0.0,446,277,0,0,0.0,0.0,0,0,10,28,0,0.0,0,43,False,2017/2018,Arthur,Masuaku,West Ham United,Liverpool,13,3,1.0,4.0,1.2857142857142858
1436,0,0,0,0.0,459,9,0,0,0.0,0.0,0,0,12,1,0,0.0,0,45,False,2017/2018,Ashley,Fletcher,West Ham United,Manchester United,20,1,0.0,4.0,0.0
1437,0,0,0,0.0,459,15,0,0,0.0,0.0,0,0,14,2,0,0.0,0,45,False,2017/2018,Ashley,Fletcher,West Ham United,Southampton,20,7,2.0,3.0,1.0
1438,0,0,0,0.0,459,26,0,0,0.0,0.0,0,0,13,3,0,0.0,0,45,False,2017/2018,Ashley,Fletcher,West Ham United,Newcastle United,20,14,0.0,3.0,0.6666666666666666
1439,0,0,0,0.0,459,40,0,0,0.0,0.0,0,0,8,4,0,0.0,0,45,True,2017/2018,Ashley,Fletcher,West Ham United,Huddersfield Town,18,6,2.0,0.0,2.0
1440,0,0,0,0.0,459,48,0,0,0.0,0.0,0,0,19,5,0,0.0,0,45,False,2017/2018,Ashley,Fletcher,West Ham United,West Bromwich Albion,17,10,0.0,0.0,0.5
1441,0,0,0,0.0,459,58,0,0,0.0,0.0,0,0,17,6,0,0.0,0,45,True,2017/2018,Ashley,Fletcher,West Ham United,Tottenham Hotspur,18,4,2.0,3.0,2.0
1442,0,0,0,0.0,459,67,0,0,0.0,0.0,0,0,16,7,0,0.0,0,45,True,2017/2018,Ashley,Fletcher,West Ham United,Swansea City,15,18,1.0,0.0,1.6666666666666667
1443,0,0,0,0.0,459,72,0,0,0.0,0.0,0,0,4,8,0,0.0,0,45,False,2017/2018,Ashley,Fletcher,West Ham United,Burnley,15,7,1.0,1.0,0.6
1444,0,0,0,0.0,459,90,0,0,0.0,0.0,0,0,3,9,0,0.0,0,45,True,2017/2018,Ashley,Fletcher,West Ham United,Brighton and Hove Albion,16,12,0.0,3.0,1.25
1445,0,0,0,0.0,459,95,0,0,0.0,0.0,0,0,6,10,0,0.0,0,45,False,2017/2018,Ashley,Fletcher,West Ham United,Crystal Palace,16,20,2.0,2.0,0.8333333333333334
1446,0,0,0,0.0,459,109,0,0,0.0,0.0,0,0,10,11,0,0.0,0,45,True,2017/2018,Ashley,Fletcher,West Ham United,Liverpool,18,5,1.0,4.0,1.2
1447,0,0,0,0.0,459,119,0,0,0.0,0.0,0,0,18,12,0,0.0,0,45,False,2017/2018,Ashley,Fletcher,West Ham United,Watford,18,8,0.0,2.0,0.7142857142857143
1448,0,0,0,0.0,459,129,0,0,0.0,0.0,0,0,9,13,0,0.0,0,45,True,2017/2018,Ashley,Fletcher,West Ham United,Leicester City,18,12,1.0,1.0,1.1666666666666667
1449,0,0,0,0.0,459,138,0,0,0.0,0.0,0,0,7,14,0,0.0,0,45,False,2017/2018,Ashley,Fletcher,West Ham United,Everton,18,13,0.0,4.0,0.625
1450,0,0,0,0.0,459,147,0,0,0.0,0.0,0,0,11,15,0,0.0,0,45,False,2017/2018,Ashley,Fletcher,West Ham United,Manchester City,19,1,1.0,2.0,0.6666666666666666
1451,0,0,0,0.0,459,159,0,0,0.0,0.0,0,0,5,16,0,0.0,0,45,True,2017/2018,Ashley,Fletcher,West Ham United,Chelsea,18,3,1.0,0.0,1.1428571428571428
1452,0,0,0,0.0,459,170,0,0,0.0,0.0,0,0,1,17,0,0.0,0,45,True,2017/2018,Ashley,Fletcher,West Ham United,Arsenal,19,7,0.0,0.0,1.0
1453,0,0,0,0.0,459,178,0,0,0.0,0.0,0,0,15,18,0,0.0,0,45,False,2017/2018,Ashley,Fletcher,West Ham United,Stoke City,15,17,3.0,0.0,0.9
1454,0,0,0,0.0,459,190,0,0,0.0,0.0,0,0,13,19,0,0.0,0,45,True,2017/2018,Ashley,Fletcher,West Ham United,Newcastle United,17,15,2.0,3.0,1.1111111111111112
1455,0,0,0,0.0,459,191,0,0,0.0,0.0,0,0,2,20,0,0.0,0,45,False,2017/2018,Ashley,Fletcher,West Ham United,AFC Bournemouth,17,18,3.0,3.0,1.0909090909090908
1456,0,0,0,0.0,459,220,0,0,0.0,0.0,0,0,19,22,0,0.0,0,45,True,2017/2018,Ashley,Fletcher,West Ham United,West Bromwich Albion,15,19,2.0,1.0,1.2
1457,0,0,0,0.0,459,208,0,0,0.0,0.0,0,0,17,22,0,0.0,0,45,False,2017/2018,Ashley,Fletcher,West Ham United,Tottenham Hotspur,15,5,1.0,1.0,1.2
1458,0,0,0,0.0,459,224,0,0,0.0,0.0,0,0,8,23,0,0.0,0,45,False,2017/2018,Ashley,Fletcher,West Ham United,Huddersfield Town,11,14,4.0,1.0,1.3333333333333333
1459,0,0,0,0.0,459,240,0,0,0.0,0.0,0,0,2,24,0,0.0,0,45,True,2017/2018,Ashley,Fletcher,West Ham United,AFC Bournemouth,11,12,1.0,1.0,1.1818181818181819
1460,0,0,0,0.0,459,243,0,0,0.0,0.0,0,0,6,25,0,0.0,0,45,True,2017/2018,Ashley,Fletcher,West Ham United,Crystal Palace,12,13,1.0,1.0,1.1666666666666667
1461,0,0,0,0.0,459,253,0,0,0.0,0.0,0,0,3,26,0,0.0,0,45,False,2017/2018,Ashley,Fletcher,West Ham United,Brighton and Hove Albion,12,13,1.0,3.0,1.3076923076923077
1462,0,0,0,0.0,459,270,0,0,0.0,0.0,0,0,18,27,0,0.0,0,45,True,2017/2018,Ashley,Fletcher,West Ham United,Watford,12,11,2.0,0.0,1.2307692307692308
1463,0,0,0,0.0,459,277,0,0,0.0,0.0,0,0,10,28,0,0.0,0,45,False,2017/2018,Ashley,Fletcher,West Ham United,Liverpool,13,3,1.0,4.0,1.2857142857142858
1879,0,0,0,0.0,573,147,0,0,0.0,0.0,0,0,11,15,0,0.0,0,45,False,2017/2018,Ben,Johnson,West Ham United,Manchester City,19,1,1.0,2.0,0.6666666666666666
1880,0,0,0,0.0,573,159,0,0,0.0,0.0,0,0,5,16,0,0.0,0,45,True,2017/2018,Ben,Johnson,West Ham United,Chelsea,18,3,1.0,0.0,1.1428571428571428
1881,0,0,0,0.0,573,170,0,0,0.0,0.0,0,0,1,17,0,0.0,0,45,True,2017/2018,Ben,Johnson,West Ham United,Arsenal,19,7,0.0,0.0,1.0
1882,0,0,0,0.0,573,178,0,0,0.0,0.0,0,0,15,18,0,0.0,0,45,False,2017/2018,Ben,Johnson,West Ham United,Stoke City,15,17,3.0,0.0,0.9
1883,0,0,0,0.0,573,190,0,0,0.0,0.0,0,0,13,19,0,0.0,0,45,True,2017/2018,Ben,Johnson,West Ham United,Newcastle United,17,15,2.0,3.0,1.1111111111111112
1884,0,0,0,0.0,573,191,0,0,0.0,0.0,0,0,2,20,0,0.0,0,45,False,2017/2018,Ben,Johnson,West Ham United,AFC Bournemouth,17,18,3.0,3.0,1.0909090909090908
1885,0,0,0,0.0,573,220,0,0,0.0,0.0,0,0,19,22,0,0.0,0,45,True,2017/2018,Ben,Johnson,West Ham United,West Bromwich Albion,15,19,2.0,1.0,1.2
1886,0,0,0,0.0,573,208,0,0,0.0,0.0,0,0,17,22,0,0.0,0,45,False,2017/2018,Ben,Johnson,West Ham United,Tottenham Hotspur,15,5,1.0,1.0,1.2
1887,0,0,0,0.0,573,224,0,0,0.0,0.0,0,0,8,23,0,0.0,0,45,False,2017/2018,Ben,Johnson,West Ham United,Huddersfield Town,11,14,4.0,1.0,1.3333333333333333
1888,0,0,0,0.0,573,240,0,0,0.0,0.0,0,0,2,24,0,0.0,0,45,True,2017/2018,Ben,Johnson,West Ham United,AFC Bournemouth,11,12,1.0,1.0,1.1818181818181819
1889,0,0,0,0.0,573,243,0,0,0.0,0.0,0,0,6,25,0,0.0,0,45,True,2017/2018,Ben,Johnson,West Ham United,Crystal Palace,12,13,1.0,1.0,1.1666666666666667
1890,0,0,0,0.0,573,253,0,0,0.0,0.0,0,0,3,26,0,0.0,0,45,False,2017/2018,Ben,Johnson,West Ham United,Brighton and Hove Albion,12,13,1.0,3.0,1.3076923076923077
1891,0,0,0,0.0,573,270,0,0,0.0,0.0,0,0,18,27,0,0.0,0,45,True,2017/2018,Ben,Johnson,West Ham United,Watford,12,11,2.0,0.0,1.2307692307692308
1892,0,0,0,0.0,573,277,0,0,0.0,0.0,0,0,10,28,0,0.0,0,45,False,2017/2018,Ben,Johnson,West Ham United,Liverpool,13,3,1.0,4.0,1.2857142857142858
2556,0,0,0,0.0,451,9,0,0,0.0,0.0,0,0,12,1,0,0.0,0,50,False,2017/2018,Cheikhou,Kouyaté,West Ham United,Manchester United,20,1,0.0,4.0,0.0
2557,0,0,0,0.0,451,15,0,0,0.0,0.0,0,0,14,2,0,0.0,0,50,False,2017/2018,Cheikhou,Kouyaté,West Ham United,Southampton,20,7,2.0,3.0,1.0
2558,0,0,0,0.2,451,26,2,0,0.3,2.4,0,19,13,3,0,0.0,1,50,False,2017/2018,Cheikhou,Kouyaté,West Ham United,Newcastle United,20,14,0.0,3.0,0.6666666666666666
2559,0,0,1,12.4,451,40,0,0,2.6,5.4,1,90,8,4,0,8.0,3,50,True,2017/2018,Cheikhou,Kouyaté,West Ham United,Huddersfield Town,18,6,2.0,0.0,2.0
2560,0,0,1,12.4,451,48,0,0,1.8,6.0,1,90,19,5,0,0.0,3,50,False,2017/2018,Cheikhou,Kouyaté,West Ham United,West Bromwich Albion,17,10,0.0,0.0,0.5
2561,0,1,0,1.6,451,58,3,1,6.9,50.8,0,90,17,6,0,17.0,8,50,True,2017/2018,Cheikhou,Kouyaté,West Ham United,Tottenham Hotspur,18,4,2.0,3.0,2.0
2562,0,0,1,0.9,451,67,0,0,0.4,3.4,0,90,16,7,0,0.0,2,50,True,2017/2018,Cheikhou,Kouyaté,West Ham United,Swansea City,15,18,1.0,0.0,1.6666666666666667
2563,0,0,0,0.4,451,72,1,0,1.3,13.0,0,90,4,8,0,0.0,2,50,False,2017/2018,Cheikhou,Kouyaté,West Ham United,Burnley,15,7,1.0,1.0,0.6
2564,0,0,0,2.0,451,90,1,0,0.6,0.0,0,45,3,9,0,4.0,1,50,True,2017/2018,Cheikhou,Kouyaté,West Ham United,Brighton and Hove Albion,16,12,0.0,3.0,1.25
2565,0,0,0,0.2,451,95,2,0,4.5,27.2,0,90,6,10,0,18.0,2,50,False,2017/2018,Cheikhou,Kouyaté,West Ham United,Crystal Palace,16,20,2.0,2.0,0.8333333333333334
2566,0,0,0,0.6,451,109,4,0,1.7,16.6,0,90,10,11,0,0.0,2,50,True,2017/2018,Cheikhou,Kouyaté,West Ham United,Liverpool,18,5,1.0,4.0,1.2
2567,0,0,0,2.4,451,119,2,0,2.9,5.8,0,90,18,12,0,21.0,2,50,False,2017/2018,Cheikhou,Kouyaté,West Ham United,Watford,18,8,0.0,2.0,0.7142857142857143
2568,0,1,0,3.9,451,129,1,1,7.8,36.8,0,90,9,13,0,37.0,8,50,True,2017/2018,Cheikhou,Kouyaté,West Ham United,Leicester City,18,12,1.0,1.0,1.1666666666666667
2569,0,0,0,13.1,451,138,4,0,3.5,8.0,1,90,7,14,0,14.0,2,50,False,2017/2018,Cheikhou,Kouyaté,West Ham United,Everton,18,13,0.0,4.0,0.625
2570,0,0,0,10.6,451,147,0,0,2.4,6.2,1,42,11,15,0,7.0,1,50,False,2017/2018,Cheikhou,Kouyaté,West Ham United,Manchester City,19,1,1.0,2.0,0.6666666666666666
2571,0,0,0,0.0,451,159,0,0,0.0,0.0,0,0,5,16,0,0.0,0,50,True,2017/2018,Cheikhou,Kouyaté,West Ham United,Chelsea,18,3,1.0,0.0,1.1428571428571428
2572,0,0,0,0.0,451,170,0,0,0.0,0.0,0,0,1,17,0,0.0,0,50,True,2017/2018,Cheikhou,Kouyaté,West Ham United,Arsenal,19,7,0.0,0.0,1.0
2573,0,0,0,0.0,451,178,0,0,0.0,0.0,0,0,15,18,0,0.0,0,50,False,2017/2018,Cheikhou,Kouyaté,West Ham United,Stoke City,15,17,3.0,0.0,0.9
2574,0,0,0,12.3,451,190,3,0,4.9,15.0,1,90,13,19,0,22.0,1,50,True,2017/2018,Cheikhou,Kouyaté,West Ham United,Newcastle United,17,15,2.0,3.0,1.1111111111111112
2575,0,0,0,5.4,451,191,3,0,2.3,18.0,0,90,2,20,0,0.0,2,50,False,2017/2018,Cheikhou,Kouyaté,West Ham United,AFC Bournemouth,17,18,3.0,3.0,1.0909090909090908
2576,0,0,0,28.0,451,220,1,0,4.7,13.0,2,90,19,22,0,6.0,2,50,True,2017/2018,Cheikhou,Kouyaté,West Ham United,West Bromwich Albion,15,19,2.0,1.0,1.2
2577,0,0,0,4.6,451,208,1,0,2.5,13.2,0,90,17,22,0,7.0,2,50,False,2017/2018,Cheikhou,Kouyaté,West Ham United,Tottenham Hotspur,15,5,1.0,1.0,1.2
2578,1,0,0,12.2,451,224,1,0,7.4,23.6,1,90,8,23,0,38.0,5,50,False,2017/2018,Cheikhou,Kouyaté,West Ham United,Huddersfield Town,11,14,4.0,1.0,1.3333333333333333
2579,0,0,0,31.8,451,240,1,0,4.6,10.0,2,89,2,24,0,4.0,2,50,True,2017/2018,Cheikhou,Kouyaté,West Ham United,AFC Bournemouth,11,12,1.0,1.0,1.1818181818181819
2580,0,0,0,24.3,451,243,1,0,4.7,18.6,1,85,6,25,0,4.0,2,50,True,2017/2018,Cheikhou,Kouyaté,West Ham United,Crystal Palace,12,13,1.0,1.0,1.1666666666666667
2581,0,0,0,4.1,451,253,3,0,2.4,14.0,0,90,3,26,0,6.0,2,50,False,2017/2018,Cheikhou,Kouyaté,West Ham United,Brighton and Hove Albion,12,13,1.0,3.0,1.3076923076923077
2582,0,0,1,1.5,451,270,0,0,2.1,6.6,0,90,18,27,0,13.0,3,50,True,2017/2018,Cheikhou,Kouyaté,West Ham United,Watford,12,11,2.0,0.0,1.2307692307692308
2583,1,0,0,24.3,451,277,4,0,5.5,30.4,2,90,10,28,0,0.0,4,50,False,2017/2018,Cheikhou,Kouyaté,West Ham United,Liverpool,13,3,1.0,4.0,1.2857142857142858
3698,0,0,0,0.0,439,9,0,0,0.0,0.0,0,0,12,1,0,0.0,0,45,False,2017/2018,Darren,Randolph,West Ham United,Manchester United,20,1,0.0,4.0,0.0
3699,0,0,0,0.0,439,15,0,0,0.0,0.0,0,0,14,2,0,0.0,0,45,False,2017/2018,Darren,Randolph,West Ham United,Southampton,20,7,2.0,3.0,1.0
3700,0,0,0,0.0,439,26,0,0,0.0,0.0,0,0,13,3,0,0.0,0,45,False,2017/2018,Darren,Randolph,West Ham United,Newcastle United,20,14,0.0,3.0,0.6666666666666666
3701,0,0,0,0.0,439,40,0,0,0.0,0.0,0,0,8,4,0,0.0,0,45,True,2017/2018,Darren,Randolph,West Ham United,Huddersfield Town,18,6,2.0,0.0,2.0
3702,0,0,0,0.0,439,48,0,0,0.0,0.0,0,0,19,5,0,0.0,0,45,False,2017/2018,Darren,Randolph,West Ham United,West Bromwich Albion,17,10,0.0,0.0,0.5
3703,0,0,0,0.0,439,58,0,0,0.0,0.0,0,0,17,6,0,0.0,0,45,True,2017/2018,Darren,Randolph,West Ham United,Tottenham Hotspur,18,4,2.0,3.0,2.0
3704,0,0,0,0.0,439,67,0,0,0.0,0.0,0,0,16,7,0,0.0,0,45,True,2017/2018,Darren,Randolph,West Ham United,Swansea City,15,18,1.0,0.0,1.6666666666666667
3705,0,0,0,0.0,439,72,0,0,0.0,0.0,0,0,4,8,0,0.0,0,45,False,2017/2018,Darren,Randolph,West Ham United,Burnley,15,7,1.0,1.0,0.6
3706,0,0,0,0.0,439,90,0,0,0.0,0.0,0,0,3,9,0,0.0,0,45,True,2017/2018,Darren,Randolph,West Ham United,Brighton and Hove Albion,16,12,0.0,3.0,1.25
3707,0,0,0,0.0,439,95,0,0,0.0,0.0,0,0,6,10,0,0.0,0,45,False,2017/2018,Darren,Randolph,West Ham United,Crystal Palace,16,20,2.0,2.0,0.8333333333333334
3708,0,0,0,0.0,439,109,0,0,0.0,0.0,0,0,10,11,0,0.0,0,45,True,2017/2018,Darren,Randolph,West Ham United,Liverpool,18,5,1.0,4.0,1.2
3709,0,0,0,0.0,439,119,0,0,0.0,0.0,0,0,18,12,0,0.0,0,45,False,2017/2018,Darren,Randolph,West Ham United,Watford,18,8,0.0,2.0,0.7142857142857143
3710,0,0,0,0.0,439,129,0,0,0.0,0.0,0,0,9,13,0,0.0,0,45,True,2017/2018,Darren,Randolph,West Ham United,Leicester City,18,12,1.0,1.0,1.1666666666666667
3711,0,0,0,0.0,439,138,0,0,0.0,0.0,0,0,7,14,0,0.0,0,45,False,2017/2018,Darren,Randolph,West Ham United,Everton,18,13,0.0,4.0,0.625
3712,0,0,0,0.0,439,147,0,0,0.0,0.0,0,0,11,15,0,0.0,0,45,False,2017/2018,Darren,Randolph,West Ham United,Manchester City,19,1,1.0,2.0,0.6666666666666666
3713,0,0,0,0.0,439,159,0,0,0.0,0.0,0,0,5,16,0,0.0,0,45,True,2017/2018,Darren,Randolph,West Ham United,Chelsea,18,3,1.0,0.0,1.1428571428571428
3714,0,0,0,0.0,439,170,0,0,0.0,0.0,0,0,1,17,0,0.0,0,45,True,2017/2018,Darren,Randolph,West Ham United,Arsenal,19,7,0.0,0.0,1.0
3715,0,0,0,0.0,439,178,0,0,0.0,0.0,0,0,15,18,0,0.0,0,45,False,2017/2018,Darren,Randolph,West Ham United,Stoke City,15,17,3.0,0.0,0.9
3716,0,0,0,0.0,439,190,0,0,0.0,0.0,0,0,13,19,0,0.0,0,45,True,2017/2018,Darren,Randolph,West Ham United,Newcastle United,17,15,2.0,3.0,1.1111111111111112
3717,0,0,0,0.0,439,191,0,0,0.0,0.0,0,0,2,20,0,0.0,0,45,False,2017/2018,Darren,Randolph,West Ham United,AFC Bournemouth,17,18,3.0,3.0,1.0909090909090908
3718,0,0,0,0.0,439,220,0,0,0.0,0.0,0,0,19,22,0,0.0,0,45,True,2017/2018,Darren,Randolph,West Ham United,West Bromwich Albion,15,19,2.0,1.0,1.2
3719,0,0,0,0.0,439,208,0,0,0.0,0.0,0,0,17,22,0,0.0,0,45,False,2017/2018,Darren,Randolph,West Ham United,Tottenham Hotspur,15,5,1.0,1.0,1.2
3720,0,0,0,0.0,439,224,0,0,0.0,0.0,0,0,8,23,0,0.0,0,45,False,2017/2018,Darren,Randolph,West Ham United,Huddersfield Town,11,14,4.0,1.0,1.3333333333333333
3721,0,0,0,0.0,439,240,0,0,0.0,0.0,0,0,2,24,0,0.0,0,45,True,2017/2018,Darren,Randolph,West Ham United,AFC Bournemouth,11,12,1.0,1.0,1.1818181818181819
3722,0,0,0,0.0,439,243,0,0,0.0,0.0,0,0,6,25,0,0.0,0,45,True,2017/2018,Darren,Randolph,West Ham United,Crystal Palace,12,13,1.0,1.0,1.1666666666666667
3723,0,0,0,0.0,439,253,0,0,0.0,0.0,0,0,3,26,0,0.0,0,45,False,2017/2018,Darren,Randolph,West Ham United,Brighton and Hove Albion,12,13,1.0,3.0,1.3076923076923077
3724,0,0,0,0.0,439,270,0,0,0.0,0.0,0,0,18,27,0,0.0,0,45,True,2017/2018,Darren,Randolph,West Ham United,Watford,12,11,2.0,0.0,1.2307692307692308
3725,0,0,0,0.0,439,277,0,0,0.0,0.0,0,0,10,28,0,0.0,0,45,False,2017/2018,Darren,Randolph,West Ham United,Liverpool,13,3,1.0,4.0,1.2857142857142858
4085,0,0,0,1.1,510,9,2,0,0.5,4.2,0,29,12,1,0,0.0,0,45,False,2017/2018,Declan,Rice,West Ham United,Manchester United,20,1,0.0,4.0,0.0
4086,0,0,0,0.9,510,15,2,0,0.9,8.0,0,75,14,2,0,0.0,1,45,False,2017/2018,Declan,Rice,West Ham United,Southampton,20,7,2.0,3.0,1.0
4087,0,0,0,0.4,510,26,1,0,1.4,13.2,0,45,13,3,0,0.0,1,45,False,2017/2018,Declan,Rice,West Ham United,Newcastle United,20,14,0.0,3.0,0.6666666666666666
4088,0,0,0,0.0,510,40,0,0,0.0,0.0,0,1,8,4,0,0.0,1,45,True,2017/2018,Declan,Rice,West Ham United,Huddersfield Town,18,6,2.0,0.0,2.0
4089,0,0,0,0.0,510,48,0,0,0.0,0.0,0,0,19,5,0,0.0,0,45,False,2017/2018,Declan,Rice,West Ham United,West Bromwich Albion,17,10,0.0,0.0,0.5
4090,0,0,0,0.0,510,58,0,0,0.0,0.0,0,0,17,6,0,0.0,0,45,True,2017/2018,Declan,Rice,West Ham United,Tottenham Hotspur,18,4,2.0,3.0,2.0
4091,0,0,0,0.0,510,67,0,0,0.0,0.0,0,0,16,7,0,0.0,0,45,True,2017/2018,Declan,Rice,West Ham United,Swansea City,15,18,1.0,0.0,1.6666666666666667
4092,0,0,0,0.0,510,72,0,0,0.0,0.0,0,0,4,8,0,0.0,0,45,False,2017/2018,Declan,Rice,West Ham United,Burnley,15,7,1.0,1.0,0.6
4093,0,0,0,0.0,510,90,0,0,0.0,0.0,0,0,3,9,0,0.0,0,44,True,2017/2018,Declan,Rice,West Ham United,Brighton and Hove Albion,16,12,0.0,3.0,1.25
4094,0,0,0,0.0,510,95,1,0,0.2,2.0,0,14,6,10,0,0.0,1,44,False,2017/2018,Declan,Rice,West Ham United,Crystal Palace,16,20,2.0,2.0,0.8333333333333334
4095,0,0,0,0.0,510,109,0,0,0.0,0.0,0,0,10,11,0,0.0,0,44,True,2017/2018,Declan,Rice,West Ham United,Liverpool,18,5,1.0,4.0,1.2
4096,0,0,0,0.0,510,119,0,0,0.0,0.0,0,0,18,12,0,0.0,0,44,False,2017/2018,Declan,Rice,West Ham United,Watford,18,8,0.0,2.0,0.7142857142857143
4097,0,0,0,0.0,510,129,0,0,0.0,0.0,0,0,9,13,0,0.0,0,44,True,2017/2018,Declan,Rice,West Ham United,Leicester City,18,12,1.0,1.0,1.1666666666666667
4098,0,0,0,0.0,510,138,1,0,0.4,0.0,0,13,7,14,0,4.0,1,44,False,2017/2018,Declan,Rice,West Ham United,Everton,18,13,0.0,4.0,0.625
4099,0,0,0,0.0,510,147,2,0,2.1,21.4,0,90,11,15,0,0.0,0,44,False,2017/2018,Declan,Rice,West Ham United,Manchester City,19,1,1.0,2.0,0.6666666666666666
4100,0,0,0,0.0,510,159,0,0,0.0,0.0,0,0,5,16,0,0.0,0,44,True,2017/2018,Declan,Rice,West Ham United,Chelsea,18,3,1.0,0.0,1.1428571428571428
4101,0,0,0,0.0,510,170,0,0,0.0,0.0,0,0,1,17,0,0.0,0,44,True,2017/2018,Declan,Rice,West Ham United,Arsenal,19,7,0.0,0.0,1.0
4102,0,0,0,1.2,510,178,0,0,1.3,12.0,0,55,15,18,0,0.0,1,44,False,2017/2018,Declan,Rice,West Ham United,Stoke City,15,17,3.0,0.0,0.9
4103,0,0,0,0.0,510,190,0,0,0.0,0.0,0,0,13,19,0,0.0,0,44,True,2017/2018,Declan,Rice,West Ham United,Newcastle United,17,15,2.0,3.0,1.1111111111111112
4104,0,0,0,0.0,510,191,1,0,0.2,2.0,0,11,2,20,0,0.0,1,44,False,2017/2018,Declan,Rice,West Ham United,AFC Bournemouth,17,18,3.0,3.0,1.0909090909090908
4105,0,0,0,0.5,510,220,0,0,0.8,7.4,0,14,19,22,0,0.0,1,44,True,2017/2018,Declan,Rice,West Ham United,West Bromwich Albion,15,19,2.0,1.0,1.2
4106,0,0,0,0.1,510,208,1,0,3.1,31.0,0,90,17,22,0,0.0,2,44,False,2017/2018,Declan,Rice,West Ham United,Tottenham Hotspur,15,5,1.0,1.0,1.2
4107,0,0,0,0.0,510,224,0,0,0.2,2.0,0,5,8,23,0,0.0,1,44,False,2017/2018,Declan,Rice,West Ham United,Huddersfield Town,11,14,4.0,1.0,1.3333333333333333
