,assists,bonus,clean_sheets,creativity,id,fixture,goals_conceded,goals_scored,ict_index,influence,key_passes,minutes,opponent_team,round,saves,threat,total_points,value,was_home,season,first_name,name,team,opponents,position,opponent_position,team_goals,opposition_goals,team_pot
1133,0,0,0,0.0,457,224,0,0,0.0,0.0,0,0,8,23,0,0.0,0,58,False,2017/2018,Andy,Carroll,West Ham United,Huddersfield Town,11,14,4.0,1.0,1.3333333333333333
1134,0,0,0,0.0,457,240,0,0,0.0,0.0,0,0,2,24,0,0.0,0,58,True,2017/2018,Andy,Carroll,West Ham United,AFC Bournemouth,11,12,1.0,1.0,1.1818181818181819
1135,0,0,0,0.0,457,243,0,0,0.0,0.0,0,0,6,25,0,0.0,0,58,True,2017/2018,Andy,Carroll,West Ham United,Crystal Palace,12,13,1.0,1.0,1.1666666666666667
1136,0,0,0,0.0,457,253,0,0,0.0,0.0,0,0,3,26,0,0.0,0,58,False,2017/2018,Andy,Carroll,West Ham United,Brighton and Hove Albion,12,13,1.0,3.0,1.3076923076923077
1137,0,0,0,0.0,457,270,0,0,0.0,0.0,0,0,18,27,0,0.0,0,57,True,2017/2018,Andy,Carroll,West Ham United,Watford,12,11,2.0,0.0,1.2307692307692308
1138,0,0,0,0.0,457,277,0,0,0.0,0.0,0,0,10,28,0,0.0,0,57,False,2017/2018,Andy,Carroll,West Ham United,Liverpool,13,3,1.0,4.0,1.2857142857142858
1167,0,0,0,0.5,444,9,4,0,1.4,13.2,0,90,12,1,0,0.0,-1,45,False,2017/2018,Angelo,Ogbonna,West Ham United,Manchester United,20,1,0.0,4.0,0.0
1168,0,0,0,0.7,444,15,3,0,1.8,16.8,0,90,14,2,0,0.0,1,45,False,2017/2018,Angelo,Ogbonna,West Ham United,Southampton,20,7,2.0,3.0,1.0
1169,0,0,0,0.3,444,26,3,0,1.1,10.4,0,90,13,3,0,0.0,1,45,False,2017/2018,Angelo,Ogbonna,West Ham United,Newcastle United,20,14,0.0,3.0,0.6666666666666666
1170,0,0,0,0.0,444,40,0,0,0.0,0.0,0,0,8,4,0,0.0,0,45,True,2017/2018,Angelo,Ogbonna,West Ham United,Huddersfield Town,18,6,2.0,0.0,2.0
1171,0,0,0,0.0,444,48,0,0,0.0,0.0,0,0,19,5,0,0.0,0,45,False,2017/2018,Angelo,Ogbonna,West Ham United,West Bromwich Albion,17,10,0.0,0.0,0.5
1172,0,0,0,10.9,444,58,3,0,3.7,26.2,1,90,17,6,0,0.0,1,44,True,2017/2018,Angelo,Ogbonna,West Ham United,Tottenham Hotspur,18,4,2.0,3.0,2.0
1173,0,0,0,0.0,444,67,0,0,0.0,0.0,0,0,16,7,0,0.0,0,44,True,2017/2018,Angelo,Ogbonna,West Ham United,Swansea City,15,18,1.0,0.0,1.6666666666666667
1174,0,0,0,0.0,444,72,0,0,0.0,0.0,0,0,4,8,0,0.0,0,44,False,2017/2018,Angelo,Ogbonna,West Ham United,Burnley,15,7,1.0,1.0,0.6
1175,0,0,0,0.0,444,90,0,0,0.0,0.0,0,0,3,9,0,0.0,0,44,True,2017/2018,Angelo,Ogbonna,West Ham United,Brighton and Hove Albion,16,12,0.0,3.0,1.25
1176,0,0,0,10.2,444,95,2,0,4.1,23.6,1,90,6,10,0,7.0,1,44,False,2017/2018,Angelo,Ogbonna,West Ham United,Crystal Palace,16,20,2.0,2.0,0.8333333333333334
1177,0,0,0,0.7,444,109,4,0,1.2,11.6,0,90,10,11,0,0.0,0,44,True,2017/2018,Angelo,Ogbonna,West Ham United,Liverpool,18,5,1.0,4.0,1.2
1178,0,0,0,0.5,444,119,2,0,2.4,23.8,0,90,18,12,0,0.0,1,44,False,2017/2018,Angelo,Ogbonna,West Ham United,Watford,18,8,0.0,2.0,0.7142857142857143
1179,0,0,0,1.0,444,129,1,0,2.8,10.2,0,90,9,13,0,17.0,2,43,True,2017/2018,Angelo,Ogbonna,West Ham United,Leicester City,18,12,1.0,1.0,1.1666666666666667
1180,0,0,0,1.2,444,138,4,0,2.5,23.4,0,90,7,14,0,0.0,0,43,False,2017/2018,Angelo,Ogbonna,West Ham United,Everton,18,13,0.0,4.0,0.625
1181,0,0,0,1.3,444,147,2,1,7.0,51.6,0,90,11,15,0,17.0,7,43,False,2017/2018,Angelo,Ogbonna,West Ham United,Manchester City,19,1,1.0,2.0,0.6666666666666666
1182,0,3,1,10.3,444,159,0,0,5.0,37.2,1,90,5,16,0,2.0,9,43,True,2017/2018,Angelo,Ogbonna,West Ham United,Chelsea,18,3,1.0,0.0,1.1428571428571428
1183,0,1,1,0.0,444,170,0,0,3.5,35.4,0,90,1,17,0,0.0,7,43,True,2017/2018,Angelo,Ogbonna,West Ham United,Arsenal,19,7,0.0,0.0,1.0
1184,0,0,1,0.0,444,178,0,0,1.8,18.0,0,90,15,18,0,0.0,6,43,False,2017/2018,Angelo,Ogbonna,West Ham United,Stoke City,15,17,3.0,0.0,0.9
1185,0,0,0,15.3,444,190,3,0,4.2,15.0,1,90,13,19,0,12.0,1,44,True,2017/2018,Angelo,Ogbonna,West Ham United,Newcastle United,17,15,2.0,3.0,1.1111111111111112
1186,0,0,0,0.1,444,191,3,0,1.9,16.8,0,90,2,20,0,2.0,0,44,False,2017/2018,Angelo,Ogbonna,West Ham United,AFC Bournemouth,17,18,3.0,3.0,1.0909090909090908
1187,0,0,0,0.3,444,220,1,0,2.8,27.4,0,90,19,22,0,0.0,2,44,True,2017/2018,Angelo,Ogbonna,West Ham United,West Bromwich Albion,15,19,2.0,1.0,1.2
1188,0,0,0,0.0,444,208,1,0,3.4,34.2,0,90,17,22,0,0.0,2,44,False,2017/2018,Angelo,Ogbonna,West Ham United,Tottenham Hotspur,15,5,1.0,1.0,1.2
1189,0,0,0,0.2,444,224,1,0,6.8,16.0,0,90,8,23,0,52.0,2,45,False,2017/2018,Angelo,Ogbonna,West Ham United,Huddersfield Town,11,14,4.0,1.0,1.3333333333333333
1190,0,0,0,4.6,444,240,1,0,1.7,12.8,0,90,2,24,0,0.0,1,45,True,2017/2018,Angelo,Ogbonna,West Ham United,AFC Bournemouth,11,12,1.0,1.0,1.1818181818181819
1191,0,0,0,0.1,444,243,1,0,1.7,10.8,0,90,6,25,0,6.0,2,45,True,2017/2018,Angelo,Ogbonna,West Ham United,Crystal Palace,12,13,1.0,1.0,1.1666666666666667
1192,0,0,0,0.8,444,253,3,0,3.1,28.6,0,90,3,26,0,2.0,1,45,False,2017/2018,Angelo,Ogbonna,West Ham United,Brighton and Hove Albion,12,13,1.0,3.0,1.3076923076923077
1193,0,0,1,0.1,444,270,0,0,2.8,28.2,0,90,18,27,0,0.0,6,45,True,2017/2018,Angelo,Ogbonna,West Ham United,Watford,12,11,2.0,0.0,1.2307692307692308
1194,0,0,0,0.2,444,277,4,0,1.9,19.2,0,90,10,28,0,0.0,0,44,False,2017/2018,Angelo,Ogbonna,West Ham United,Liverpool,13,3,1.0,4.0,1.2857142857142858
1279,0,0,0,0.0,567,119,0,0,0.0,0.0,0,0,18,12,0,0.0,0,50,False,2017/2018,Antonio,Martinez Lopez,West Ham United,Watford,18,8,0.0,2.0,0.7142857142857143
1280,0,0,0,0.0,567,129,0,0,0.0,0.0,0,0,9,13,0,0.0,0,50,True,2017/2018,Antonio,Martinez Lopez,West Ham United,Leicester City,18,12,1.0,1.0,1.1666666666666667
1281,0,0,0,0.0,567,138,0,0,0.0,0.0,0,0,7,14,0,0.0,0,50,False,2017/2018,Antonio,Martinez Lopez,West Ham United,Everton,18,13,0.0,4.0,0.625
1282,0,0,0,0.0,567,147,0,0,0.0,0.0,0,0,11,15,0,0.0,0,50,False,2017/2018,Antonio,Martinez Lopez,West Ham United,Manchester City,19,1,1.0,2.0,0.6666666666666666
1283,0,0,0,0.0,567,159,0,0,0.0,0.0,0,0,5,16,0,0.0,0,50,True,2017/2018,Antonio,Martinez Lopez,West Ham United,Chelsea,18,3,1.0,0.0,1.1428571428571428
1284,0,0,0,0.0,567,170,0,0,0.0,0.0,0,0,1,17,0,0.0,0,50,True,2017/2018,Antonio,Martinez Lopez,West Ham United,Arsenal,19,7,0.0,0.0,1.0
1285,0,0,0,0.0,567,178,0,0,0.0,0.0,0,0,15,18,0,0.0,0,50,False,2017/2018,Antonio,Martinez Lopez,West Ham United,Stoke City,15,17,3.0,0.0,0.9
1286,0,0,0,0.0,567,190,0,0,0.0,0.0,0,0,13,19,0,0.0,0,50,True,2017/2018,Antonio,Martinez Lopez,West Ham United,Newcastle United,17,15,2.0,3.0,1.1111111111111112
1287,0,0,0,0.0,567,191,0,0,0.0,0.0,0,0,2,20,0,0.0,0,50,False,2017/2018,Antonio,Martinez Lopez,West Ham United,AFC Bournemouth,17,18,3.0,3.0,1.0909090909090908
1288,0,0,0,0.0,567,220,0,0,0.0,0.0,0,0,19,22,0,0.0,0,50,True,2017/2018,Antonio,Martinez Lopez,West Ham United,West Bromwich Albion,15,19,2.0,1.0,1.2
1289,0,0,0,0.0,567,208,0,0,0.0,0.0,0,0,17,22,0,0.0,0,50,False,2017/2018,Antonio,Martinez Lopez,West Ham United,Tottenham Hotspur,15,5,1.0,1.0,1.2
1290,0,0,0,0.0,567,224,0,0,0.0,0.0,0,0,8,23,0,0.0,0,50,False,2017/2018,Antonio,Martinez Lopez,West Ham United,Huddersfield Town,11,14,4.0,1.0,1.3333333333333333
1291,0,0,0,0.0,567,240,0,0,0.0,0.0,0,0,2,24,0,0.0,0,50,True,2017/2018,Antonio,Martinez Lopez,West Ham United,AFC Bournemouth,11,12,1.0,1.0,1.1818181818181819
1292,0,0,0,0.0,567,243,0,0,0.0,0.0,0,0,6,25,0,0.0,0,50,True,2017/2018,Antonio,Martinez Lopez,West Ham United,Crystal Palace,12,13,1.0,1.0,1.1666666666666667
1293,0,0,0,0.0,567,253,0,0,0.0,0.0,0,0,3,26,0,0.0,0,50,False,2017/2018,Antonio,Martinez Lopez,West Ham United,Brighton and Hove Albion,12,13,1.0,3.0,1.3076923076923077
1294,0,0,0,0.0,567,270,0,0,0.0,0.0,0,0,18,27,0,0.0,0,50,True,2017/2018,Antonio,Martinez Lopez,West Ham United,Watford,12,11,2.0,0.0,1.2307692307692308
1295,0,0,0,0.0,567,277,0,0,0.0,0.0,0,0,10,28,0,0.0,0,50,False,2017/2018,Antonio,Martinez Lopez,West Ham United,Liverpool,13,3,1.0,4.0,1.2857142857142858
1352,0,0,0,1.8,446,9,2,0,2.2,20.2,0,80,12,1,0,0.0,1,45,False,2017/2018,Arthur,Masuaku,West Ham United,Manchester United,20,1,0.0,4.0,0.0
1353,0,0,0,0.0,446,15,0,0,0.0,0.0,0,0,14,2,0,0.0,0,45,False,2017/2018,Arthur,Masuaku,West Ham United,Southampton,20,7,2.0,3.0,1.0
1354,0,0,0,0.0,446,26,0,0,0.0,0.0,0,0,13,3,0,0.0,0,45,False,2017/2018,Arthur,Masuaku,West Ham United,Newcastle United,20,14,0.0,3.0,0.6666666666666666
1355,0,0,0,0.0,446,40,0,0,0.0,0.0,0,0,8,4,0,0.0,0,44,True,2017/2018,Arthur,Masuaku,West Ham United,Huddersfield Town,18,6,2.0,0.0,2.0
1356,0,0,0,0.0,446,48,0,0,0.0,0.0,0,0,19,5,0,0.0,0,44,False,2017/2018,Arthur,Masuaku,West Ham United,West Bromwich Albion,17,10,0.0,0.0,0.5
1357,1,0,0,18.5,446,58,0,0,3.9,20.6,1,16,17,6,0,0.0,4,44,True,2017/2018,Arthur,Masuaku,West Ham United,Tottenham Hotspur,18,4,2.0,3.0,2.0
1358,1,0,0,28.6,446,67,0,0,5.3,24.4,2,12,16,7,0,0.0,4,44,True,2017/2018,Arthur,Masuaku,West Ham United,Swansea City,15,18,1.0,0.0,1.6666666666666667
1359,0,0,0,0.0,446,72,0,0,0.0,0.0,0,2,4,8,0,0.0,1,44,False,2017/2018,Arthur,Masuaku,West Ham United,Burnley,15,7,1.0,1.0,0.6
