,player_id,name,season,round,team_rank,opponent_team_rank,team_pot,opp_pot,concede_pot,opp_concede_pot,prev_points,form_points,total_points,long_form,ict_form
1770,49,Callum Wilson,2016/17,1,20,1,3.0,3.0,4.0,3.0,0.0,0.0,2,0.0,0.0
1846,51,Grabban,2016/17,1,20,1,3.0,3.0,4.0,3.0,0.0,0.0,4,0.0,0.0
1884,52,Afobe,2016/17,1,20,1,3.0,3.0,4.0,3.0,0.0,0.0,1,0.0,0.0
2454,67,Vokes,2016/17,1,18,6,0.0,1.0,1.0,0.0,0.0,0.0,2,0.0,0.0
2492,68,Gray,2016/17,1,18,6,0.0,1.0,1.0,0.0,0.0,0.0,2,0.0,0.0
2530,69,Jutkiewicz,2016/17,1,18,6,0.0,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0
3533,96,Batshuayi,2016/17,1,3,17,1.0,2.0,3.0,1.0,0.0,0.0,4,0.0,0.0
3570,97,Costa,2016/17,1,3,17,1.0,2.0,3.0,1.0,0.0,0.0,5,0.0,0.0
4495,122,Wickham,2016/17,1,19,7,0.0,2.0,2.0,1.0,0.0,0.0,2,0.0,0.0
5324,144,Koné,2016/17,1,8,12,0.0,1.0,2.0,0.0,0.0,0.0,1,0.0,0.0
6045,163,Hernández,2016/17,1,4,15,1.0,1.0,1.0,1.0,0.0,0.0,5,0.0,0.0
6083,164,Diomande,2016/17,1,4,15,1.0,1.0,1.0,1.0,0.0,0.0,8,0.0,0.0
6824,184,Vardy,2016/17,1,15,4,1.0,1.0,1.0,1.0,0.0,0.0,2,0.0,0.0
6861,185,Ulloa,2016/17,1,15,4,1.0,1.0,1.0,1.0,0.0,0.0,1,0.0,0.0
6898,186,Okazaki,2016/17,1,15,4,1.0,1.0,1.0,1.0,0.0,0.0,1,0.0,0.0
6935,187,Musa,2016/17,1,15,4,1.0,1.0,1.0,1.0,0.0,0.0,2,0.0,0.0
8071,217,Origi,2016/17,1,2,14,4.0,3.0,3.0,4.0,0.0,0.0,1,0.0,0.0
8865,239,Agüero,2016/17,1,5,16,2.0,1.0,1.0,1.0,0.0,0.0,9,0.0,0.0
8938,241,Iheanacho,2016/17,1,5,16,2.0,1.0,1.0,1.0,0.0,0.0,1,0.0,0.0
9950,269,Rooney,2016/17,1,1,20,3.0,3.0,3.0,4.0,0.0,0.0,7,0.0,0.0
10058,272,Ibrahimovic,2016/17,1,1,20,3.0,3.0,3.0,4.0,0.0,0.0,9,0.0,0.0
10760,291,Nugent,2016/17,1,9,11,3.0,1.0,4.0,3.0,0.0,0.0,1,0.0,0.0
11557,313,Long,2016/17,1,10,13,0.0,1.0,2.0,1.0,0.0,0.0,2,0.0,0.0
11593,314,Austin,2016/17,1,10,13,0.0,1.0,2.0,1.0,0.0,0.0,1,0.0,0.0
12443,337,Diouf,2016/17,1,11,9,1.0,3.0,3.0,4.0,0.0,0.0,2,0.0,0.0
13072,354,Borini,2016/17,1,16,5,1.0,2.0,1.0,1.0,0.0,0.0,2,0.0,0.0
13109,355,Defoe,2016/17,1,16,5,1.0,2.0,1.0,1.0,0.0,0.0,8,0.0,0.0
14020,379,Barrow,2016/17,1,6,18,1.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0
14911,403,Kane,2016/17,1,12,8,1.0,0.0,0.0,2.0,0.0,0.0,2,0.0,0.0
14985,405,Janssen,2016/17,1,12,8,1.0,0.0,0.0,2.0,0.0,0.0,1,0.0,0.0
15725,425,Deeney,2016/17,1,13,10,1.0,0.0,1.0,2.0,0.0,0.0,5,0.0,0.0
15762,426,Ighalo,2016/17,1,13,10,1.0,0.0,1.0,2.0,0.0,0.0,2,0.0,0.0
16576,448,Berahino,2016/17,1,11,19,1.0,0.0,3.0,2.0,0.0,0.0,2,0.0,0.0
16613,449,Rondón,2016/17,1,7,19,2.0,0.0,1.0,2.0,0.0,0.0,8,0.0,0.0
17334,468,Carroll,2016/17,1,17,3,2.0,1.0,1.0,3.0,0.0,0.0,2,0.0,0.0
17372,469,Valencia,2016/17,1,8,3,0.0,1.0,2.0,3.0,0.0,0.0,5,0.0,0.0
17712,478,Negredo,2016/17,1,9,11,3.0,1.0,4.0,3.0,0.0,0.0,9,0.0,0.0
18524,500,Llorente,2016/17,1,6,18,1.0,0.0,0.0,1.0,0.0,0.0,5,0.0,0.0
868,25,Giroud,2016/17,2,13,15,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1771,49,Callum Wilson,2016/17,2,20,10,0.0,2.0,0.0,0.0,2.0,0.0,2,0.0,0.0
1847,51,Grabban,2016/17,2,20,10,0.0,2.0,0.0,0.0,4.0,0.0,1,0.0,0.0
2455,67,Vokes,2016/17,2,8,11,1.0,2.0,0.5,2.5,2.0,0.0,9,0.0,0.0
2493,68,Gray,2016/17,2,8,11,1.0,2.0,0.5,2.5,2.0,0.0,10,0.0,0.0
2531,69,Jutkiewicz,2016/17,2,8,11,1.0,2.0,0.5,2.5,1.0,0.0,1,0.0,0.0
3534,96,Batshuayi,2016/17,2,4,14,0.0,2.0,2.0,2.0,4.0,0.0,6,0.0,0.0
3571,97,Costa,2016/17,2,4,14,0.0,2.0,2.0,2.0,5.0,0.0,5,0.0,0.0
4496,122,Wickham,2016/17,2,19,7,0.0,1.0,1.0,0.0,2.0,0.0,2,0.0,0.0
5287,143,Lukaku,2016/17,2,5,9,2.0,2.0,1.0,0.0,0.0,0.0,1,0.0,0.0
6046,163,Hernández,2016/17,2,3,12,2.0,0.0,2.0,2.0,5.0,0.0,6,0.0,0.0
6084,164,Diomande,2016/17,2,3,12,2.0,0.0,2.0,2.0,8.0,0.0,2,0.0,0.0
6825,184,Vardy,2016/17,2,15,13,0.0,0.0,0.0,0.0,2.0,0.0,2,0.0,0.0
6862,185,Ulloa,2016/17,2,15,13,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0
6899,186,Okazaki,2016/17,2,15,13,0.0,0.0,0.0,0.0,1.0,0.0,2,0.0,0.0
6936,187,Musa,2016/17,2,15,13,0.0,0.0,0.0,0.0,2.0,0.0,1,0.0,0.0
7958,214,Sturridge,2016/17,2,11,8,2.0,1.0,2.5,0.5,0.0,0.0,2,0.0,0.0
8072,217,Origi,2016/17,2,11,8,2.0,1.0,2.5,0.5,1.0,0.0,1,0.0,0.0
8866,239,Agüero,2016/17,2,1,17,4.0,1.0,1.0,4.0,9.0,0.0,13,0.0,0.0
8939,241,Iheanacho,2016/17,2,1,17,4.0,1.0,1.0,4.0,1.0,0.0,4,0.0,0.0
9951,269,Rooney,2016/17,2,2,16,2.0,0.0,0.0,1.0,7.0,0.0,5,0.0,0.0
10059,272,Ibrahimovic,2016/17,2,2,16,2.0,0.0,0.0,1.0,9.0,0.0,13,0.0,0.0
10761,291,Nugent,2016/17,2,6,18,0.0,2.0,0.0,2.0,1.0,0.0,1,0.0,0.0
10835,293,Stuani,2016/17,2,6,18,0.0,2.0,0.0,2.0,0.0,0.0,13,0.0,0.0
11558,313,Long,2016/17,2,16,2,0.0,2.0,1.0,0.0,2.0,0.0,2,0.0,0.0
11594,314,Austin,2016/17,2,16,2,0.0,2.0,1.0,0.0,1.0,0.0,1,0.0,0.0
12444,337,Diouf,2016/17,2,17,1,1.0,4.0,4.0,1.0,2.0,0.0,2,0.0,0.0
13110,355,Defoe,2016/17,2,18,6,2.0,0.0,2.0,0.0,8.0,0.0,2,0.0,0.0
14021,379,Barrow,2016/17,2,12,3,0.0,2.0,2.0,2.0,2.0,0.0,2,0.0,0.0
14912,403,Kane,2016/17,2,7,19,1.0,0.0,0.0,1.0,2.0,0.0,5,0.0,0.0
14986,405,Janssen,2016/17,2,7,19,1.0,0.0,0.0,1.0,1.0,0.0,2,0.0,0.0
15726,425,Deeney,2016/17,2,14,4,2.0,0.0,2.0,2.0,5.0,0.0,1,0.0,0.0
15763,426,Ighalo,2016/17,2,14,4,2.0,0.0,2.0,2.0,2.0,0.0,2,0.0,0.0
16540,447,Lambert,2016/17,2,9,5,2.0,2.0,0.0,1.0,0.0,0.0,1,0.0,0.0
16577,448,Berahino,2016/17,2,17,5,1.0,2.0,4.0,1.0,2.0,0.0,1,0.0,0.0
16614,449,Rondón,2016/17,2,9,5,2.0,2.0,0.0,1.0,8.0,0.0,2,0.0,0.0
17373,469,Valencia,2016/17,2,5,20,2.0,0.0,1.0,0.0,5.0,0.0,2,0.0,0.0
17713,478,Negredo,2016/17,2,6,18,0.0,2.0,0.0,2.0,9.0,0.0,10,0.0,0.0
17898,483,Vydra,2016/17,2,14,4,2.0,0.0,2.0,2.0,0.0,0.0,1,0.0,0.0
18525,500,Llorente,2016/17,2,12,3,0.0,2.0,2.0,2.0,5.0,0.0,2,0.0,0.0
19497,526,Calleri,2016/17,2,10,20,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
19823,535,Fletcher,2016/17,2,10,20,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1772,49,Callum Wilson,2016/17,3,19,17,1.5,0.5,0.5,2.5,2.0,2.0,2,0.0,2.1666666666666665
1848,51,Grabban,2016/17,3,19,17,1.5,0.5,0.5,2.5,1.0,2.0,1,0.0,1.7666666666666666
2456,67,Vokes,2016/17,3,13,2,0.0,0.5,1.0,1.5,9.0,4.333333333333333,2,0.0,4.1000000000000005
2494,68,Gray,2016/17,3,13,2,0.0,0.5,1.0,1.5,10.0,4.666666666666667,2,0.0,4.566666666666666
3535,96,Batshuayi,2016/17,3,2,13,0.5,0.0,1.5,1.0,6.0,3.6666666666666665,1,0.0,3.7
3572,97,Costa,2016/17,3,2,13,0.5,0.0,1.5,1.0,5.0,5.0,5,0.0,10.233333333333333
4497,122,Wickham,2016/17,3,17,19,0.5,1.5,2.5,0.5,2.0,2.0,2,0.0,2.333333333333333
5288,143,Lukaku,2016/17,3,4,20,0.5,0.5,2.5,2.0,1.0,0.0,2,0.0,0.0
5326,144,Koné,2016/17,3,4,20,0.5,0.5,2.5,2.0,1.0,0.0,1,0.0,0.0
6047,163,Hernández,2016/17,3,5,3,1.0,2.0,0.5,2.0,6.0,4.333333333333333,2,0.0,6.300000000000002
6085,164,Diomande,2016/17,3,5,3,1.0,2.0,0.5,2.0,2.0,4.0,2,0.0,5.433333333333333
6826,184,Vardy,2016/17,3,9,14,1.0,1.0,0.5,1.0,2.0,4.0,8,0.0,6.400000000000001
6863,185,Ulloa,2016/17,3,9,14,1.0,1.0,0.5,1.0,1.0,1.0,1,0.0,0.3666666666666667
6900,186,Okazaki,2016/17,3,9,14,1.0,1.0,0.5,1.0,2.0,1.6666666666666667,2,0.0,3.4333333333333336
6937,187,Musa,2016/17,3,9,14,1.0,1.0,0.5,1.0,1.0,1.3333333333333333,1,0.0,2.7
7922,213,Christian Benteke,2016/17,3,17,19,0.5,1.5,2.5,0.5,0.0,0.0,2,0.0,0.0
7959,214,Sturridge,2016/17,3,11,7,1.6666666666666667,1.0,2.0,0.5,2.0,0.0,1,0.0,0.0
8073,217,Origi,2016/17,3,11,7,1.6666666666666667,1.0,2.0,0.5,1.0,1.0,1,0.0,0.6
8867,239,Agüero,2016/17,3,1,12,2.5,1.0,0.5,1.0,13.0,8.0,2,0.0,12.066666666666668
9952,269,Rooney,2016/17,3,3,5,2.0,1.0,2.0,0.5,5.0,5.333333333333333,4,0.0,12.133333333333333
10024,271,Rashford,2016/17,3,3,5,2.0,1.0,2.0,0.5,0.0,0.0,4,0.0,0.0
10060,272,Ibrahimovic,2016/17,3,3,5,2.0,1.0,2.0,0.5,13.0,8.0,2,0.0,11.433333333333332
10762,291,Nugent,2016/17,3,6,10,1.5,1.0,0.5,1.0,1.0,1.0,1,0.0,0.16666666666666666
10836,293,Stuani,2016/17,3,6,10,1.5,1.0,0.5,1.0,13.0,0.0,2,0.0,0.0
11559,313,Long,2016/17,3,15,16,0.5,1.0,2.5,0.5,2.0,1.6666666666666667,1,0.0,3.7
11595,314,Austin,2016/17,3,15,16,0.5,1.0,2.5,0.5,1.0,1.3333333333333333,2,0.0,0.7999999999999999
12408,336,Crouch,2016/17,3,20,4,0.5,0.5,2.0,2.5,0.0,0.0,2,0.0,0.0
12445,337,Diouf,2016/17,3,20,4,0.5,0.5,2.0,2.5,2.0,2.0,2,0.0,1.4666666666666668
13074,354,Borini,2016/17,3,16,15,1.0,0.5,0.5,2.5,2.0,0.0,2,0.0,0.0
13111,355,Defoe,2016/17,3,16,15,1.0,0.5,0.5,2.5,2.0,6.333333333333332,9,0.0,6.233333333333333
14022,379,Barrow,2016/17,3,14,9,1.0,1.0,1.0,0.5,2.0,3.0,5,0.0,7.633333333333333
14913,403,Kane,2016/17,3,7,11,1.0,1.6666666666666667,0.5,2.0,5.0,3.0,2,0.0,4.166666666666667
14987,405,Janssen,2016/17,3,7,11,1.0,1.6666666666666667,0.5,2.0,2.0,1.6666666666666667,2,0.0,5.366666666666667
15727,425,Deeney,2016/17,3,18,8,1.0,1.5,0.5,0.5,1.0,2.333333333333333,1,0.0,2.6
15764,426,Ighalo,2016/17,3,18,8,1.0,1.5,0.5,0.5,2.0,1.6666666666666667,1,0.0,3.0
16578,448,Berahino,2016/17,3,20,6,0.5,1.5,2.0,0.5,1.0,1.3333333333333333,1,0.0,0.5666666666666667
16615,449,Rondón,2016/17,3,10,6,1.0,1.5,1.0,0.5,2.0,4.0,2,0.0,8.633333333333335
17374,469,Valencia,2016/17,3,4,1,0.5,2.5,2.5,0.5,2.0,2.6666666666666665,1,0.0,4.766666666666667
17714,478,Negredo,2016/17,3,6,10,1.5,1.0,0.5,1.0,10.0,7.0,2,0.0,7.3
18526,500,Llorente,2016/17,3,14,9,1.0,1.0,1.0,0.5,2.0,3.0,2,0.0,7.800000000000002
19498,526,Calleri,2016/17,3,12,1,1.0,2.5,1.0,0.5,1.0,0.0,1,0.0,0.0
19824,535,Fletcher,2016/17,3,12,1,1.0,2.5,1.0,0.5,1.0,0.0,1,0.0,0.0
20214,546,McBurnie,2016/17,3,14,9,1.0,1.0,1.0,0.5,0.0,0.0,1,0.0,0.0
870,25,Giroud,2016/17,4,7,18,2.5,1.0,3.0,1.0,1.0,0.0,4,0.0,0.0
1773,49,Callum Wilson,2016/17,4,14,12,2.0,1.5,2.5,0.5,2.0,3.333333333333333,6,0.0,5.633333333333333
2457,67,Vokes,2016/17,4,15,8,1.0,2.5,1.3333333333333333,2.5,2.0,4.333333333333333,2,0.0,3.6666666666666665
2495,68,Gray,2016/17,4,15,8,1.0,2.5,1.3333333333333333,2.5,2.0,4.666666666666667,2,0.0,4.033333333333332
3536,96,Batshuayi,2016/17,4,2,13,1.0,1.0,2.0,1.5,1.0,2.6666666666666665,1,0.0,2.766666666666667
3573,97,Costa,2016/17,4,2,13,1.0,1.0,2.0,1.5,5.0,7.333333333333332,12,0.0,13.499999999999998
5289,143,Lukaku,2016/17,4,3,19,2.5,2.5,1.0,2.5,2.0,6.666666666666668,17,0.0,14.933333333333332
5327,144,Koné,2016/17,4,3,19,2.5,2.5,1.0,2.5,1.0,1.0,1,0.0,1.5333333333333334
6048,163,Hernández,2016/17,4,8,15,2.5,1.0,2.5,1.3333333333333333,2.0,3.333333333333333,2,0.0,5.433333333333335
6086,164,Diomande,2016/17,4,8,15,2.5,1.0,2.5,1.3333333333333333,2.0,2.0,2,0.0,2.1666666666666656
6827,184,Vardy,2016/17,4,16,6,1.0,4.0,2.5,1.0,8.0,5.333333333333333,6,0.0,8.133333333333335
6864,185,Ulloa,2016/17,4,16,6,1.0,4.0,2.5,1.0,1.0,1.0,1,0.0,0.6333333333333334
6901,186,Okazaki,2016/17,4,16,6,1.0,4.0,2.5,1.0,2.0,1.6666666666666667,1,0.0,2.7000000000000006
6938,187,Musa,2016/17,4,16,6,1.0,4.0,2.5,1.0,1.0,1.0,1,0.0,1.7333333333333332
7923,213,Christian Benteke,2016/17,4,11,9,1.0,2.0,1.0,3.0,2.0,0.0,7,0.0,0.0
7960,214,Sturridge,2016/17,4,6,16,4.0,1.0,1.0,2.5,1.0,2.6666666666666665,5,0.0,5.9
8904,240,Bony,2016/17,4,20,5,0.5,2.5,4.0,0.0,0.0,0.0,2,0.0,0.0
8941,241,Iheanacho,2016/17,4,1,4,3.0,1.5,1.0,1.0,4.0,5.0,10,0.0,6.666666666666668
9953,269,Rooney,2016/17,4,4,1,1.5,3.0,1.0,1.0,4.0,3.333333333333333,1,0.0,9.333333333333332
10025,271,Rashford,2016/17,4,4,1,1.5,3.0,1.0,1.0,4.0,0.0,1,0.0,0.0
10061,272,Ibrahimovic,2016/17,4,4,1,1.5,3.0,1.0,1.0,2.0,6.666666666666668,5,0.0,13.333333333333336
10837,293,Stuani,2016/17,4,9,11,2.0,1.0,3.0,1.0,2.0,5.666666666666668,2,0.0,5.8
11560,313,Long,2016/17,4,18,7,1.0,2.5,1.0,3.0,1.0,1.3333333333333333,1,0.0,4.9
13112,355,Defoe,2016/17,4,19,3,2.5,2.5,2.5,1.0,9.0,4.333333333333333,2,0.0,6.033333333333334
14023,379,Barrow,2016/17,4,13,2,1.0,1.0,1.5,2.0,5.0,2.6666666666666665,1,0.0,5.233333333333333
14914,403,Kane,2016/17,4,5,20,2.5,0.5,0.0,4.0,2.0,4.333333333333333,6,0.0,6.800000000000002
14988,405,Janssen,2016/17,4,5,20,2.5,0.5,0.0,4.0,2.0,1.6666666666666667,1,0.0,5.1000000000000005
15728,425,Deeney,2016/17,4,10,17,2.5,1.5,2.5,0.5,1.0,2.6666666666666665,6,0.0,3.0333333333333328
15765,426,Ighalo,2016/17,4,10,17,2.5,1.5,2.5,0.5,1.0,4.666666666666667,11,0.0,7.333333333333332
16579,448,Berahino,2016/17,4,20,14,0.5,2.0,4.0,2.5,1.0,1.3333333333333333,2,0.0,2.0
16616,449,Rondón,2016/17,4,12,14,1.5,2.0,0.5,2.5,2.0,1.6666666666666667,1,0.0,3.3333333333333344
17715,478,Negredo,2016/17,4,9,11,2.0,1.0,3.0,1.0,2.0,4.666666666666667,2,0.0,5.9
18527,500,Llorente,2016/17,4,13,2,1.0,1.0,1.5,2.0,2.0,2.0,2,0.0,6.2666666666666675
19499,526,Calleri,2016/17,4,17,10,1.5,2.5,0.5,2.5,1.0,1.0,1,0.0,0.6333333333333333
19825,535,Fletcher,2016/17,4,17,10,1.5,2.5,0.5,2.5,1.0,1.0,1,0.0,0.5666666666666667
20320,549,Pérez,2016/17,4,7,18,2.5,1.0,3.0,1.0,0.0,0.0,2,0.0,0.0
20353,550,Zaza,2016/17,4,17,10,1.5,2.5,0.5,2.5,0.0,0.0,1,0.0,0.0
20421,552,Okaka,2016/17,4,10,17,2.5,1.5,2.5,0.5,0.0,0.0,0,0.0,0.0
20455,553,Bamford,2016/17,4,9,8,2.0,2.5,3.0,2.5,0.0,0.0,1,0.0,0.0
20591,557,Keane,2016/17,4,8,15,2.5,1.0,2.5,1.3333333333333333,0.0,0.0,1,0.0,0.0
21345,579,Jonathan Benteke,2016/17,4,11,9,1.0,2.0,1.0,3.0,0.0,0.0,1,0.0,0.0
1774,49,Callum Wilson,2016/17,5,17,1,1.0,3.0,1.6666666666666667,0.3333333333333333,6.0,3.0,1,2.6,5.333333333333333
2458,67,Vokes,2016/17,5,16,11,0.0,1.6666666666666667,2.0,0.3333333333333333,2.0,1.6666666666666667,1,3.2,2.333333333333333
2496,68,Gray,2016/17,5,16,11,0.0,1.6666666666666667,2.0,0.3333333333333333,2.0,2.0,2,3.6,1.666666666666666
3574,97,Costa,2016/17,5,5,6,0.3333333333333333,1.75,2.333333333333333,1.5,12.0,7.666666666666668,6,6.6,15.666666666666664
5290,143,Lukaku,2016/17,5,2,13,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,17.0,10.333333333333334,12,0.0,16.233333333333334
6049,163,Hernández,2016/17,5,12,4,1.6666666666666667,2.333333333333333,0.6666666666666666,1.3333333333333333,2.0,2.0,2,3.4,3.100000000000001
6087,164,Diomande,2016/17,5,12,4,1.6666666666666667,2.333333333333333,0.6666666666666666,1.3333333333333333,2.0,1.6666666666666667,1,3.0,1.9333333333333325
6828,184,Vardy,2016/17,5,11,16,1.6666666666666667,0.0,0.3333333333333333,2.0,6.0,6.666666666666668,6,4.8,8.833333333333334
7924,213,Christian Benteke,2016/17,5,8,20,1.6666666666666667,0.6666666666666666,2.0,2.6666666666666665,7.0,3.6666666666666665,2,0.0,5.933333333333334
7961,214,Sturridge,2016/17,5,6,5,1.75,0.3333333333333333,1.5,2.333333333333333,5.0,2.333333333333333,1,0.0,6.066666666666666
8075,217,Origi,2016/17,5,6,5,1.75,0.3333333333333333,1.5,2.333333333333333,1.0,1.0,1,0.0,1.5333333333333332
8905,240,Bony,2016/17,5,20,8,0.6666666666666666,1.6666666666666667,2.6666666666666665,2.0,2.0,0.0,2,0.0,0.0
8942,241,Iheanacho,2016/17,5,1,17,3.0,1.0,0.3333333333333333,1.6666666666666667,10.0,8.0,10,0.0,11.333333333333336
9954,269,Rooney,2016/17,5,7,9,1.6666666666666667,1.6666666666666667,2.333333333333333,0.6666666666666666,1.0,2.0,1,3.6,8.733333333333333
10026,271,Rashford,2016/17,5,7,9,1.6666666666666667,1.6666666666666667,2.333333333333333,0.6666666666666666,1.0,3.6666666666666665,6,0.0,8.633333333333333
10062,272,Ibrahimovic,2016/17,5,7,9,1.6666666666666667,1.6666666666666667,2.333333333333333,0.6666666666666666,5.0,4.0,5,6.8,11.366666666666665
10764,291,Nugent,2016/17,5,13,2,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,1.0,1.0,1,0.0,0.2
11561,313,Long,2016/17,5,14,15,1.6666666666666667,0.6666666666666666,2.0,2.0,1.0,0.6666666666666666,0,1.2,4.166666666666667
11597,314,Austin,2016/17,5,14,15,1.6666666666666667,0.6666666666666666,2.0,2.0,2.0,2.6666666666666665,5,0.0,3.4000000000000004
12447,337,Diouf,2016/17,5,20,8,0.6666666666666666,1.6666666666666667,2.6666666666666665,2.0,2.0,1.6666666666666667,1,0.0,1.5
13113,355,Defoe,2016/17,5,19,3,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,2.0,4.333333333333333,2,4.6,5.733333333333333
14024,379,Barrow,2016/17,5,15,14,0.6666666666666666,1.6666666666666667,2.0,2.0,1.0,2.6666666666666665,2,2.4,4.466666666666666
14915,403,Kane,2016/17,5,3,19,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,6.0,5.666666666666668,9,4.8,11.166666666666664
14989,405,Janssen,2016/17,5,3,19,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1,1.4,1.9000000000000004
15729,425,Deeney,2016/17,5,9,7,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.333333333333333,6.0,4.333333333333333,6,3.8,5.7333333333333325
15766,426,Ighalo,2016/17,5,9,7,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.333333333333333,11.0,4.666666666666667,2,3.6,8.033333333333333
16617,449,Rondón,2016/17,5,10,18,1.0,1.0,2.0,2.0,1.0,4.333333333333333,10,4.6,5.033333333333334
17376,469,Valencia,2016/17,5,2,13,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,1.0,1.3333333333333333,1,0.0,2.9
17716,478,Negredo,2016/17,5,13,2,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,2.0,2.0,2,5.0,2.9
18528,500,Llorente,2016/17,5,15,14,0.6666666666666666,1.6666666666666667,2.0,2.0,2.0,2.0,2,2.6,5.600000000000001
18788,507,Bastón,2016/17,5,15,14,0.6666666666666666,1.6666666666666667,2.0,2.0,0.0,0.0,1,0.0,0.0
19500,526,Calleri,2016/17,5,18,10,1.0,1.0,2.0,2.0,1.0,1.0,1,0.0,1.9
19826,535,Fletcher,2016/17,5,18,10,1.0,1.0,2.0,2.0,1.0,1.0,1,0.0,0.16666666666666666
20321,549,Pérez,2016/17,5,4,12,2.333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.0,0.0,1,0.0,0.0
20354,550,Zaza,2016/17,5,18,10,1.0,1.0,2.0,2.0,1.0,0.0,1,0.0,0.0
20456,553,Bamford,2016/17,5,13,11,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.0,0.0,1,0.0,0.0
20936,567,Slimani,2016/17,5,11,16,1.6666666666666667,0.0,0.3333333333333333,2.0,0.0,0.0,13,0.0,0.0
21005,569,Mbokani,2016/17,5,12,4,1.6666666666666667,2.333333333333333,0.6666666666666666,1.3333333333333333,0.0,0.0,4,0.0,0.0
21074,571,Robson-Kanu,2016/17,5,10,18,1.0,1.0,2.0,2.0,0.0,0.0,1,0.0,0.0
872,25,Giroud,2016/17,6,3,8,2.6666666666666665,1.0,2.333333333333333,1.3333333333333333,4.0,2.0,1,0.0,1.5333333333333332
1775,49,Callum Wilson,2016/17,6,15,5,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,3.0,2,2.6,5.3
1889,52,Afobe,2016/17,6,15,5,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,0.0,1,0.0,0.0
2459,67,Vokes,2016/17,6,13,11,1.25,1.6666666666666667,1.0,2.0,1.0,1.6666666666666667,2,3.2,3.5666666666666664
3538,96,Batshuayi,2016/17,6,8,3,1.0,2.6666666666666665,1.3333333333333333,2.333333333333333,1.0,1.0,1,2.6,1.1333333333333335
3575,97,Costa,2016/17,6,8,3,1.0,2.6666666666666665,1.3333333333333333,2.333333333333333,6.0,6.333333333333332,1,5.8,12.566666666666668
4500,122,Wickham,2016/17,6,7,20,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.0,2.0,1.6666666666666667,1,0.0,1.9666666666666663
5291,143,Lukaku,2016/17,6,5,15,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.6666666666666667,12.0,10.333333333333334,2,6.8,14.366666666666667
6050,163,Hernández,2016/17,6,14,4,1.6666666666666667,4.5,2.0,0.5,2.0,2.0,2,2.8,1.6666666666666676
6088,164,Diomande,2016/17,6,14,4,1.6666666666666667,4.5,2.0,0.5,1.0,1.3333333333333333,1,1.6,0.8999999999999991
6829,184,Vardy,2016/17,6,12,6,1.0,2.333333333333333,3.0,1.0,6.0,4.333333333333333,1,4.6,6.466666666666666
7925,213,Christian Benteke,2016/17,6,7,20,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.0,2.0,5.333333333333333,7,0.0,8.366666666666667
7962,214,Sturridge,2016/17,6,4,14,4.5,1.6666666666666667,0.5,2.0,1.0,3.333333333333333,4,2.6,6.366666666666666
8870,239,Agüero,2016/17,6,1,17,3.0,1.0,1.0,2.0,2.0,9.333333333333334,13,0.0,13.066666666666668
8906,240,Bony,2016/17,6,19,10,0.6666666666666666,1.3333333333333333,3.0,2.0,2.0,2.0,2,0.0,4.4
9955,269,Rooney,2016/17,6,6,12,2.333333333333333,1.0,1.0,3.0,1.0,1.0,1,2.4,3.7
10027,271,Rashford,2016/17,6,6,12,2.333333333333333,1.0,1.0,3.0,6.0,4.333333333333333,6,0.0,7.533333333333334
10063,272,Ibrahimovic,2016/17,6,6,12,2.333333333333333,1.0,1.0,3.0,5.0,4.0,2,5.4,10.499999999999998
10802,292,Rhodes,2016/17,6,16,2,1.6666666666666667,2.333333333333333,2.6666666666666665,0.3333333333333333,0.0,0.0,1,0.0,0.0
10839,293,Stuani,2016/17,6,16,2,1.6666666666666667,2.333333333333333,2.6666666666666665,0.3333333333333333,2.0,2.0,2,0.0,2.5333333333333328
11562,313,Long,2016/17,6,9,18,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.0,0.0,0.6666666666666666,1,1.0,4.666666666666667
