assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards
0,11,0,0,0,15,0,1,10,10.3,1,0,551,0,0,165,0,0,0,2.5,9409,13.2,1,2017-12-13T19:45:00Z,13 Dec 19:45,0,0,17,0,0,16,0,0,0,0,3,0,17,0,296,0,5,1,4,0,1.0,1,4,21,17,50,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,551,0,0,177,0,0,0,0.0,9987,0.0,0,2017-12-16T17:30:00Z,16 Dec 17:30,0,0,0,0,0,17,0,0,0,0,0,0,18,0,302,0,0,0,1,4,0.0,0,-6,15,21,50,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,551,0,0,186,0,0,0,0.0,10567,0.0,0,2017-12-23T15:00:00Z,23 Dec 15:00,0,0,0,0,0,2,0,0,0,0,0,0,19,0,307,0,0,0,0,4,0.0,0,-8,13,21,50,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,551,0,0,197,0,0,0,0.0,11152,0.0,0,2017-12-27T19:45:00Z,27 Dec 19:45,0,0,0,0,0,13,0,0,0,0,0,0,20,0,321,0,0,0,1,0,0.0,0,-1,17,18,50,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,551,0,0,203,0,0,0,0.0,11684,0.0,0,2017-12-31T12:00:00Z,31 Dec 12:00,0,0,0,0,0,6,0,0,0,0,0,0,21,0,326,0,0,0,0,0,0.0,0,-13,17,30,50,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,551,0,0,216,0,0,0,0.0,12318,0.0,0,2018-01-02T20:00:00Z,02 Jan 20:00,0,0,0,0,0,18,0,0,0,0,0,0,22,0,332,0,0,0,1,3,0.0,0,1,18,17,50,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,551,0,0,225,0,0,0,0.0,12916,0.0,0,2018-01-14T16:00:00Z,14 Jan 16:00,0,0,0,0,0,10,0,0,0,0,0,0,23,0,338,0,0,0,3,4,0.0,0,-15,15,30,50,False,0,0
0,114,0,0,0,15,0,1,107,45.8,0,0,551,0,0,236,0,1,0,7.6,13514,26.6,3,2018-01-20T17:30:00Z,20 Jan 17:30,0,0,90,1,0,13,0,0,0,0,5,0,24,0,363,0,0,0,1,3,4.0,2,9,33,24,50,True,0,0
0,90,0,0,0,17,1,3,78,7.0,0,0,551,0,0,246,1,0,0,2.5,14117,17.4,0,2018-01-31T20:00:00Z,31 Jan 20:00,0,0,90,0,0,19,0,0,0,0,7,0,25,0,678,0,3,1,0,3,1.0,3,279,376,97,50,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,551,0,0,254,0,0,0,0.0,14730,0.0,0,2018-02-03T12:30:00Z,03 Feb 12:30,0,0,0,0,0,4,0,0,0,0,0,0,26,0,918,0,0,0,1,1,0.0,0,224,334,110,50,False,0,0
0,67,0,0,0,15,0,1,60,26.3,0,0,551,0,0,264,1,1,0,4.2,15355,15.8,2,2018-02-10T17:30:00Z,10 Feb 17:30,0,0,64,0,0,9,0,0,0,0,2,0,27,0,848,0,2,0,1,5,0.0,2,-117,110,227,50,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,551,0,0,271,0,0,0,0.0,15982,0.0,0,2018-03-01T19:45:00Z,01 Mar 19:45,0,0,0,0,0,1,0,0,0,0,0,0,28,0,896,0,0,0,,,0.0,0,-12,141,153,50,False,0,0
