assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,1,0,0,0,135365,0,0,0,0,1.0,0,0,3,0.0,0.0,0,Jeremie,0.0,0,0,0.0,509,False,0.0,0,0,0,0,17,Season-long loan to Birmingham,2017-08-28T16:01:14Z,60,0,0,0,135365.jpg,1.0,0,0,Boga,0.0,False,38,u,5,8,0.0,1,541,0,990,1,0.0,0.2,Boga,0
1,1,206,None,None,5,105700,0,0,-1,1,193.3,0,0,2,1.3,1.8,0,Davide,1.8,11,1,64.2,543,False,227.8,0,0,0,0,877,,None,59,0,0,0,105700.jpg,3.1,0,0,Zappacosta,0.2,False,21,a,5,8,223.0,52,53012,53,47451,177,0.3,8.8,Zappacosta,0
0,0,6,None,None,0,199598,0,0,0,0,0.0,0,0,3,-0.5,0.0,0,Ethan,0.0,1,0,0.7,558,False,7.4,0,0,0,0,10,,None,45,0,0,0,199598.jpg,1.0,0,0,Ampadu,0.0,False,44,a,5,8,0.0,1,746,4,599,5,0.0,0.2,Ampadu,0
0,0,8,None,None,0,209046,0,0,0,0,1.1,0,0,3,-0.2,0.3,0,Callum,0.3,1,0,3.5,583,False,8.6,0,0,0,0,25,,None,45,0,0,0,209046.jpg,1.0,0,0,Hudson-Odoi,0.0,False,70,a,5,8,25.0,1,414,4,233,13,0.1,0.2,Hudson-Odoi,0
0,0,0,None,None,0,199583,0,0,0,0,0.0,0,0,2,-0.5,0.0,0,Dujon,0.0,0,0,0.0,600,False,0.0,0,0,0,0,0,,None,45,0,0,0,199583.jpg,0.0,0,0,Sterling,0.0,False,66,a,5,8,0.0,0,633,37,335,24,0.0,0.0,Sterling,0
0,0,0,75,75,0,109533,-1,1,-1,1,0.0,0,0,2,-0.4,0.0,0,Emerson,0.0,0,0,0.0,614,False,0.0,0,0,0,0,0,,2018-02-02T17:01:20Z,54,0,0,0,109533.jpg,0.0,0,0,Palmieri dos Santos,0.0,False,33,a,5,8,0.0,0,1809,23,966,59,0.0,0.0,Emerson,0
4,2,236,0,0,3,126187,0,0,-1,1,293.1,0,0,3,0.0,0.0,0,Ruben,0.0,24,1,91.7,108,False,259.2,0,0,0,0,1329,Ankle injury - Unknown return date,2017-12-31T20:01:17Z,44,0,0,0,126187.jpg,3.3,0,0,Loftus-Cheek,2.9,False,8,i,6,31,363.0,53,500377,18,874543,1217,0.0,12.0,Loftus-Cheek,0
0,8,321,100,100,3,20066,0,0,-2,2,10.0,0,0,1,2.3,2.3,3,Wayne,2.8,29,0,44.7,115,False,437.2,0,0,0,0,1530,,2017-12-02T16:31:15Z,43,0,0,0,20066.jpg,3.5,0,63,Hennessey,1.8,False,13,a,6,31,0.0,60,116271,1116,98727,424,0.7,14.0,Hennessey,0
0,3,175,0,0,2,11554,0,0,1,-1,0.0,1,0,1,0.0,0.0,0,Julian,0.0,14,0,21.3,116,False,213.6,0,0,0,0,990,Knee injury - Expected back 07 Apr,2018-02-04T15:31:20Z,41,0,0,0,11554.jpg,3.3,0,30,Speroni,4.4,False,1,i,6,31,0.0,36,291668,31,180374,1438,0.0,8.8,Speroni,0
0,4,328,75,100,5,49413,0,0,-1,1,20.1,1,0,2,2.1,2.8,9,James,3.3,22,1,56.6,117,False,413.6,0,0,0,0,1576,Knock - 75% chance of playing,2018-02-25T14:31:18Z,44,0,0,0,49413.jpg,3.0,0,0,Tomkins,2.6,False,5,d,6,31,131.0,57,196262,246,122317,1205,0.7,13.0,Tomkins,3
0,0,211,0,0,1,19188,0,0,-4,4,62.3,0,0,2,0.0,0.0,0,Scott,0.0,26,1,67.0,118,False,342.2,0,0,0,0,1434,Knee injury - Unknown return date,2017-12-31T12:31:16Z,46,0,0,0,19188.jpg,1.9,0,0,Dann,0.3,False,6,i,6,31,268.0,32,39396,3,86929,48,0.0,7.0,Dann,4
1,0,224,0,0,2,55494,0,0,-3,3,158.0,0,0,2,0.0,0.0,0,Joel,0.3,23,0,49.9,119,False,282.8,0,0,0,0,1304,Knock - Expected back 10 Mar,2018-02-23T17:31:18Z,47,1,0,0,55494.jpg,1.9,0,0,Ward,0.2,False,2,i,6,31,58.0,28,10405,9,31330,81,0.1,6.0,Ward,3
0,1,159,0,0,4,58786,0,0,-3,3,14.2,0,0,2,0.0,0.0,0,Martin,0.8,13,0,26.3,120,False,165.4,0,0,0,0,873,Hamstring injury - Expected back 03 Mar,2018-02-04T15:31:20Z,42,0,0,0,58786.jpg,2.9,0,0,Kelly,0.8,False,34,i,6,31,82.0,32,89067,20,61017,1085,0.2,7.6,Kelly,1
0,0,19,100,100,0,7906,0,0,-3,3,0.3,0,0,2,-0.2,-0.2,1,Damien,0.3,5,0,4.0,121,False,40.0,0,0,0,0,95,,2017-12-31T12:01:16Z,42,0,0,0,7906.jpg,0.5,0,0,Delaney,0.2,False,27,a,6,31,0.0,1,4067,42,24281,15,0.1,0.2,Delaney,0
0,0,0,100,100,0,79228,0,0,0,0,0.0,0,0,2,-0.5,-0.5,0,Pape,0.0,0,0,0.0,122,False,0.0,0,0,0,0,0,,2017-07-12T10:31:11Z,45,0,0,0,79228.jpg,0.0,0,0,Souaré,0.0,False,23,a,6,31,0.0,0,1354,10,1431,6,0.0,0.0,Souaré,0
0,0,228,0,0,3,86417,0,0,-3,3,171.8,0,0,2,0.0,0.0,0,Jeffrey,0.0,26,0,60.8,123,False,302.6,0,0,0,0,1560,Foot injury - Expected back 10 Mar,2018-01-09T00:01:18Z,47,0,0,0,86417.jpg,2.1,0,0,Schlupp,0.2,False,15,i,6,31,132.0,39,26908,1,35987,46,0.0,8.3,Schlupp,3
0,1,195,100,100,2,74230,0,0,-4,4,223.6,0,0,2,1.3,1.3,2,Patrick,1.8,26,0,55.5,124,False,216.2,0,0,0,0,1291,,2017-10-28T15:31:15Z,51,0,0,0,74230.jpg,1.5,0,0,van Aanholt,0.8,False,3,a,6,31,112.0,27,21905,94,164195,76,0.4,5.3,van Aanholt,5
0,0,38,0,0,0,19197,0,0,-6,6,93.9,0,0,3,0.0,0.0,0,Jason,0.0,14,0,25.1,125,False,46.4,0,0,0,0,574,Knee injury - Unknown return date,2017-12-31T14:31:16Z,44,0,0,0,19197.jpg,1.1,0,0,Puncheon,0.3,False,42,i,6,31,112.0,11,12853,0,65796,33,0.0,2.5,Puncheon,5
3,0,208,0,0,6,82403,0,0,-2,2,475.4,0,0,3,0.0,0.0,0,Wilfried,1.0,24,4,162.5,126,False,365.0,0,0,0,0,1786,Knee injury - Unknown return date,2018-02-05T23:31:19Z,68,0,0,0,82403.jpg,3.6,0,0,Zaha,3.1,False,11,i,6,31,785.0,72,509477,12,1428803,1967,0.1,10.6,Zaha,3
0,6,246,100,100,3,50471,0,0,-2,2,223.4,1,0,3,1.5,1.5,2,James,2.0,23,3,87.0,127,False,291.4,0,0,0,0,1566,,2018-01-02T20:01:18Z,43,0,0,0,50471.jpg,2.6,0,0,McArthur,3.8,False,18,a,6,31,356.0,60,297429,1047,316001,1446,0.5,14.0,McArthur,3
0,0,14,100,100,0,75773,0,0,-3,3,30.7,0,0,3,-0.2,-0.2,1,Chung-yong,0.3,3,0,4.2,128,False,1.8,0,0,0,0,113,,2017-12-12T20:01:14Z,42,0,0,0,75773.jpg,1.3,0,0,Lee,0.3,False,14,a,6,31,10.0,5,43839,258,42138,109,0.1,1.2,Lee Chung-yong,0
3,3,319,25,25,4,27341,0,0,-2,2,662.2,0,0,3,0.2,0.2,0,Yohan,1.3,30,0,128.9,129,False,335.6,0,0,0,0,1741,Thigh injury - 25% chance of playing,2018-02-23T23:31:19Z,53,0,0,0,27341.jpg,2.3,0,0,Cabaye,0.2,False,7,d,6,31,290.0,53,18462,2,33391,140,0.2,10.0,Cabaye,4
0,1,115,0,0,1,44343,0,0,-1,1,103.1,0,0,3,0.0,0.0,0,Bakary,0.3,10,3,46.9,130,False,143.2,0,0,0,0,466,Ankle injury - Unknown return date,2018-01-30T22:31:16Z,49,0,0,0,44343.jpg,2.3,0,0,Sako,0.1,False,26,i,6,31,227.0,36,20307,5,20071,98,0.1,7.3,Sako,0
6,7,382,100,100,5,60252,0,0,-4,4,713.7,0,0,3,2.5,2.5,3,Andros,3.0,36,1,155.5,131,False,425.2,0,0,0,0,2244,,2018-01-20T14:01:19Z,56,0,0,0,60252.jpg,3.2,0,0,Townsend,1.0,False,10,a,6,31,414.0,84,93661,159,166820,446,0.5,15.0,Townsend,2
0,12,412,100,100,4,66975,0,0,-1,1,277.9,0,0,3,4.8,4.8,2,Luka,5.3,40,7,121.4,132,False,594.4,0,0,0,0,2179,,2017-12-13T10:01:14Z,49,0,1,0,66975.jpg,3.5,0,0,Milivojevic,6.9,False,4,a,6,31,342.0,92,493176,5237,171244,3510,1.1,18.8,Milivojevic,6
0,0,0,0,0,0,59125,0,0,-1,1,0.0,0,0,4,0.0,0.0,0,Connor,0.0,0,0,0.0,133,False,0.0,0,0,0,0,0,Knee injury - Unknown return date,2017-07-12T10:31:11Z,54,0,0,0,59125.jpg,0.0,0,0,Wickham,0.0,False,21,i,6,31,0.0,0,934,5,1981,8,0.0,0.0,Wickham,0
6,5,119,100,100,5,54861,0,0,-4,4,303.4,0,0,4,4.5,4.5,2,Christian,5.0,29,2,124.2,134,False,233.8,0,0,0,0,1838,,2017-12-16T14:01:15Z,76,0,1,0,54861.jpg,3.0,0,0,Benteke,2.4,False,17,a,6,31,706.0,66,123176,416,445177,1018,0.7,8.7,Benteke,5
1,10,214,0,0,2,40784,0,0,-3,3,15.3,1,0,2,0.0,0.0,0,Mamadou,0.3,16,1,33.8,221,False,245.2,0,0,0,0,877,Calf injury - Expected back 10 Mar,2018-02-12T10:31:18Z,47,0,0,0,40784.jpg,3.7,0,0,Sakho,0.4,False,12,i,6,31,77.0,41,142863,10,136383,391,0.1,8.7,Sakho,1
0,3,276,0,100,2,201084,0,0,-1,1,103.5,0,0,2,0.0,1.0,2,Timothy,1.5,29,0,47.4,269,False,326.6,0,0,0,0,1590,Ineligible to face parent club Man Utd on 5/3 - Expected back 10 Mar,2018-02-24T20:31:18Z,44,0,0,0,201084.jpg,1.9,0,0,Fosu-Mensah,1.1,False,24,n,6,31,42.0,38,68547,86,95136,645,0.3,8.6,Fosu-Mensah,2
0,0,89,100,100,2,173954,0,0,-4,4,10.5,0,0,2,0.0,0.0,2,Jairo,0.5,5,0,8.6,482,False,66.6,0,0,0,0,400,,2017-08-19T17:01:14Z,46,0,0,0,173954.jpg,2.2,0,0,Riedewald,0.1,False,44,a,6,31,10.0,20,1426,12,16466,6,0.1,4.3,Riedewald,0
0,0,0,None,None,0,218112,0,0,-2,2,0.0,0,0,3,-0.5,-0.5,0,Jason,0.0,0,0,0.0,491,False,0.0,0,0,0,0,0,,None,43,0,0,0,218112.jpg,0.0,0,0,Lokilo,0.1,False,28,a,6,31,0.0,0,13953,10,15900,11,0.0,0.0,Lokilo,0
0,0,3,0,0,0,94926,0,0,0,0,1.1,0,0,4,0.0,0.0,0,Olayinka Fredrick Oladotun,0.0,1,0,0.2,505,False,0.4,0,0,0,0,16,Transferred to Southend,2018-02-01T09:31:18Z,45,0,0,0,94926.jpg,1.0,0,0,Ladapo,1.5,False,19,u,6,31,0.0,1,208159,21,149267,554,0.0,0.2,Ladapo,0
0,0,5,0,0,0,138009,0,0,-2,2,0.3,0,0,3,0.0,0.0,0,Sullay,0.0,0,0,0.6,515,False,5.2,0,0,0,0,13,Season-long loan to Charlton,2018-01-29T09:33:18Z,43,0,0,0,138009.jpg,1.0,0,0,Kaikai,0.1,False,25,u,6,31,0.0,1,13257,0,11980,11,0.0,0.2,Kaikai,0
0,0,0,0,0,0,204216,0,0,0,0,0.0,0,0,4,0.0,0.0,0,Keshi,0.0,0,0,0.0,528,False,0.0,0,0,0,0,0,Transferred to Swindon Town,2017-09-04T11:31:15Z,45,0,0,0,204216.jpg,0.0,0,0,Anderson,0.4,False,31,u,6,31,0.0,0,59573,18,50731,101,0.0,0.0,Anderson,0
0,0,3,None,None,0,221245,0,0,-1,1,0.5,0,0,3,-0.5,-0.5,0,Levi,0.0,0,0,2.3,544,False,4.2,0,0,0,0,25,,None,44,0,0,0,221245.jpg,1.0,0,0,Lumeka,0.0,False,32,a,6,31,18.0,1,720,4,640,7,0.0,0.2,Lumeka,0
0,0,0,100,100,0,49438,0,0,0,0,0.0,0,0,3,-0.5,-0.5,0,Jordon,0.0,0,0,0.0,552,False,0.0,0,0,0,0,0,,2017-11-16T17:01:16Z,45,0,0,0,49438.jpg,0.0,0,0,Mutch,0.0,False,22,a,6,31,0.0,0,685,4,609,2,0.0,0.0,Mutch,0
0,0,0,None,None,0,199806,0,0,0,0,0.0,0,0,1,-0.5,-0.5,0,Dion,0.0,0,0,0.0,555,False,0.0,0,0,0,0,0,,None,40,0,0,0,199806.jpg,0.0,0,0,Henry,0.1,False,30,a,6,31,0.0,0,6731,35,2940,23,0.0,0.0,Henry,0
0,0,12,None,None,0,214590,0,0,0,0,0.1,0,0,3,0.0,0.0,2,Aaron,0.5,1,0,2.7,579,False,27.0,0,0,0,0,90,,None,45,0,0,0,214590.jpg,2.0,0,0,Wan-Bissaka,0.0,False,29,a,6,31,0.0,2,159,4,125,4,0.1,0.4,Wan-Bissaka,0
0,0,0,None,None,0,185478,0,0,-1,1,0.0,0,0,2,-0.5,-0.5,0,Jaroslaw,0.0,0,0,0.0,605,False,0.0,0,0,0,0,0,,None,44,0,0,0,185478.jpg,0.0,0,0,Jach,0.0,False,33,a,6,31,0.0,0,280,6,152,6,0.0,0.0,Jach,0
0,0,0,None,None,0,163776,0,0,0,0,0.0,0,0,3,-0.5,-0.5,0,Erdal,0.0,0,0,0.0,606,False,0.0,0,0,0,0,0,,None,50,0,0,0,163776.jpg,0.0,0,0,Rakip,0.0,False,31,a,6,31,0.0,0,153,5,83,3,0.0,0.0,Rakip,0
0,0,18,None,None,0,143877,0,0,0,0,45.9,0,0,4,0.8,0.8,2,Alexander,1.3,4,0,14.3,620,False,34.8,0,0,0,0,180,,None,55,0,0,0,143877.jpg,2.0,0,0,Sørloth,0.1,False,9,a,6,31,62.0,4,6669,177,1277,74,0.2,0.7,Sørloth,0
0,0,0,None,None,0,209043,0,0,0,0,0.0,0,0,3,0.5,0.5,0,Nya,0.0,0,0,0.0,630,False,0.0,0,0,0,0,0,,None,45,0,0,0,209043.jpg,0.0,0,0,Kirby,0.0,False,36,a,6,31,0.0,0,1,1,0,0,0.0,0.0,Kirby,0
1,3,119,100,100,0,20467,0,0,-2,2,89.4,1,0,3,5.0,5.5,2,Theo,5.0,8,2,49.5,15,False,155.2,0,0,0,0,483,,2017-12-15T09:31:14Z,73,0,0,0,20467.jpg,2.7,0,0,Walcott,7.0,False,11,a,7,11,250.0,30,514871,1337,258377,16587,0.7,4.1,Walcott,2
0,12,531,100,100,6,111234,0,0,-1,1,30.1,2,0,1,2.0,2.5,3,Jordan,2.0,47,0,69.5,135,False,660.4,0,0,0,0,2520,,2017-08-29T08:31:13Z,49,0,0,1,111234.jpg,3.6,0,90,Pickford,7.8,False,1,a,7,11,4.0,101,348927,596,452055,1417,0.4,20.6,Pickford,0
0,0,0,None,None,0,78315,0,0,-3,3,0.0,0,0,1,0.0,0.5,0,Joel,0.0,0,0,0.0,136,False,0.0,0,0,0,0,0,,None,42,0,0,0,78315.jpg,0.0,0,0,Robles,0.1,False,33,a,7,11,0.0,0,1507,18,8920,12,0.0,0.0,Robles,0
0,0,0,0,0,0,10318,0,0,-3,3,0.0,0,0,1,0.0,0.0,0,Maarten,0.0,0,0,0.0,137,False,0.0,0,0,0,0,0,Groin Injury - Unknown return date,2018-01-02T15:31:16Z,42,0,0,0,10318.jpg,0.0,0,0,Stekelenburg,0.3,False,22,i,7,11,0.0,0,2448,2,22082,35,0.0,0.0,Stekelenburg,0
1,2,189,75,50,1,12745,0,0,-4,4,194.8,1,0,2,0.0,0.3,0,Leighton,0.0,25,2,51.0,138,False,240.6,0,0,0,0,1099,Calf injury - 75% chance of playing,2017-11-26T14:01:14Z,56,0,0,0,12745.jpg,2.8,0,0,Baines,2.8,False,3,d,7,11,74.0,36,65331,25,433485,180,0.0,6.4,Baines,1
0,0,22,50,25,0,59949,0,0,-1,1,17.8,0,0,2,0.4,0.3,0,Seamus,0.8,1,0,5.6,139,False,25.8,0,0,0,0,135,Muscle injury - 50% chance of playing,2018-02-10T18:01:19Z,64,0,0,0,59949.jpg,1.5,0,0,Coleman,0.3,False,23,d,7,11,12.0,3,6924,8,12131,177,0.1,0.5,Coleman,0
0,4,242,0,0,2,7645,0,0,-3,3,8.1,1,0,2,0.0,0.0,0,Phil,0.5,30,0,39.0,140,False,335.8,0,0,0,0,1264,Knock - Expected back 03 Mar,2018-02-19T11:01:19Z,47,0,0,0,7645.jpg,1.8,0,0,Jagielka,2.2,False,6,i,7,11,46.0,28,107230,3,350771,852,0.1,6.0,Jagielka,1
0,0,0,0,0,0,114093,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Matthew,0.0,0,0,0.0,141,False,0.0,0,0,0,0,0,Season-long loan to Leeds United,2017-07-21T08:14:55Z,40,0,0,0,114093.jpg,0.0,0,0,Pennington,0.1,False,38,u,7,11,0.0,0,1445,1,5015,20,0.0,0.0,Pennington,0
0,0,0,0,0,0,121221,0,0,-1,1,0.0,0,0,2,0.0,0.0,0,Ramiro,0.0,0,0,0.0,142,False,0.0,0,0,0,0,0,Lack of match fitness - Expected back 03 Mar,2017-07-12T10:31:11Z,49,0,0,0,121221.jpg,0.0,0,0,Funes Mori,0.0,False,25,i,7,11,0.0,0,541,0,1156,1,0.0,0.0,Funes Mori,0
0,3,329,None,None,5,19159,0,0,-3,3,28.5,1,0,2,1.0,1.5,2,Ashley,1.0,29,1,65.2,143,False,493.6,0,0,0,0,1745,,None,52,0,0,0,19159.jpg,2.5,0,0,Williams,2.4,False,5,a,7,11,130.0,58,139224,183,268812,428,0.2,11.2,Williams,3
0,0,208,100,100,4,194164,0,0,-3,3,93.7,0,0,2,0.0,0.5,0,Mason,0.0,14,0,48.5,144,False,285.6,0,0,0,0,1170,,2017-11-29T20:01:14Z,42,0,0,0,194164.jpg,2.7,0,0,Holgate,1.7,False,30,a,7,11,105.0,35,193259,516,174741,1179,0.0,8.3,Holgate,3
2,2,309,100,100,5,153673,0,0,-2,2,184.5,1,0,2,0.8,1.3,2,Jonjoe,0.8,31,0,59.5,145,False,362.4,0,0,0,0,1589,,2017-10-22T12:31:15Z,43,0,0,0,153673.jpg,2.6,0,0,Kenny,3.6,False,43,a,7,11,47.0,50,474280,587,291610,1287,0.2,11.6,Kenny,2
1,7,326,100,100,3,106611,0,0,-2,2,43.6,0,0,2,2.5,3.0,2,Michael,2.5,35,0,56.9,146,False,477.2,0,0,0,0,1659,,2018-01-04T12:01:17Z,53,0,0,0,106611.jpg,2.3,0,0,Keane,4.4,False,4,a,7,11,46.0,45,151821,197,556188,290,0.5,8.5,Keane,2
0,0,20,100,100,1,55452,0,0,-1,1,39.9,0,0,3,0.8,1.3,1,Yannick,0.8,9,0,9.3,147,False,26.4,0,0,0,0,339,,2017-12-23T12:31:17Z,64,0,0,0,55452.jpg,1.6,0,0,Bolasie,0.1,False,7,a,7,11,30.0,11,6497,22,8735,68,0.1,1.7,Bolasie,0
0,0,19,0,0,0,26901,0,0,-5,5,20.2,0,0,3,0.0,0.0,0,Kevin,0.0,8,0,7.9,148,False,16.4,0,0,0,0,135,Season-long loan to Olympiakos,2018-01-08T09:47:21Z,60,0,0,0,26901.jpg,1.0,0,0,Mirallas,0.7,False,11,u,7,11,42.0,5,8921,0,117130,78,0.0,0.8,Mirallas,1
0,0,41,0,0,0,50472,0,0,-1,1,19.3,0,0,3,0.0,0.0,0,James,0.0,6,0,5.8,150,False,33.8,0,0,0,0,204,Leg injury - Unknown return date,2018-01-20T18:01:16Z,49,0,0,0,50472.jpg,1.5,0,0,McCarthy,0.0,False,16,i,7,11,4.0,6,668,1,2230,4,0.0,1.2,McCarthy,0
0,0,10,0,0,0,87447,0,0,-3,3,11.5,0,0,3,0.0,0.0,0,Muhamed,0.0,0,0,3.0,152,False,18.2,0,0,0,0,46,Season-long loan to Middlesbrough,2018-02-01T10:30:12Z,42,0,0,0,87447.jpg,1.0,0,0,Besic,0.2,False,21,u,7,11,0.0,2,11485,14,14716,38,0.0,0.5,Besic,0
0,0,242,100,100,4,42774,0,0,-3,3,107.7,0,0,3,1.0,1.5,0,Morgan,1.0,30,0,38.7,154,False,252.0,0,0,0,0,1530,,2017-11-26T13:31:14Z,47,0,0,0,42774.jpg,1.6,1,0,Schneiderlin,0.5,False,2,a,7,11,28.0,36,21574,27,56945,83,0.2,7.7,Schneiderlin,3
0,2,395,100,75,6,80801,0,0,-2,2,195.9,0,0,3,2.0,1.9,1,Idrissa,2.0,38,1,70.2,155,False,410.6,0,0,0,0,2108,,2018-02-24T16:31:19Z,48,0,0,0,80801.jpg,2.2,1,0,Gueye,0.7,False,17,a,7,11,97.0,54,30713,40,64371,86,0.4,11.3,Gueye,5
2,0,165,100,100,4,173807,0,0,-4,4,140.4,0,0,3,3.0,3.5,2,Tom,3.0,19,1,50.8,156,False,187.2,0,0,0,0,1351,,2017-11-18T18:01:14Z,51,0,0,0,173807.jpg,1.8,0,0,Davies,0.4,False,26,a,7,11,185.0,44,36160,112,66488,149,0.6,8.6,Davies,6
1,0,30,0,0,0,219352,0,0,-4,4,20.5,0,0,3,0.0,0.0,0,Ademola,0.0,6,0,7.5,157,False,12.0,0,0,0,0,153,Season-long loan to RB Leipzig,2018-02-01T10:01:32Z,51,0,0,0,219352.jpg,1.4,0,0,Lookman,0.1,False,31,u,7,11,43.0,10,2247,0,9286,8,0.0,2.0,Lookman,0
0,0,10,100,100,0,109065,0,0,-6,6,19.0,0,0,3,0.0,0.5,0,Davy,0.0,4,0,4.8,158,False,10.8,0,0,0,0,187,,2017-09-09T13:01:15Z,69,0,0,0,109065.jpg,1.0,0,0,Klaassen,0.3,False,20,a,7,11,19.0,4,5699,10,82872,24,0.0,0.6,Klaassen,0
6,3,217,None,None,6,177815,0,0,1,-1,263.7,1,0,4,1.8,2.3,1,Dominic,1.8,22,4,107.4,159,False,290.0,0,0,0,0,1593,,None,51,0,0,0,177815.jpg,2.9,0,0,Calvert-Lewin,4.6,False,29,a,7,11,525.0,75,1217856,846,1040794,3966,0.4,14.7,Calvert-Lewin,3
0,0,21,0,0,1,108438,0,0,-5,5,28.3,0,0,4,0.0,0.0,0,Sandro,0.0,7,0,9.8,160,False,8.8,0,0,0,0,275,Season-long to loan to Sevilla,2018-02-01T10:02:14Z,70,0,0,0,108438.jpg,1.3,0,0,Ramírez,0.3,False,9,u,7,11,67.0,10,7742,4,74585,40,0.0,1.4,Sandro,0
3,19,409,100,100,4,13017,0,0,-3,3,400.9,2,0,4,1.5,2.0,2,Wayne,1.5,27,10,129.3,161,False,489.4,0,0,0,0,1708,,2017-12-23T12:01:18Z,72,0,2,0,13017.jpg,4.4,0,0,Rooney,10.0,False,10,a,7,11,405.0,101,1814721,2046,2193232,5006,0.2,14.0,Rooney,5
4,8,370,None,None,5,55422,0,0,-5,5,567.6,1,0,3,4.8,5.3,2,Gylfi,4.8,38,4,144.7,359,False,460.0,0,0,0,0,2085,,None,80,0,0,0,55422.jpg,3.6,0,0,Sigurdsson,2.2,False,18,a,7,11,417.0,91,174154,539,384814,1279,0.6,11.4,Sigurdsson,2
2,0,349,100,100,5,56192,0,0,-1,1,223.3,0,0,2,3.0,3.5,2,Cuco,3.0,28,0,70.9,464,False,444.8,0,0,0,0,1740,,2017-11-02T21:31:16Z,44,0,0,0,56192.jpg,2.7,0,0,Martina,2.4,False,15,a,7,11,39.0,54,210494,1801,114042,656,0.7,12.3,Martina,2
0,0,118,0,0,2,57112,0,0,0,0,19.9,0,0,2,0.0,0.0,0,Eliaquim,0.3,7,0,16.8,502,False,113.8,0,0,0,0,617,Knee injury - Expected back 03 Mar,2018-02-10T16:31:19Z,50,0,0,0,57112.jpg,2.0,0,0,Mangala,0.2,False,13,i,7,11,32.0,22,30892,4,27585,269,0.1,4.4,Mangala,0
0,0,63,None,None,0,180151,0,0,-1,1,131.2,0,0,3,0.0,0.5,0,Nikola,0.0,11,0,26.5,539,False,69.8,0,0,0,0,438,,None,54,0,0,0,180151.jpg,1.4,0,0,Vlasic,0.0,False,27,a,7,11,64.0,13,2583,4,2463,6,0.0,2.4,Vlasic,0
3,13,208,100,100,0,113688,0,0,-1,1,132.5,3,0,4,4.3,4.8,1,Oumar,4.3,19,7,91.5,548,False,312.8,0,0,0,0,898,,2017-11-22T15:31:15Z,49,0,0,0,113688.jpg,4.4,0,0,Niasse,8.1,False,19,a,7,11,478.0,71,1025233,7772,615144,5717,0.9,14.5,Niasse,2
0,0,17,None,None,0,195855,0,0,0,0,1.0,0,0,3,0.0,0.5,0,Beni,0.0,1,0,0.6,563,False,4.4,0,0,0,0,145,,None,45,0,0,0,195855.jpg,1.0,0,0,Baningime,0.0,False,54,a,7,11,0.0,5,544,3,423,1,0.0,1.1,Baningime,0
0,0,11,None,None,0,66838,0,0,-7,7,39.9,0,0,4,0.5,1.0,1,Cenk,0.5,5,0,9.9,592,False,6.4,0,0,0,0,174,,None,68,0,0,0,66838.jpg,1.5,0,0,Tosun,0.2,False,14,a,7,11,60.0,6,65274,76,56171,341,0.1,0.9,Tosun,0
0,0,0,None,None,0,80183,0,0,0,0,0.0,0,0,2,1.0,1.5,0,Luke,0.0,0,0,0.0,629,False,0.0,0,0,0,0,0,,None,40,0,0,0,80183.jpg,0.0,0,0,Garbutt,0.0,False,36,a,7,11,0.0,0,56,56,13,13,0.0,0.0,Garbutt,0
0,0,0,100,100,0,168977,0,0,-1,1,0.0,0,0,1,-1.0,0.0,0,Joel,0.0,0,0,0.0,162,False,0.0,0,0,0,0,0,,2017-07-17T06:31:12Z,39,0,0,0,168977.jpg,0.0,0,0,Coleman,4.4,False,13,a,8,38,0.0,0,197754,3694,69684,601,0.0,0.0,Coleman,0
1,10,535,None,None,7,57513,0,0,1,-1,20.0,2,0,1,3.0,4.0,2,Jonas,4.0,48,0,64.8,163,False,627.4,0,0,0,0,2520,,None,46,0,0,2,57513.jpg,3.6,0,75,Lössl,7.1,False,1,a,8,38,0.0,102,558005,876,389001,1098,0.9,22.2,Lössl,0
2,12,506,100,100,6,85368,0,0,1,-1,100.0,4,0,2,0.5,1.5,2,Christopher,1.5,43,0,90.9,164,False,707.0,0,0,0,0,2364,,2018-02-11T12:01:19Z,46,0,0,0,85368.jpg,2.7,1,0,Schindler,2.8,False,26,a,8,38,97.0,72,422410,698,344039,517,0.3,15.7,Schindler,4
0,0,262,75,75,6,54284,0,0,-1,1,78.8,0,0,2,-0.5,0.2,0,Chris,0.3,23,0,32.7,165,False,216.0,0,0,0,0,1312,Groin Injury - 75% chance of playing,2018-02-02T14:31:19Z,44,0,0,0,54284.jpg,2.6,0,0,Löwe,1.2,False,15,d,8,38,33.0,50,276056,7,270730,319,0.1,11.4,Löwe,0
