assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,5,336,100,100,8,11352,0,0,0,0,134.5,0,0,2,-1.0,0.0,0,Bruno,0.0,19,0,44.7,58,False,283.4,0,0,0,0,1635,,2017-09-15T19:01:13Z,45,0,0,0,11352.jpg,3.3,0,0,Saltor Grau,1.2,False,2,a,3,36,27.0,65,135711,39,91595,842,0.0,14.4,Bruno,3
0,3,256,100,100,4,42748,0,0,-1,1,82.2,1,0,2,1.0,2.0,2,Gaëtan,2.0,19,0,32.0,59,False,230.0,0,0,0,0,1350,,2017-11-28T19:31:19Z,44,0,0,0,42748.jpg,2.8,0,0,Bong,0.2,False,3,a,3,36,8.0,42,12243,74,11329,51,0.5,9.5,Bong,1
0,0,22,None,None,0,15137,0,0,-1,1,4.7,0,0,2,-1.0,0.0,0,Liam,0.0,3,0,3.6,60,False,28.8,0,0,0,0,163,,None,39,0,0,0,15137.jpg,1.0,0,0,Rosenior,3.6,False,23,a,3,36,2.0,3,264083,538,233432,508,0.0,0.8,Rosenior,0
0,0,33,None,None,1,85128,0,0,-1,1,3.5,0,0,2,-1.0,0.0,0,Connor,0.0,4,0,9.7,61,False,38.8,0,0,0,0,180,,None,39,0,0,0,85128.jpg,2.5,0,0,Goldson,3.0,False,18,a,3,36,55.0,5,204785,1244,97313,873,0.0,1.3,Goldson,1
1,6,310,100,100,9,83543,0,0,-5,5,420.6,0,0,3,2.0,3.0,9,Anthony,3.0,18,3,119.2,62,False,331.2,0,0,0,0,1765,,2017-07-15T08:01:12Z,55,0,0,0,83543.jpg,3.0,0,0,Knockaert,0.5,False,11,a,3,36,439.0,74,47873,334,116463,77,0.5,13.5,Knockaert,4
3,2,452,None,None,8,40845,0,0,0,0,231.3,0,0,3,2.8,3.8,5,Dale,3.8,37,0,87.7,63,False,502.2,0,0,0,0,2520,,None,45,0,0,0,40845.jpg,2.6,0,0,Stephens,1.6,False,6,a,3,36,142.0,72,195916,2649,148614,616,0.8,16.0,Stephens,3
0,0,33,100,100,0,38490,0,0,-1,1,39.3,0,0,3,0.0,1.0,1,Beram,1.0,5,0,10.9,64,False,40.6,0,0,0,0,218,,2017-08-09T13:31:13Z,44,0,0,0,38490.jpg,1.2,0,0,Kayal,0.1,False,7,a,3,36,29.0,11,2987,18,5927,17,0.2,2.5,Kayal,0
0,0,0,0,0,0,11735,0,0,-2,2,0.0,0,0,3,0.0,0.0,0,Steve,0.0,0,0,0.0,65,False,0.0,0,0,0,0,0,Back injury - Unknown return date,2017-09-07T14:31:14Z,43,0,0,0,11735.jpg,0.0,0,0,Sidwell,0.1,False,14,i,3,36,0.0,0,2979,8,22740,21,0.0,0.0,Sidwell,0
2,0,235,None,None,6,109345,0,0,-2,2,262.6,0,0,3,1.0,2.0,1,Solomon,2.0,22,1,82.6,66,False,299.8,0,0,0,0,1595,,None,48,0,0,0,109345.jpg,2.1,0,0,March,0.2,False,20,a,3,36,261.0,57,44806,10,45234,40,0.4,11.9,March,3
0,0,0,0,0,0,88170,0,0,-3,3,0.0,0,0,3,0.0,0.0,0,Jiri,0.0,0,0,0.0,67,False,0.0,0,0,0,0,0,Ankle injury - Unknown return date,2018-01-27T17:31:17Z,47,0,0,0,88170.jpg,0.0,0,0,Skalak,0.0,False,8,i,3,36,0.0,0,651,1,2122,7,0.0,0.0,Skalak,0
0,0,0,0,0,0,79934,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Oliver,0.0,0,0,0.0,68,False,0.0,0,0,0,0,0,Season-long loan to Fulham,2017-07-26T09:21:59Z,45,0,0,0,79934.jpg,0.0,0,0,Norwood,0.0,False,21,u,3,36,0.0,0,110,0,481,0,0.0,0.0,Norwood,0
0,0,25,0,0,0,2513,0,0,-3,3,15.5,0,0,3,0.0,0.0,0,Jamie,0.0,4,0,5.1,69,False,11.8,0,0,0,0,166,Season-long loan to Rangers,2018-01-26T10:39:07Z,47,0,0,0,2513.jpg,1.5,0,0,Murphy,0.0,False,15,u,3,36,24.0,6,1916,2,4689,7,0.0,1.3,Murphy,0
7,20,484,None,None,8,60307,0,0,4,-4,1008.0,2,0,3,4.5,5.5,5,Pascal,5.5,32,5,190.2,70,False,553.4,0,0,0,0,2149,,None,59,0,0,0,60307.jpg,4.5,0,0,Groß,17.5,False,13,a,3,36,339.0,127,2239367,8632,1404164,6001,0.9,21.5,Groß,1
0,14,267,100,100,7,20529,0,0,-3,3,195.9,2,0,4,6.0,7.0,12,Glenn,7.0,25,10,114.5,71,False,388.4,0,0,0,0,1553,,2017-10-01T11:01:15Z,57,0,1,0,20529.jpg,3.5,0,0,Murray,3.1,False,17,a,3,36,567.0,90,500700,18796,376195,1119,1.2,15.8,Murray,6
2,5,110,100,100,3,38499,0,0,-3,3,66.1,0,0,4,-1.0,0.0,0,Tomer,0.0,8,2,44.2,72,False,152.0,0,0,0,0,842,,2017-09-27T15:01:14Z,47,0,0,0,38499.jpg,2.7,0,0,Hemed,1.1,False,10,a,3,36,227.0,43,291796,578,263570,658,0.0,9.1,Hemed,0
0,0,1,100,100,0,28462,0,0,-1,1,0.8,0,0,4,-1.0,0.0,0,Sam,0.0,0,0,0.7,73,False,0.4,0,0,0,0,24,,2017-07-20T08:31:12Z,49,0,0,0,28462.jpg,1.0,0,0,Baldock,0.0,False,9,a,3,36,6.0,1,2201,23,2609,15,0.0,0.2,Baldock,0
0,0,23,100,100,0,54316,0,0,-2,2,27.3,0,0,4,-0.2,0.8,0,Leonardo,0.8,1,0,7.6,210,False,25.2,0,0,0,0,69,,2017-09-20T00:01:16Z,48,0,0,0,54316.jpg,1.0,0,0,Ulloa,0.4,False,16,a,3,36,25.0,7,32497,182,26688,400,0.2,1.5,Ulloa,0
0,3,202,None,None,4,43808,0,0,-2,2,105.5,1,0,2,-1.0,0.0,0,Markus,0.0,18,0,30.8,461,False,187.4,0,0,0,0,1170,,None,43,0,0,0,43808.jpg,2.8,0,0,Suttner,0.5,False,29,a,3,36,16.0,37,58236,12,77971,157,0.0,8.6,Suttner,0
0,0,60,0,0,0,112516,0,0,-3,3,86.2,0,0,3,0.0,0.0,0,Isaiah,0.0,8,0,14.5,481,False,33.2,0,0,0,0,302,Knee injury - Unknown return date,2018-01-09T00:01:19Z,52,0,0,0,112516.jpg,1.2,0,0,Brown,0.0,False,37,i,3,36,25.0,16,649,0,3886,2,0.0,3.1,Brown,0
3,1,367,100,100,8,66242,0,0,-2,2,231.1,0,0,3,1.8,2.8,2,Davy,2.8,37,0,87.6,490,False,409.2,0,0,0,0,2505,,2017-11-09T08:01:16Z,53,0,0,0,66242.jpg,2.6,0,0,Pröpper,0.1,False,24,a,3,36,234.0,72,9920,37,14139,50,0.5,13.6,Pröpper,2
3,4,224,None,None,3,167473,0,0,-1,1,202.0,0,0,3,4.8,5.8,6,José Heriberto,5.8,19,4,85.1,517,False,281.4,0,0,0,0,1201,,None,59,0,0,0,167473.jpg,3.0,0,0,Izquierdo Mena,0.3,False,19,a,3,36,371.0,70,22566,1146,8073,316,1.0,11.9,Izquierdo,2
0,0,127,100,100,0,74375,0,0,-1,1,77.9,0,0,2,1.0,2.0,2,Ezequiel,2.0,17,0,25.6,538,False,141.0,0,0,0,0,794,,2018-01-01T18:31:18Z,44,0,0,0,74375.jpg,1.1,0,0,Schelotto,0.0,False,21,a,3,36,38.0,14,3636,43,1542,45,0.5,3.2,Schelotto,1
0,0,0,100,100,0,20480,0,0,0,0,0.0,0,0,1,-1.0,0.0,0,Tim,0.0,0,0,0.0,540,False,0.0,0,0,0,0,0,,2017-09-15T22:01:13Z,40,0,0,0,20480.jpg,0.0,0,0,Krul,0.9,False,26,a,3,36,0.0,0,67247,83,34438,87,0.0,0.0,Krul,0
0,0,0,None,None,0,220738,0,0,0,0,0.0,0,0,3,-1.0,0.0,0,Jayson,0.0,0,0,0.0,553,False,0.0,0,0,0,0,0,,None,45,0,0,0,220738.jpg,0.0,0,0,Molumby,0.0,False,49,a,3,36,0.0,0,762,1,637,3,0.0,0.0,Molumby,0
0,2,27,100,100,0,106757,0,0,0,0,1.1,0,0,4,0.8,1.8,7,Jürgen,1.8,1,1,7.1,604,False,33.0,0,0,0,0,8,,2018-01-25T13:31:16Z,60,0,0,0,106757.jpg,7.0,0,0,Locadia,0.1,False,25,a,3,36,37.0,7,4361,566,626,33,0.3,1.2,Locadia,0
0,0,48,0,0,0,21205,0,0,-3,3,0.0,0,0,1,0.0,0.0,0,Tom,0.0,4,0,5.3,74,False,53.4,0,0,0,0,305,Lack of match fitness - Unknown return date,2017-09-10T13:31:14Z,47,0,0,0,21205.jpg,2.0,0,8,Heaton,1.4,False,1,i,4,90,0.0,8,18978,6,363270,155,0.0,1.7,Heaton,0
0,0,0,0,0,0,1801,0,0,0,0,0.0,0,0,1,0.0,0.0,0,Paul,0.0,0,0,0.0,75,False,0.0,0,0,0,0,0,Retired,2017-07-19T07:46:48Z,45,0,0,0,1801.jpg,0.0,0,0,Robinson,0.0,False,17,u,4,90,0.0,0,88,0,381,0,0.0,0.0,Robinson,0
2,2,281,100,100,6,68983,0,0,-2,2,125.4,0,0,2,2.0,2.5,2,Matthew,2.0,12,0,48.3,76,False,329.0,0,0,0,0,1395,,2017-11-28T13:31:14Z,43,0,0,0,68983.jpg,3.8,0,0,Lowton,2.5,False,2,a,4,90,26.0,61,352081,2426,277596,655,0.5,14.2,Lowton,0
0,6,431,100,100,8,51927,0,0,4,-4,63.0,1,0,2,1.8,2.3,2,Ben,1.8,25,0,103.6,77,False,686.0,0,0,0,0,2340,,2018-01-13T15:01:17Z,49,0,0,0,51927.jpg,3.1,0,0,Mee,14.7,False,6,a,4,90,286.0,80,1159064,2963,858506,3942,0.4,16.3,Mee,5
1,9,334,100,100,7,40616,0,0,2,-2,177.4,1,0,2,0.5,1.0,2,Stephen,0.5,13,1,55.2,78,False,331.8,0,0,0,0,1560,,2017-12-12T21:01:14Z,47,0,0,0,40616.jpg,4.3,0,0,Ward,6.5,False,23,a,4,90,42.0,78,1534410,4911,1421910,1130,0.1,16.6,Ward,1
0,1,362,75,50,9,17761,0,0,0,0,50.3,0,0,2,0.0,0.3,0,James,0.0,16,0,78.6,79,False,582.2,0,0,0,0,1890,Groin Injury - 75% chance of playing,2018-01-29T16:01:17Z,45,0,0,0,17761.jpg,3.5,0,0,Tarkowski,2.5,False,5,d,4,90,150.0,73,614767,399,500728,2094,0.0,16.2,Tarkowski,3
1,4,164,100,100,3,41674,0,0,1,-1,32.5,0,0,2,1.8,2.3,2,Kevin,1.8,9,0,36.3,80,False,274.0,0,0,0,0,810,,2018-01-13T15:01:17Z,41,0,0,0,41674.jpg,3.8,0,0,Long,6.5,False,28,a,4,90,57.0,34,478878,2382,290213,1178,0.4,8.3,Long,1
0,0,132,100,100,2,103914,0,0,-3,3,86.8,0,0,2,1.5,2.0,0,Charlie,1.5,12,0,27.5,81,False,184.2,0,0,0,0,949,,2018-01-20T14:01:19Z,42,0,0,0,103914.jpg,2.1,0,0,Taylor,0.9,False,3,a,4,90,4.0,23,61908,224,29610,1715,0.4,5.5,Taylor,3
2,6,185,75,75,6,39158,0,0,-1,1,120.2,2,0,3,0.4,0.8,0,Scott,0.5,15,2,60.1,82,False,233.2,0,0,0,0,1330,Calf injury - 75% chance of playing,2018-02-22T14:31:18Z,49,0,0,0,39158.jpg,3.1,0,0,Arfield,0.3,False,37,d,4,90,246.0,56,47953,1,40650,225,0.1,11.4,Arfield,3
0,0,0,100,75,0,15982,0,0,-1,1,0.0,0,0,3,0.0,0.4,0,Dean,0.0,0,0,0.0,83,False,0.0,0,0,0,0,0,,2018-02-24T14:01:18Z,44,0,0,0,15982.jpg,0.0,0,0,Marney,0.0,False,8,a,4,90,0.0,0,890,9,1328,7,0.0,0.0,Marney,0
5,4,336,None,None,8,60586,0,0,1,-1,691.2,0,0,3,4.0,4.5,2,Johann Berg,4.0,22,2,154.8,84,False,449.0,0,0,0,0,2124,,None,51,0,0,0,60586.jpg,3.1,0,0,Gudmundsson,1.5,False,17,a,4,90,406.0,84,131821,980,53947,1566,0.8,16.5,Gudmundsson,2
1,0,353,0,0,12,39847,0,0,-1,1,310.8,0,0,3,0.0,0.0,0,Steven,0.0,17,1,78.4,85,False,353.8,0,0,0,0,1998,Knee injury - Unknown return date,2018-01-29T16:31:17Z,54,0,0,0,39847.jpg,2.6,0,0,Defour,0.3,False,16,i,4,90,117.0,62,26812,3,33324,98,0.0,11.5,Defour,6
2,1,255,100,100,8,83314,0,0,-1,1,321.5,0,0,3,2.5,3.0,5,Jeff,2.5,19,2,82.8,86,False,226.6,0,0,0,0,1976,,2017-08-25T12:01:13Z,54,0,0,0,83314.jpg,2.9,0,0,Hendrick,0.2,False,13,a,4,90,280.0,72,23204,105,23112,48,0.5,13.3,Hendrick,1
4,7,216,0,0,6,90517,0,0,-2,2,477.9,1,0,3,0.0,0.0,0,Robbie,0.0,12,1,97.3,87,False,273.8,0,0,0,0,1277,Knee injury - Unknown return date,2017-12-02T17:01:15Z,53,0,0,0,90517.jpg,3.7,0,0,Brady,0.4,False,12,i,4,90,221.0,56,198928,0,211882,44,0.0,10.6,Brady,3
0,0,52,None,None,0,60551,0,0,-2,2,40.8,0,0,3,1.0,1.5,2,Ashley,1.0,3,0,8.8,88,False,28.2,0,0,0,0,215,,None,43,0,0,0,60551.jpg,1.2,0,0,Westwood,0.1,False,18,a,4,90,20.0,11,7091,36,8408,18,0.2,2.6,Westwood,0
0,0,3,0,0,0,12813,0,0,-4,4,0.7,0,0,3,0.0,0.0,0,Jonathan,0.0,2,0,1.1,89,False,1.2,0,0,0,0,36,Knee injury - Unknown return date,2018-01-18T15:01:16Z,51,0,0,0,12813.jpg,1.0,0,0,Walters,0.1,False,19,i,4,90,12.0,3,1638,0,30760,4,0.0,0.6,Walters,0
1,3,384,None,None,10,40145,0,0,1,-1,268.2,0,0,3,1.8,2.3,2,Jack,1.8,25,1,89.0,90,False,454.6,0,0,0,0,2520,,None,46,0,0,0,40145.jpg,2.5,0,0,Cork,2.9,False,4,a,4,90,165.0,71,432404,692,337416,1006,0.4,15.4,Cork,6
2,6,125,100,100,2,40399,0,0,-3,3,100.3,1,0,4,1.8,2.3,0,Sam,1.8,9,3,58.2,91,False,169.4,0,0,0,0,783,,2017-10-30T20:01:15Z,57,0,0,0,40399.jpg,2.3,0,0,Vokes,1.9,False,9,a,4,90,321.0,48,335623,139,448158,479,0.3,8.4,Vokes,3
0,3,152,None,None,3,44699,0,0,-3,3,179.3,0,0,4,2.5,3.0,6,Ashley,2.5,15,4,87.9,93,False,205.6,0,0,0,0,1434,,None,52,0,0,0,44699.jpg,1.9,0,0,Barnes,0.9,False,10,a,4,90,506.0,52,100036,1269,98053,312,0.5,10.0,Barnes,7
2,0,108,100,100,4,17349,0,0,-1,1,107.4,0,0,3,2.0,2.5,2,Aaron,2.0,17,0,39.9,153,False,104.2,0,0,0,0,1071,,2017-10-13T15:01:14Z,54,0,0,0,17349.jpg,2.1,0,0,Lennon,0.2,False,25,a,4,90,188.0,39,11088,69,11002,157,0.4,7.2,Lennon,0
0,0,11,100,100,0,92383,0,0,-1,1,2.6,0,0,4,0.3,0.8,0,Nahki,0.3,2,0,4.0,185,False,7.0,0,0,0,0,32,,2017-11-18T14:01:15Z,49,0,0,0,92383.jpg,1.0,0,0,Wells,0.1,False,21,a,4,90,31.0,6,4033,27,5169,38,0.1,1.2,Wells,0
0,0,193,100,75,4,17997,0,0,-2,2,117.5,0,0,2,0.8,1.0,0,Phil,0.8,13,0,38.3,334,False,229.4,0,0,0,0,1125,,2018-02-24T14:01:19Z,43,0,0,0,17997.jpg,2.5,0,0,Bardsley,0.6,False,26,a,4,90,35.0,33,79193,31,54186,424,0.2,7.7,Bardsley,5
0,0,12,100,100,0,168566,0,0,-1,1,8.5,0,0,3,0.5,1.0,0,Georges-Kévin,0.5,0,0,4.3,392,False,14.2,0,0,0,0,49,,2017-10-22T14:31:15Z,54,0,0,0,168566.jpg,1.0,0,0,Nkoudou,0.0,False,7,a,4,90,23.0,5,1989,4,2145,15,0.1,0.9,Nkoudou,0
0,16,521,None,None,9,98747,0,0,4,-4,40.0,3,0,1,5.5,6.0,3,Nick,5.5,21,0,63.6,469,False,597.2,0,0,0,0,2214,,None,49,0,0,1,98747.jpg,4.8,0,82,Pope,10.3,False,29,a,4,90,0.0,119,760679,4304,239864,2234,1.1,24.3,Pope,2
0,8,126,100,75,7,60689,0,0,-3,3,128.5,0,0,4,0.0,0.4,0,Chris,0.0,6,4,61.9,518,False,190.0,0,0,0,0,1021,,2018-02-24T14:01:19Z,62,0,0,0,60689.jpg,3.3,0,0,Wood,0.6,False,11,a,4,90,301.0,49,299112,17,295419,101,0.0,7.9,Wood,1
0,0,0,None,None,0,28609,0,0,0,0,0.0,0,0,1,0.0,0.5,0,Adam,0.0,0,0,0.0,545,False,0.0,0,0,0,0,0,,None,40,0,0,0,28609.jpg,0.0,0,0,Legzdins,0.1,False,30,a,4,90,0.0,0,9459,14,4425,20,0.0,0.0,Legzdins,0
0,0,0,None,None,0,39725,0,0,0,0,0.0,0,0,1,0.0,0.5,0,Anders,0.0,0,0,0.0,554,False,0.0,0,0,0,0,0,,None,40,0,0,0,39725.jpg,0.0,0,0,Lindegaard,0.2,False,22,a,4,90,0.0,0,14430,51,5770,30,0.0,0.0,Lindegaard,0
0,0,0,0,0,0,95508,0,0,-1,1,0.0,0,0,3,0.0,0.0,0,Fredrik,0.0,0,0,0.0,575,False,0.0,0,0,0,0,0,Transferred to Djurgården,2018-02-08T09:42:30Z,44,0,0,0,95508.jpg,0.0,0,0,Ulvestad,0.0,False,20,u,4,90,0.0,0,311,0,263,3,0.0,0.0,Ulvestad,0
0,0,0,None,None,0,234483,0,0,0,0,0.0,0,0,3,0.0,0.5,0,Aiden,0.0,0,0,0.0,623,False,0.0,0,0,0,0,0,,None,45,0,0,0,234483.jpg,0.0,0,0,O'Neill,0.0,False,41,a,4,90,0.0,0,188,9,73,9,0.0,0.0,O'Neill,0
1,4,155,100,100,2,44346,0,0,-3,3,151.3,1,0,4,1.5,2.0,1,Olivier,2.0,7,4,70.8,25,False,184.8,0,0,0,0,472,,2018-01-30T20:01:18Z,82,0,0,0,44346.jpg,2.3,0,0,Giroud,1.8,False,18,a,5,8,374.0,44,147759,615,166541,2786,0.2,5.4,Giroud,0
0,2,497,100,100,13,60772,0,0,-1,1,0.0,0,0,1,2.0,2.5,2,Thibaut,2.5,25,0,40.1,94,False,399.0,0,0,0,0,2430,,2018-01-19T23:01:17Z,54,0,0,0,60772.jpg,4.0,0,56,Courtois,11.2,False,13,a,5,8,0.0,109,473072,574,772815,2624,0.5,20.2,Courtois,1
0,0,0,None,None,0,41251,0,0,-3,3,0.0,0,0,1,-0.5,0.0,0,Eduardo,0.0,0,0,0.0,95,False,0.0,0,0,0,0,0,,None,47,0,0,0,41251.jpg,0.0,0,0,dos Reis Carvalho,0.1,False,37,a,5,8,0.0,0,1075,4,3377,8,0.0,0.0,Eduardo,0
0,0,29,None,None,1,20310,0,0,-2,2,0.0,0,0,1,-0.5,0.0,0,Willy,0.0,0,0,2.5,96,False,25.2,0,0,0,0,90,,None,48,0,0,0,20310.jpg,7.0,0,3,Caballero,0.1,False,1,a,5,8,0.0,7,8891,12,10876,48,0.0,1.5,Caballero,0
6,18,681,None,None,13,41328,0,0,5,-5,399.6,3,0,2,2.0,2.5,1,César,2.5,25,1,120.8,97,True,705.2,0,0,0,0,2430,,None,70,1,0,0,41328.jpg,5.1,0,0,Azpilicueta,21.5,False,28,a,5,8,100.0,137,1341937,1440,901706,6993,0.4,19.6,Azpilicueta,1
0,2,320,100,100,7,19419,0,0,-3,3,49.9,0,0,2,0.0,0.5,0,Gary,0.5,19,0,45.7,98,False,333.2,0,0,0,0,1452,,2018-01-13T18:01:17Z,62,0,0,0,19419.jpg,2.8,1,0,Cahill,2.6,False,24,a,5,8,72.0,55,83690,80,600401,550,0.1,8.9,Cahill,0
1,13,539,100,100,12,82263,0,0,2,-2,482.1,4,0,2,0.0,0.5,1,Marcos,0.5,21,6,168.5,100,True,566.4,0,0,0,0,2233,,2018-02-05T19:31:22Z,72,0,0,0,82263.jpg,5.3,0,0,Alonso,20.2,False,3,a,5,8,635.0,139,1550868,2743,1414942,6550,0.1,19.3,Alonso,5
2,0,186,0,0,3,41270,0,0,-3,3,22.3,0,0,2,0.0,0.0,0,David,0.5,13,1,29.6,101,False,210.2,0,0,0,0,838,Knock - Expected back 04 Mar,2018-02-15T13:31:17Z,57,0,0,0,41270.jpg,3.2,1,0,Luiz Moreira Marinho,7.5,False,30,i,5,8,65.0,32,326576,23,1185191,894,0.1,5.6,David Luiz,3
3,4,333,100,100,9,49013,0,0,-1,1,208.2,3,0,2,2.8,3.3,1,Victor,3.3,11,2,80.8,102,False,260.4,0,0,0,0,1499,,2017-10-14T16:31:15Z,64,0,0,0,49013.jpg,4.6,0,0,Moses,2.0,False,15,a,5,8,339.0,92,166970,1104,125481,1435,0.5,14.4,Moses,1
1,8,445,None,None,10,102380,0,0,-1,1,59.6,2,0,2,1.5,2.0,1,Antonio,2.0,15,2,62.2,103,False,439.8,0,0,0,0,1706,,None,59,0,0,0,102380.jpg,4.8,0,0,Rüdiger,3.6,False,2,a,5,8,122.0,95,282928,934,240674,1932,0.3,16.1,Rüdiger,3
5,23,548,100,100,9,42786,0,0,2,-2,780.8,5,0,3,7.5,8.0,6,Eden,8.0,17,11,234.1,104,False,746.2,0,0,0,0,1680,,2018-01-05T15:01:18Z,107,0,0,0,42786.jpg,6.0,0,0,Hazard,7.9,False,10,a,5,8,811.0,144,1369319,3782,1108880,3398,0.7,13.5,Hazard,1
4,4,386,100,100,8,17878,0,0,-2,2,993.1,1,0,3,0.5,1.0,1,Cesc,1.0,18,1,185.8,105,False,517.4,0,0,0,0,1593,,2018-01-16T14:01:16Z,68,0,0,0,17878.jpg,2.6,1,0,Fàbregas,2.8,False,4,a,5,8,347.0,62,405215,150,695941,486,0.1,9.1,Fàbregas,4
7,10,400,100,100,9,47431,0,0,-2,2,626.5,3,0,3,2.3,2.8,9,Willian,2.8,10,5,163.0,106,False,488.0,0,0,0,0,1321,,2018-02-05T20:01:21Z,68,0,0,0,47431.jpg,3.9,0,0,Borges Da Silva,8.0,False,22,a,5,8,518.0,105,1006055,29492,1461166,1511,0.4,15.4,Willian,0
2,2,228,100,100,8,49579,0,0,-3,3,361.5,1,0,3,1.5,2.0,1,Pedro,2.0,10,4,112.3,109,False,316.4,0,0,0,0,1221,,2018-02-05T21:31:20Z,77,0,0,0,49579.jpg,3.2,0,0,Rodríguez Ledesma,1.1,False,11,a,5,8,445.0,70,209234,123,315852,347,0.3,9.1,Pedro,1
1,6,484,100,100,14,116594,0,0,-1,1,503.4,0,0,3,1.5,2.0,1,N'Golo,2.0,20,1,116.8,111,False,507.0,0,0,0,0,2184,,2017-11-05T15:31:17Z,49,0,0,0,116594.jpg,3.0,0,0,Kanté,11.3,False,7,a,5,8,155.0,75,740786,1411,1121273,2746,0.4,15.3,Kanté,3
1,3,77,0,0,1,94245,0,0,-4,4,39.0,1,0,4,0.0,0.0,0,Michy,0.0,7,2,25.7,113,False,99.4,0,0,0,0,351,Season-long loan to Borussia Dortmund,2018-01-31T17:01:18Z,81,1,0,0,94245.jpg,2.1,0,0,Batshuayi,0.5,False,23,u,5,8,123.0,25,121620,2,181061,69,0.0,3.1,Batshuayi,0
0,0,0,0,0,0,18507,0,0,-5,5,0.0,0,0,4,0.0,0.0,0,Diego,0.0,0,0,0.0,114,False,0.0,0,0,0,0,0,Transferred to Atletico Madrid,2017-09-28T06:38:58Z,95,0,0,0,18507.jpg,0.0,0,0,Da Silva Costa,0.3,False,19,u,5,8,0.0,0,2418,0,66301,17,0.0,0.0,Costa,0
0,0,4,0,0,0,88894,0,0,-2,2,16.7,0,0,3,0.0,0.0,0,Ross,0.3,1,0,3.9,149,False,1.8,0,0,0,0,53,Hamstring injury - Expected back 04 Mar,2018-02-06T13:01:21Z,73,0,0,0,88894.jpg,1.0,0,0,Barkley,0.1,False,8,i,5,8,20.0,1,5434,3,14080,56,0.0,0.1,Barkley,0
0,0,9,0,0,1,160190,0,0,-2,2,25.6,0,0,3,0.0,0.0,0,Kasey,0.0,2,0,7.2,183,False,20.0,0,0,0,0,168,Season-long loan to Derby County,2018-02-01T10:04:50Z,53,0,0,0,160190.jpg,1.0,0,0,Palmer,0.0,False,45,u,5,8,27.0,4,1097,0,4734,3,0.0,0.8,Palmer,2
0,1,104,100,100,1,61603,0,0,-2,2,76.8,1,0,3,0.0,0.5,2,Daniel,0.5,6,1,23.3,202,False,105.6,0,0,0,0,430,,2018-01-19T23:01:18Z,48,0,0,0,61603.jpg,2.0,0,0,Drinkwater,0.2,False,6,a,5,8,52.0,22,14361,58,22714,53,0.1,4.6,Drinkwater,0
2,5,306,0,0,9,169102,0,0,-1,1,231.1,1,0,3,0.0,0.0,0,Tiemoué,0.0,19,2,100.1,463,False,371.8,0,0,0,0,1759,Knock - Expected back 04 Mar,2018-02-15T13:31:18Z,49,0,0,0,169102.jpg,2.8,1,0,Bakayoko,1.4,False,14,i,5,8,396.0,67,357894,9,339114,1253,0.0,13.7,Bakayoko,2
0,4,381,100,100,8,135363,0,0,-2,2,47.1,0,0,2,1.8,2.3,1,Andreas,2.3,12,0,47.9,470,False,355.2,0,0,0,0,1527,,2018-02-12T20:01:19Z,53,0,0,0,135363.jpg,3.3,0,0,Christensen,1.5,False,27,a,5,8,76.0,70,485390,2053,433866,510,0.4,13.2,Christensen,0
1,0,15,0,0,0,171162,0,0,-2,2,18.5,0,0,3,0.0,0.0,0,Charly,0.0,0,0,5.0,471,False,20.6,0,0,0,0,35,18 month loan to Celtic,2018-01-30T09:40:07Z,48,0,0,0,171162.jpg,2.0,0,0,Musonda,0.0,False,17,u,5,8,14.0,6,1712,0,4492,10,0.0,1.3,Musonda,0
5,13,304,100,100,11,88482,0,0,4,-4,395.2,2,0,4,0.8,1.3,1,Álvaro,1.3,10,10,189.0,472,False,541.2,0,0,0,0,1633,,2018-02-12T20:01:19Z,104,0,0,0,88482.jpg,4.6,0,0,Morata,7.6,False,9,a,5,8,954.0,102,3780478,464,3931708,1629,0.1,9.8,Morata,6
0,0,0,0,0,0,194794,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Fikayo,0.0,0,0,0.0,503,False,0.0,0,0,0,0,0,Season-long loan to Hull,2017-09-04T10:55:03Z,45,0,0,0,194794.jpg,0.0,0,0,Tomori,0.0,False,31,u,5,8,0.0,0,423,0,801,0,0.0,0.0,Tomori,0
0,0,0,None,None,0,181911,0,0,-2,2,0.0,0,0,3,-0.5,0.0,0,Kyle,0.0,0,0,0.0,504,False,0.0,0,0,0,0,0,,None,43,0,0,0,181911.jpg,0.0,0,0,Scott,0.1,False,36,a,5,8,0.0,0,6387,23,6334,28,0.0,0.0,Scott,0
