,round,team_rank,opponent_team_rank,opp_pot,concede_pot,prev_points,form_points,ict_form,total_points,Predicted,Prediction_Error
1853,2,18,17,1.0,1.625,6.0,4.333333333333333,2.3666666666666667,5,5.6,0.5999999999999996
14133,1,7,19,0.0,0.0,2.0,0.0,0.0,6,2.7,3.3
6967,2,1,15,0.9,0.5,7.0,7.333333333333332,4.766666666666667,8,9.3,1.3000000000000007
3941,1,2,11,0.75,1.0,6.0,4.333333333333333,3.1666666666666665,1,5.4,4.4
6680,1,14,9,1.0,1.5,7.0,3.333333333333333,2.066666666666667,2,3.1,1.1
4574,2,17,10,1.3333333333333333,1.5454545454545454,1.0,2.6666666666666665,2.4666666666666663,1,4.4,3.4000000000000004
7481,3,12,18,0.7142857142857143,1.4285714285714286,2.0,2.0,2.0,2,4.4,2.4000000000000004
7519,1,3,6,1.8571428571428568,0.7142857142857143,6.0,4.666666666666667,5.1,2,4.6,2.5999999999999996
3212,1,2,16,0.0,0.0,6.0,4.333333333333333,3.0666666666666664,6,6.4,0.40000000000000036
7071,2,12,17,1.1428571428571428,1.5714285714285714,2.0,1.6666666666666667,3.933333333333332,1,3.5,2.5
13385,1,20,7,1.3333333333333333,2.1666666666666665,1.0,1.3333333333333333,3.0,2,2.1,0.10000000000000009
2013,2,13,15,0.625,0.8571428571428571,4.0,2.0,5.133333333333332,2,3.0,1.0
14211,1,2,16,1.6666666666666667,0.3333333333333333,8.0,6.666666666666668,3.8666666666666667,1,8.0,7.0
13496,1,19,9,1.4,1.8,1.0,2.6666666666666665,1.6333333333333335,6,4.4,1.5999999999999996
11038,2,11,15,0.7272727272727273,2.272727272727273,1.0,2.6666666666666665,2.4000000000000004,6,5.3,0.7000000000000002
4908,2,17,15,0.9,2.0,0.0,0.0,0.0,0,2.2,2.2
4871,1,12,1,3.5,1.0,1.0,2.6666666666666665,3.033333333333333,1,2.7,1.7000000000000002
4487,1,10,13,0.6,1.1666666666666667,1.0,2.6666666666666665,4.333333333333334,6,5.1,0.9000000000000004
2838,1,4,7,1.0,1.0,6.0,6.666666666666668,3.8000000000000016,7,7.9,0.9000000000000004
4610,1,4,20,0.5,2.5,2.0,3.6666666666666665,4.533333333333333,7,6.8,0.20000000000000018
16726,1,17,3,1.0,1.0,0.0,0.0,0.0,8,1.0,7.0
5182,3,18,12,1.3571428571428572,1.6428571428571428,6.0,5.333333333333333,5.066666666666666,0,5.9,5.9
1836,2,14,8,1.2222222222222223,1.4444444444444444,2.0,5.333333333333333,5.099999999999999,6,7.2,1.2000000000000002
7401,1,2,20,1.0,0.16666666666666666,6.0,4.666666666666667,3.6,6,6.8,0.7999999999999998
11146,2,11,15,0.7272727272727273,2.272727272727273,2.0,5.0,6.166666666666668,12,7.6,4.4
14312,3,2,12,1.5294117647058822,0.9375,6.0,7.0,5.433333333333335,9,8.4,0.5999999999999996
12781,1,20,7,1.6666666666666667,2.0,2.0,1.3333333333333333,2.6333333333333333,1,1.7,0.7
7097,1,2,20,1.0,0.16666666666666666,6.0,6.0,5.1000000000000005,5,8.5,3.5
87,1,13,10,1.0,1.4,2.0,1.6666666666666667,3.6,2,2.8,0.7999999999999998
3875,1,16,9,1.4285714285714286,1.5,0.0,0.6666666666666666,2.6666666666666665,1,2.0,1.0
7203,2,9,7,1.6666666666666667,1.4444444444444444,6.0,3.0,1.5999999999999996,2,2.7,0.7000000000000002
2487,1,3,8,0.0,0.0,6.0,4.666666666666667,3.8333333333333335,8,5.9,2.0999999999999996
1495,1,17,19,0.6,1.8,-1.0,0.6666666666666666,2.799999999999999,1,3.8,2.8
12693,3,20,12,1.4666666666666666,1.5,5.0,2.333333333333333,5.000000000000001,1,2.1,1.1
13223,1,12,3,2.0,2.0,6.0,0.0,0.0,1,-1.9,2.9
3847,2,2,14,0.6666666666666666,1.4444444444444444,1.0,3.0,2.5333333333333337,6,5.9,0.09999999999999964
186,1,3,14,1.0,1.0,11.0,6.333333333333332,4.699999999999998,6,6.2,0.20000000000000018
4297,2,16,8,1.5,1.375,1.0,0.6666666666666666,3.1,0,1.4,1.4
8417,2,5,7,1.6363636363636365,1.6363636363636365,3.0,1.0,3.6999999999999984,-1,0.9,1.9
7373,2,13,11,0.8,1.3636363636363635,2.0,3.0,4.033333333333333,5,4.7,0.2999999999999998
210,3,6,19,0.9375,1.6875,1.0,2.333333333333333,3.5,1,5.2,4.2
6439,1,17,10,0.6666666666666666,2.5,6.0,5.333333333333333,4.4,9,6.0,3.0
13379,1,17,1,3.0,2.0,2.0,0.6666666666666666,2.8666666666666667,0,-0.5,0.5
4839,1,15,20,1.1428571428571428,2.142857142857143,1.0,2.0,5.666666666666668,4,4.4,0.40000000000000036
370,1,15,3,2.0,0.8333333333333334,5.0,3.0,2.466666666666667,2,2.4,0.3999999999999999
19933,1,16,15,0.5,0.5,0.0,0.0,0.0,2,2.6,0.6000000000000001
3838,1,2,8,1.5,1.75,6.0,4.0,1.9,5,4.3,0.7000000000000002
31,1,7,12,0.6666666666666666,1.0,7.0,6.333333333333332,3.7,6,7.7,1.7000000000000002
6433,2,15,11,1.2222222222222223,2.333333333333333,2.0,1.0,5.966666666666669,0,1.4,1.4
2520,1,13,6,1.8,1.4,2.0,1.0,1.8333333333333337,1,1.3,0.30000000000000004
14285,1,2,16,1.6666666666666667,0.3333333333333333,0.0,2.6666666666666665,2.4333333333333336,2,5.9,3.9000000000000004
20979,2,17,2,2.5714285714285716,2.2857142857142856,1.0,0.0,2.433333333333333,-1,-0.7,0.30000000000000004
6255,2,16,6,1.5833333333333333,1.5833333333333333,2.0,1.0,2.9333333333333336,0,1.1,1.1
3799,1,11,12,1.6,1.2,2.0,1.3333333333333333,2.700000000000001,1,2.5,1.5
6775,2,19,15,1.2,1.3636363636363635,2.0,3.0,2.933333333333332,1,5.0,4.0
5514,1,4,15,1.0,1.0,0.0,0.0,0.0,1,2.6,1.6
15258,2,8,1,0.875,2.0,2.0,2.333333333333333,2.5,2,2.8,0.7999999999999998
16039,2,8,9,1.6,2.1,2.0,1.0,2.166666666666667,1,1.6,0.6000000000000001
2931,3,1,9,1.2666666666666666,1.3333333333333333,1.0,1.0,0.06666666666666665,1,2.6,1.6
8408,1,3,16,1.3333333333333333,1.0,6.0,3.0,2.933333333333332,1,3.9,2.9
1159,3,10,20,1.1666666666666667,1.8333333333333333,6.0,4.0,3.4333333333333367,6,5.4,0.5999999999999996
5185,1,15,6,2.0,2.333333333333333,5.0,4.333333333333333,2.2,1,4.4,3.4000000000000004
3211,1,6,19,0.0,0.0,1.0,0.0,0.0,6,3.2,2.8
10966,2,13,9,0.75,2.4166666666666665,6.0,4.666666666666667,4.300000000000002,1,5.0,4.0
4569,2,12,3,1.5555555555555556,1.25,1.0,1.0,3.466666666666667,1,1.3,0.30000000000000004
1111,1,6,16,0.75,1.25,6.0,5.0,5.133333333333334,7,6.5,0.5
6298,3,16,9,1.3571428571428572,1.6875,2.0,3.333333333333333,1.7,1,4.8,3.8
3928,2,18,9,1.7777777777777777,1.6666666666666667,1.0,1.6666666666666667,2.3000000000000007,2,2.7,0.7000000000000002
6386,1,12,10,1.5,0.5,-1.0,4.0,2.0333333333333328,6,7.3,1.2999999999999998
2835,1,9,18,0.0,0.0,0.0,0.0,0.0,6,3.4,2.6
6761,1,10,18,1.5,1.5,1.0,1.0,2.733333333333333,1,3.2,2.2
4563,2,17,14,0.5454545454545454,1.4166666666666667,2.0,0.0,0.0,5,1.5,3.5
17652,2,20,18,1.625,2.0,1.0,0.6666666666666666,1.2666666666666666,0,2.5,2.5
13229,1,19,2,2.75,2.25,1.0,1.0,6.033333333333332,1,0.2,0.8
20751,2,1,12,1.5714285714285714,1.3846153846153846,8.0,4.0,5.8666666666666645,2,3.5,1.5
1518,1,3,16,1.0,0.6666666666666666,6.0,2.6666666666666665,3.5,0,3.6,3.6
6704,2,14,17,1.25,2.083333333333333,0.0,0.3333333333333333,1.2000000000000013,1,2.6,1.6
2178,2,10,4,1.75,2.125,5.0,6.0,4.166666666666667,2,6.4,4.4
1811,2,18,9,1.7777777777777777,1.6666666666666667,0.0,3.0,2.6666666666666665,3,4.9,1.9000000000000004
16773,1,17,6,1.4,2.8,14.0,7.333333333333332,4.699999999999998,0,4.7,4.7
1830,1,20,7,1.4,2.4,1.0,1.0,2.266666666666666,2,1.7,0.30000000000000004
7381,3,16,7,1.4285714285714286,1.5384615384615383,1.0,2.333333333333333,3.5,2,3.4,1.4
14136,1,3,19,1.6666666666666667,1.3333333333333333,6.0,4.666666666666667,4.9,6,6.1,0.09999999999999964
20532,1,4,6,1.5,1.1666666666666667,2.0,2.0,2.8666666666666667,2,2.9,0.8999999999999999
15101,1,11,13,1.25,2.0,2.0,1.0,2.1666666666666665,1,2.3,1.2999999999999998
17688,2,13,19,1.4285714285714286,1.5714285714285714,1.0,3.333333333333333,3.1,7,6.3,0.7000000000000002
5879,2,10,8,1.7,2.1,2.0,1.0,1.6000000000000003,1,1.5,0.5
158,1,5,14,0.25,0.75,6.0,5.666666666666668,4.466666666666668,6,7.6,1.5999999999999996
11033,2,7,10,2.0,1.6666666666666667,3.0,2.333333333333333,4.0,2,2.9,0.8999999999999999
16885,1,15,9,1.25,3.0,2.0,2.6666666666666665,3.6333333333333333,5,3.7,1.2999999999999998
11148,2,13,9,0.75,2.4166666666666665,1.0,4.666666666666667,6.933333333333334,1,6.7,5.7
4558,2,4,20,0.5833333333333334,1.8333333333333333,0.0,1.3333333333333333,4.300000000000002,2,4.4,2.4000000000000004
3963,2,19,9,1.2307692307692308,1.8461538461538465,-1.0,3.333333333333333,2.600000000000001,1,6.0,5.0
6516,1,18,12,1.2857142857142858,1.8333333333333333,1.0,1.3333333333333333,3.1333333333333333,2,2.8,0.7999999999999998
5673,1,16,11,2.75,1.75,3.0,0.6666666666666666,2.9666666666666672,-1,0.4,1.4
4877,1,5,8,1.5,1.75,1.0,1.3333333333333333,2.333333333333334,1,2.6,1.6
171,3,6,10,0.6923076923076923,1.0769230769230769,1.0,1.0,1.1666666666666694,1,2.8,1.7999999999999998
2825,2,8,16,1.125,1.625,2.0,1.3333333333333333,1.9666666666666683,1,3.2,2.2
2152,1,13,2,0.5,1.0,0.0,0.0,0.0,0,1.1,1.1
1164,1,20,10,2.0,0.0,1.0,0.0,0.0,2,1.0,1.0
14187,2,4,13,1.3,0.8,4.0,7.0,8.666666666666666,6,9.1,3.0999999999999996
1455,2,3,18,1.1428571428571428,0.75,2.0,2.333333333333333,4.633333333333332,2,4.7,2.7
3273,2,4,20,0.5,0.3,1.0,1.3333333333333333,3.766666666666671,1,4.4,3.4000000000000004
1160,3,11,13,0.9411764705882352,1.3888888888888888,6.0,4.333333333333333,3.2666666666666697,1,5.2,4.2
4716,3,7,14,0.5882352941176471,2.117647058823529,12.0,11.333333333333336,12.266666666666666,11,11.5,0.5
16899,2,10,16,1.0909090909090908,2.0,1.0,1.3333333333333333,2.099999999999999,2,3.5,1.5
3837,1,2,20,0.0,0.75,1.0,0.0,0.0,6,3.2,2.8
6170,2,17,19,0.625,1.25,6.0,2.0,1.5666666666666664,1,3.0,2.0
20544,2,4,1,2.0,1.4166666666666667,1.0,2.6666666666666665,7.266666666666667,0,2.8,2.8
10377,2,16,7,1.1538461538461535,1.1538461538461535,2.0,4.0,2.733333333333333,9,5.6,3.4000000000000004
1490,1,11,5,1.0,1.0,7.0,3.6666666666666665,2.7999999999999994,2,3.2,1.2000000000000002
11054,1,16,2,2.0,1.0,2.0,0.0,0.0,1,-0.3,1.3
11947,2,9,7,1.25,1.6666666666666667,1.0,1.3333333333333333,1.9666666666666677,1,2.5,1.5
3840,1,17,19,1.4285714285714286,2.0,1.0,1.6666666666666667,3.933333333333335,3,3.9,0.8999999999999999
13295,3,7,17,1.3888888888888888,1.7777777777777777,1.0,2.6666666666666665,2.500000000000003,2,5.3,3.3
3818,3,16,14,1.2142857142857142,1.8571428571428568,6.0,7.0,3.133333333333337,8,8.7,0.6999999999999993
7116,3,3,13,1.25,1.5625,1.0,1.6666666666666667,2.7999999999999976,2,3.6,1.6
13292,3,7,14,0.5882352941176471,2.117647058823529,2.0,4.333333333333333,7.3333333333333375,7,6.5,0.5
5929,2,9,18,1.3333333333333333,1.4444444444444444,2.0,3.6666666666666665,3.1666666666666665,1,6.4,5.4
7415,2,5,14,0.7777777777777778,0.8,8.0,8.0,5.433333333333333,1,9.6,8.6
2026,3,13,20,1.2666666666666666,1.3333333333333333,5.0,4.0,3.999999999999999,6,5.7,0.2999999999999998
3193,1,5,17,1.6666666666666667,3.333333333333333,10.0,5.666666666666668,5.033333333333334,1,5.3,4.3
13351,2,18,7,0.625,2.25,6.0,2.333333333333333,1.9000000000000008,1,1.9,0.8999999999999999
6403,2,16,6,1.5833333333333333,1.5833333333333333,2.0,1.3333333333333333,2.233333333333332,1,1.7,0.7
2832,3,8,17,0.6923076923076923,1.1538461538461535,1.0,1.6666666666666667,1.9666666666666683,3,4.3,1.2999999999999998
6438,1,18,6,1.5,0.0,1.0,2.6666666666666665,5.333333333333335,6,3.8,2.2
4262,1,9,7,0.4,1.0,6.0,3.0,2.7,2,3.2,1.2000000000000002
18705,3,9,17,0.8888888888888888,2.1875,0.0,3.0,3.0000000000000013,8,6.2,1.7999999999999998
4516,2,11,8,1.7777777777777777,1.4,2.0,3.0,5.400000000000002,6,3.8,2.2
146,2,5,19,0.9090909090909092,1.4545454545454546,8.0,3.0,4.833333333333332,1,3.2,2.2
6156,2,20,1,3.4615384615384617,1.4615384615384617,1.0,1.0,1.2666666666666664,1,0.3,0.7
5889,1,11,1,3.333333333333333,3.0,6.0,3.333333333333333,5.7666666666666675,-2,1.1,3.1
75,2,5,19,0.9090909090909092,1.4545454545454546,1.0,2.333333333333333,6.400000000000001,2,4.9,2.9000000000000004
2110,1,16,14,1.25,2.0,1.0,1.6666666666666667,3.8666666666666663,2,3.4,1.4
355,3,6,15,0.8823529411764706,1.0625,2.0,5.0,2.633333333333335,12,8.1,3.9000000000000004
15220,2,11,7,0.7142857142857143,0.7142857142857143,0.0,-0.3333333333333333,3.4000000000000012,1,0.8,0.19999999999999996
20766,1,19,10,1.3333333333333333,3.0,0.0,0.6666666666666666,2.9333333333333336,2,1.9,0.10000000000000009
13505,2,19,11,1.0,2.0,1.0,2.333333333333333,1.6666666666666667,0,4.2,4.2
204,2,4,18,1.0,1.1538461538461535,1.0,2.6666666666666665,1.1999999999999995,6,5.9,0.09999999999999964
