player_id,name,season,round,team_rank,opponent_team_rank,team_pot,opp_pot,concede_pot,opp_concede_pot,prev_points,form_points,total_points,long_form,ict_form
201,Henderson,2016/17,7,4,17,1.8,1,1.4,2,2,5.666666667,5,3.8,6.433333333
202,Allen,2016/17,7,19,6,0.75,2,2.25,1,11,7,8,5,8.866666667
203,Coutinho,2016/17,7,4,17,1.8,1,1.4,2,14,7.666666667,2,5.2,14.73333333
204,Can,2016/17,7,4,17,1.8,1,1.4,2,1,1,1,0,0.8333333333
205,Lallana,2016/17,7,4,17,1.8,1,1.4,2,15,6,1,5.6,6
208,Milner,2016/17,7,4,17,1.8,1,1.4,2,14,8.666666667,10,8.2,9.633333333
209,Firmino,2016/17,7,4,17,1.8,1,1.4,2,2,9.666666667,12,7.2,14.83333333
212,Mané,2016/17,7,4,17,1.8,1,1.4,2,7,3.666666667,2,4.8,9.9
228,Sterling,2016/17,7,1,2,2.25,1.25,1.25,1,6,6.666666667,1,7.2,11.33333333
230,Silva,2016/17,7,1,2,2.25,1.25,1.25,1,2,1.666666667,2,2.4,7.666666667
232,Navas,2016/17,7,1,2,2.25,1.25,1.25,1,1,1.666666667,2,0,3.1
233,Fernandinho,2016/17,7,1,2,2.25,1.25,1.25,1,1,2,2,3,2.5
234,Fernando,2016/17,7,1,2,2.25,1.25,1.25,1,1,1,1,0,0.9
236,Gündogan,2016/17,7,1,2,2.25,1.25,1.25,1,2,3.666666667,1,0,5.233333333
256,Mata,2016/17,7,6,19,2,0.75,1,2.25,13,5.666666667,3,4.6,6
258,Depay,2016/17,7,6,19,2,0.75,1,2.25,0,0.6666666667,1,0,0.2
262,Herrera,2016/17,7,6,19,2,0.75,1,2.25,2,1.333333333,1,1.2,3.7
266,Lingard,2016/17,7,6,19,2,0.75,1,2.25,5,3,3,0,6.166666667
267,Martial,2016/17,7,6,19,2,0.75,1,2.25,1,2.666666667,6,2.4,2.833333333
282,Downing,2016/17,7,16,18,1.25,0.75,1,2,6,3.333333333,2,3.6,5.733333333
286,Forshaw,2016/17,7,16,18,1.25,0.75,1,2,1,1.666666667,2,2,1.633333333
289,Fischer,2016/17,7,16,18,1.25,0.75,1,2,1,2,4,0,2.466666667
290,de Roon,2016/17,7,16,18,1.25,0.75,1,2,2,1.666666667,1,1.4,1.866666667
304,Redmond,2016/17,7,10,12,1.5,1.25,0.75,0.5,3,3,3,2.4,7.866666667
305,Davis,2016/17,7,10,12,1.5,1.25,0.75,0.5,3,3,3,2.4,6.033333333
306,Ward-Prowse,2016/17,7,10,12,1.5,1.25,0.75,0.5,6,2.666666667,1,2.6,3.166666667
308,Tadic,2016/17,7,10,12,1.5,1.25,0.75,0.5,8,5.666666667,3,5,10.93333333
310,Oriol Romeu,2016/17,7,10,12,1.5,1.25,0.75,0.5,2,2.666666667,3,3,2.166666667
312,Højbjerg,2016/17,7,10,12,1.5,1.25,0.75,0.5,3,2.333333333,3,1.8,5.3
329,Whelan,2016/17,7,19,6,0.75,2,2.25,1,1,1.666666667,2,1.6,3.9
330,Walters,2016/17,7,19,6,0.75,2,2.25,1,2,2.666666667,4,2,2.466666667
331,Arnautovic,2016/17,7,19,6,0.75,2,2.25,1,2,3.333333333,2,2.6,4.233333333
333,Shaqiri,2016/17,7,19,6,0.75,2,2.25,1,3,4.666666667,2,0,6.733333333
347,Kirchhoff,2016/17,7,20,9,1.5,0.75,0.75,2,2,1.333333333,0,0,2.133333333
350,Rodwell,2016/17,7,20,9,1.5,0.75,0.75,2,2,1.333333333,1,2.4,1.566666667
352,Khazri,2016/17,7,20,9,1.5,0.75,0.75,2,1,1.333333333,2,0,2.933333333
353,Watmore,2016/17,7,20,9,1.5,0.75,0.75,2,2,2.666666667,5,2,3.266666667
367,Cork,2016/17,7,17,4,1,1.8,2,1.4,2,1.666666667,1,1.8,2.333333333
368,Sigurdsson,2016/17,7,17,4,1,1.8,2,1.4,6,3.333333333,2,3.8,5.966666667
369,Routledge,2016/17,7,17,4,1,1.8,2,1.4,2,1.666666667,2,1.8,3.533333333
370,Britton,2016/17,7,17,4,1,1.8,2,1.4,2,1.333333333,1,0,0.5333333333
371,Fulton,2016/17,7,17,4,1,1.8,2,1.4,0,0,1,0,0
372,Ki Sung-yueng,2016/17,7,17,4,1,1.8,2,1.4,1,1.333333333,1,1.4,1.066666667
375,Fer,2016/17,7,17,4,1,1.8,2,1.4,2,3.666666667,7,4.6,4.833333333
390,Dier,2016/17,7,2,1,1.25,2.25,1,1.25,3,2.333333333,1,2.2,1.3
392,Chadli,2016/17,7,9,20,0.75,1.5,2,0.75,1,10.66666667,10,0,11.6
393,Lamela,2016/17,7,2,1,1.25,2.25,1,1.25,1,1,1,2.2,5
394,Eriksen,2016/17,7,2,1,1.25,2.25,1,1.25,2,5.333333333,3,4.2,10.43333333
396,Mason,2016/17,7,15,7,1.5,0.75,0.75,2,1,1.333333333,2,0,2.5
398,Alli,2016/17,7,2,1,1.25,2.25,1,1.25,2,5.333333333,8,5,6.9
400,Wanyama,2016/17,7,2,1,1.25,2.25,1,1.25,2,2.333333333,2,1.8,3.2
402,Son,2016/17,7,2,1,1.25,2.25,1,1.25,15,8,6,0,16.06666667
415,Guédioura,2016/17,7,16,13,1.25,1.25,1,1.5,1,2.333333333,1,0,2.566666667
416,Capoue,2016/17,7,11,13,1.5,1.25,0.75,1.5,2,4.666666667,2,5.8,5
420,Behrami,2016/17,7,11,13,1.5,1.25,0.75,1.5,2,1.666666667,1,1.6,1.633333333
422,Amrabat,2016/17,7,11,13,1.5,1.25,0.75,1.5,1,2.333333333,5,2.6,5.033333333
424,Success,2016/17,7,11,13,1.5,1.25,0.75,1.5,0,2.333333333,6,1.8,3.233333333
439,Fletcher,2016/17,7,9,20,0.75,1.5,2,0.75,2,2,2,2.4,1.8
440,Gardner,2016/17,7,9,20,0.75,1.5,2,0.75,1,1,1,2.2,0.5333333333
441,Morrison,2016/17,7,9,20,0.75,1.5,2,0.75,1,1,1,0,1
442,Yacob,2016/17,7,9,20,0.75,1.5,2,0.75,1,1.333333333,1,1.4,2.533333333
444,McClean,2016/17,7,9,20,0.75,1.5,2,0.75,2,3.666666667,2,3,5.233333333
446,Phillips,2016/17,7,9,20,0.75,1.5,2,0.75,2,4,5,3.4,4.7
458,Noble,2016/17,7,18,16,0.75,1.25,2,1,1,1.333333333,2,1.4,2.6
459,Kouyaté,2016/17,7,18,16,0.75,1.25,2,1,2,2,2,2,1.9
460,Obiang,2016/17,7,18,16,0.75,1.25,2,1,0,0,1,0,0
461,Payet,2016/17,7,18,16,0.75,1.25,2,1,1,7,10,6.2,15.33333333
462,Lanzini,2016/17,7,18,16,0.75,1.25,2,1,1,3,1,2.4,4.333333333
464,Antonio,2016/17,7,18,16,0.75,1.25,2,1,2,3.666666667,2,6.2,10.53333333
467,Töre,2016/17,7,18,16,0.75,1.25,2,1,1,1,1,2,1.533333333
473,Gudmundsson,2016/17,7,14,3,1,2,1,1,3,2,2,2,4.066666667
485,Wijnaldum,2016/17,7,4,17,1.8,1,1.4,2,2,2,2,2.6,5.8
488,Gueye,2016/17,7,5,8,1.25,1.5,1.75,0.75,1,1.666666667,1,2.6,3.866666667
489,Sané,2016/17,7,1,2,2.25,1.25,1.25,1,1,1,1,0,1.133333333
491,Ramírez,2016/17,7,16,18,1.25,0.75,1,2,1,1.333333333,1,1.2,2.466666667
503,Pogba,2016/17,7,6,19,2,0.75,1,2.25,8,3.666666667,2,3.2,9.3
520,Gooch,2016/17,7,20,9,1.5,0.75,0.75,2,1,1.666666667,1,1.4,1.066666667
525,Defour,2016/17,7,14,3,1,2,1,1,12,5.666666667,3,5.8,7.866666667
530,Chalobah,2016/17,7,7,15,0.75,1.5,2,0.75,0,0,1,0,0
539,Pereyra,2016/17,7,11,13,1.5,1.25,0.75,1.5,1,2.333333333,1,3.6,3.333333333
559,Ndong,2016/17,7,20,9,1.5,0.75,0.75,2,2,1.666666667,2,0,2.866666667
560,Hendrick,2016/17,7,14,3,1,2,1,1,8,4,2,0,4.433333333
565,Nkoudou,2016/17,7,2,1,1.25,2.25,1,1.25,1,0,1,0,0
572,Sissoko,2016/17,7,2,1,1.25,2.25,1,1.25,2,2.666666667,3,0,4.666666667
573,Henriksen,2016/17,7,15,7,1.5,0.75,0.75,2,1,0,2,0,0
12,Sánchez,2016/17,8,2,19,2.75,1,2.25,2.25,3,7.333333333,5,6.6,13.96666667
13,Walcott,2016/17,8,2,19,2.75,1,2.25,2.25,6,9,13,8.4,12.36666667
14,Özil,2016/17,8,2,19,2.75,1,2.25,2.25,3,7.666666667,10,5.4,13
15,Cazorla,2016/17,8,2,19,2.75,1,2.25,2.25,3,2.666666667,2,3.8,4.266666667
17,Wilshere,2016/17,8,11,16,2.75,1.5,1.5,1.75,1,2,2,1.8,3.766666667
18,Chamberlain,2016/17,8,2,19,2.75,1,2.25,2.25,1,1.333333333,1,1.8,3.266666667
20,Coquelin,2016/17,8,2,19,2.75,1,2.25,2.25,1,1.333333333,1,1.6,2.433333333
21,Iwobi,2016/17,8,2,19,2.75,1,2.25,2.25,3,2.666666667,2,4,3.933333333
24,Xhaka,2016/17,8,2,19,2.75,1,2.25,2.25,3,1,-1,2.2,2.233333333
37,Arter,2016/17,8,11,16,2.75,1.5,1.5,1.75,2,4,2,3.4,3.766666667
39,Surman,2016/17,8,11,16,2.75,1.5,1.5,1.75,2,2,2,2.2,3.433333333
42,Stanislas,2016/17,8,11,16,2.75,1.5,1.5,1.75,4,12,21,8.2,11.13333333
43,Gosling,2016/17,8,11,16,2.75,1.5,1.5,1.75,1,2.666666667,6,2,2.033333333
46,Ibe,2016/17,8,11,16,2.75,1.5,1.5,1.75,2,2.333333333,2,2.2,5.433333333
48,King,2016/17,8,11,16,2.75,1.5,1.5,1.75,6,4,4,4.8,4.966666667
62,Boyd,2016/17,8,14,8,0.3333333333,1.25,1.333333333,1.75,2,2.333333333,2,2.2,2.233333333
64,Marney,2016/17,8,14,8,0.3333333333,1.25,1.333333333,1.75,2,2,1,2.8,1.566666667
66,Kightly,2016/17,8,14,8,0.3333333333,1.25,1.333333333,1.75,1,0,1,0,0
82,Hazard,2016/17,8,5,13,2.25,0.75,1.25,3.75,3,4.333333333,8,3.2,6.866666667
87,Matic,2016/17,8,5,13,2.25,0.75,1.25,3.75,5,4.333333333,6,4,5.733333333
88,Loftus-Cheek,2016/17,8,5,13,2.25,0.75,1.25,3.75,0,0,1,0,0
90,Pedro,2016/17,8,5,13,2.25,0.75,1.25,3.75,1,2.666666667,6,2.6,3.6
92,Moses,2016/17,8,5,13,2.25,0.75,1.25,3.75,2,4.333333333,10,4,5.2
95,Kanté,2016/17,8,5,13,2.25,0.75,1.25,3.75,3,2.666666667,3,2.4,5.166666667
109,Bolasie,2016/17,8,6,15,1.5,1.25,0.75,3,1,2.666666667,5,4,4.833333333
110,Puncheon,2016/17,8,9,15,1.25,1.25,1.75,3,1,1.333333333,2,2.8,8.2
111,Zaha,2016/17,8,9,15,1.25,1.25,1.75,3,2,2,2,3.8,6.1
113,Ledley,2016/17,8,9,15,1.25,1.25,1.75,3,2,3.666666667,1,3.2,2.666666667
114,McArthur,2016/17,8,9,15,1.25,1.25,1.75,3,2,5.333333333,2,5.2,4.8
118,Cabaye,2016/17,8,9,15,1.25,1.25,1.75,3,1,1,1,0.6,4.033333333
120,Townsend,2016/17,8,9,15,1.25,1.25,1.75,3,1,1.666666667,2,4.2,4.7
133,Mirallas,2016/17,8,6,1,1.5,2.5,0.75,0.5,1,1,1,2.2,1.533333333
135,Cleverley,2016/17,8,10,1,1.5,2.5,1.75,0.5,1,1.333333333,2,1.2,2.133333333
136,McCarthy,2016/17,8,6,1,1.5,2.5,0.75,0.5,1,1.333333333,1,0,1.333333333
137,Barry,2016/17,8,6,1,1.5,2.5,0.75,0.5,1,1.333333333,2,2.6,3.633333333
140,Oviedo,2016/17,8,20,1,1.5,2.5,1.75,0.5,1,1.333333333,2,0,1.733333333
141,Deulofeu,2016/17,8,6,1,1.5,2.5,0.75,0.5,1,1,1,1.2,1.133333333
155,Snodgrass,2016/17,8,15,11,1.25,2.75,3,1.5,2,1.666666667,1,4.4,2.933333333
156,Clucas,2016/17,8,16,11,1.5,2.75,1.75,1.5,2,1.666666667,1,1.8,1.933333333
157,Livermore,2016/17,8,12,11,1.25,2.75,3,1.5,1,2.666666667,5,1.6,4.8
158,Elmohamady,2016/17,8,16,11,1.5,2.75,1.75,1.5,-2,0.6666666667,2,1.2,2.233333333
160,Huddlestone,2016/17,8,16,11,1.5,2.75,1.75,1.5,1,0.6666666667,1,1.6,1.266666667
161,Meyler,2016/17,8,16,11,1.5,2.75,1.75,1.5,2,3,1,2.6,4.3
162,Maloney,2016/17,8,16,11,1.5,2.75,1.75,1.5,1,1,1,3,0.9666666667
176,Mahrez,2016/17,8,13,5,0.75,2.25,3.75,1.25,2,1.333333333,1,2.4,0.4666666667
177,Albrighton,2016/17,8,13,5,0.75,2.25,3.75,1.25,3,2.333333333,2,2.4,1.8
178,King,2016/17,8,13,5,0.75,2.25,3.75,1.25,1,1,1,1.2,1.033333333
179,Drinkwater,2016/17,8,13,5,0.75,2.25,3.75,1.25,3,2.333333333,2,2.4,4.6
182,Amartey,2016/17,8,13,5,0.75,2.25,3.75,1.25,3,3.333333333,2,2.8,2.433333333
201,Henderson,2016/17,8,4,7,3,1.25,0.3333333333,1.75,5,3.333333333,3,4.2,5.533333333
202,Allen,2016/17,8,18,20,1,1.5,2.5,1.75,8,11.66666667,16,7.8,13.16666667
203,Coutinho,2016/17,8,4,7,3,1.25,0.3333333333,1.75,2,6.333333333,3,5.4,14.16666667
204,Can,2016/17,8,4,7,3,1.25,0.3333333333,1.75,1,1.666666667,3,0,2.6
205,Lallana,2016/17,8,4,7,3,1.25,0.3333333333,1.75,1,5.666666667,1,5.4,5.266666667
208,Milner,2016/17,8,4,7,3,1.25,0.3333333333,1.75,10,9,3,6.8,9.733333333
209,Firmino,2016/17,8,4,7,3,1.25,0.3333333333,1.75,12,5.666666667,3,7.4,10.23333333
212,Mané,2016/17,8,4,7,3,1.25,0.3333333333,1.75,2,4,3,5.2,8.866666667
228,Sterling,2016/17,8,1,6,2.5,1.5,0.5,0.75,1,3,2,4.6,6.133333333
230,Silva,2016/17,8,1,6,2.5,1.5,0.5,0.75,2,3.666666667,7,3.4,11.76666667
233,Fernandinho,2016/17,8,1,6,2.5,1.5,0.5,0.75,2,1.666666667,2,1.8,3.033333333
235,De Bruyne,2016/17,8,1,6,2.5,1.5,0.5,0.75,10,8,0,8.6,14.53333333
236,Gündogan,2016/17,8,1,6,2.5,1.5,0.5,0.75,1,1.666666667,2,0,4
237,Nolito,2016/17,8,1,6,2.5,1.5,0.5,0.75,3,3.666666667,6,5.8,4.9
257,Fellaini,2016/17,8,7,4,1.25,3,1.75,0.3333333333,1,1.333333333,2,1.8,4.8
260,Young,2016/17,8,7,4,1.25,3,1.75,0.3333333333,1,1.333333333,2,0,1.6
262,Herrera,2016/17,8,7,4,1.25,3,1.75,0.3333333333,1,2,3,1.6,3.866666667
282,Downing,2016/17,8,17,10,1.25,1.5,2.25,1.75,2,3.333333333,2,3.4,5.166666667
286,Forshaw,2016/17,8,17,10,1.25,1.5,2.25,1.75,2,1.666666667,2,1.8,1.8
290,de Roon,2016/17,8,17,10,1.25,1.5,2.25,1.75,1,1.333333333,1,1.4,1.233333333
304,Redmond,2016/17,8,8,14,1.25,0.3333333333,1.75,1.333333333,3,5,9,4,11.46666667
305,Davis,2016/17,8,8,14,1.25,0.3333333333,1.75,1.333333333,3,3.666666667,5,3.2,7.933333333
306,Ward-Prowse,2016/17,8,8,14,1.25,0.3333333333,1.75,1.333333333,1,2.666666667,1,2.6,3.566666667
308,Tadic,2016/17,8,8,14,1.25,0.3333333333,1.75,1.333333333,3,4,1,4.6,14.16666667
309,Clasie,2016/17,8,8,14,1.25,0.3333333333,1.75,1.333333333,1,1.666666667,2,0,2.733333333
310,Oriol Romeu,2016/17,8,8,14,1.25,0.3333333333,1.75,1.333333333,3,2.333333333,2,2.6,2.966666667
311,Rodriguez,2016/17,8,8,14,1.25,0.3333333333,1.75,1.333333333,1,3.333333333,1,0,3.533333333
328,Adam,2016/17,8,18,20,1,1.5,2.5,1.75,0,0.3333333333,1,0,1.2
329,Whelan,2016/17,8,18,20,1,1.5,2.5,1.75,2,2,3,1.8,3.833333333
330,Walters,2016/17,8,18,20,1,1.5,2.5,1.75,4,2.333333333,1,2,1.933333333
331,Arnautovic,2016/17,8,18,20,1,1.5,2.5,1.75,2,3,5,3.2,6.266666667
333,Shaqiri,2016/17,8,18,20,1,1.5,2.5,1.75,2,2.666666667,3,0,7.5
350,Rodwell,2016/17,8,20,18,1.5,1,1.75,2.5,1,1.666666667,2,1.6,1.6
352,Khazri,2016/17,8,20,18,1.5,1,1.75,2.5,2,1.666666667,2,1.4,5.433333333
353,Watmore,2016/17,8,20,18,1.5,1,1.75,2.5,5,3,2,2.2,3.866666667
367,Cork,2016/17,8,19,2,1,2.75,2.25,2.25,1,1.666666667,2,1.8,2.4
368,Sigurdsson,2016/17,8,19,2,1,2.75,2.25,2.25,2,5.666666667,9,5.4,8.366666667
369,Routledge,2016/17,8,19,2,1,2.75,2.25,2.25,2,2,2,1.6,3.733333333
370,Britton,2016/17,8,19,2,1,2.75,2.25,2.25,1,1.333333333,1,0,0.8333333333
372,Ki Sung-yueng,2016/17,8,19,2,1,2.75,2.25,2.25,1,1,1,1.4,0.9333333333
375,Fer,2016/17,8,19,2,1,2.75,2.25,2.25,7,3.666666667,2,3.8,6.133333333
390,Dier,2016/17,8,3,12,2,1.25,0.5,3,1,1.666666667,1,2,0.7
391,Dembélé,2016/17,8,3,12,2,1.25,0.5,3,3,0,0,0,0
392,Chadli,2016/17,8,12,3,1.25,2,3,0.5,10,7,10,8.8,8.666666667
393,Lamela,2016/17,8,3,12,2,1.25,0.5,3,1,1.666666667,3,1.4,4.8
394,Eriksen,2016/17,8,3,12,2,1.25,0.5,3,3,3.333333333,5,4.6,9.866666667
396,Mason,2016/17,8,16,11,1.5,2.75,1.75,1.5,2,3.333333333,7,2.4,4.3
398,Alli,2016/17,8,3,12,2,1.25,0.5,3,8,6.666666667,10,6.8,9.166666667
400,Wanyama,2016/17,8,3,12,2,1.25,0.5,3,2,2,2,1.8,3.566666667
402,Son,2016/17,8,3,12,2,1.25,0.5,3,6,7.333333333,1,8.8,10.9
416,Capoue,2016/17,8,10,17,1.5,1.25,1.75,2.25,2,2.333333333,3,6,2.3
418,Watson,2016/17,8,10,17,1.5,1.25,1.75,2.25,-2,0,1,0,0
420,Behrami,2016/17,8,10,17,1.5,1.25,1.75,2.25,1,2,3,2,1.5
422,Amrabat,2016/17,8,10,17,1.5,1.25,1.75,2.25,5,2.666666667,2,2,4.566666667
424,Success,2016/17,8,10,17,1.5,1.25,1.75,2.25,6,3,3,2.2,4.1
439,Fletcher,2016/17,8,12,3,1.25,2,3,0.5,2,2,2,2.2,1.866666667
440,Gardner,2016/17,8,12,3,1.25,2,3,0.5,1,1,1,1.8,0.5
442,Yacob,2016/17,8,12,3,1.25,2,3,0.5,1,1.333333333,2,1.4,2.9
444,McClean,2016/17,8,12,3,1.25,2,3,0.5,2,3,5,3.8,4.1
446,Phillips,2016/17,8,12,3,1.25,2,3,0.5,5,3.333333333,3,3.4,4.766666667
458,Noble,2016/17,8,15,9,1.25,1.25,3,1.75,2,1.666666667,2,1.6,2
459,Kouyaté,2016/17,8,15,9,1.25,1.25,3,1.75,2,2,2,2,2.066666667
460,Obiang,2016/17,8,15,9,1.25,1.25,3,1.75,1,1.333333333,3,0,2.333333333
461,Payet,2016/17,8,15,9,1.25,1.25,3,1.75,10,4.666666667,3,6.6,11.43333333
462,Lanzini,2016/17,8,15,9,1.25,1.25,3,1.75,1,4.333333333,11,4.4,5.666666667
464,Antonio,2016/17,8,15,9,1.25,1.25,3,1.75,2,2.333333333,3,5.4,5.033333333
465,Nordtveit,2016/17,8,15,9,1.25,1.25,3,1.75,2,1.666666667,1,2,2.166666667
473,Gudmundsson,2016/17,8,14,8,0.3333333333,1.25,1.333333333,1.75,2,2.333333333,2,2.2,4.4
488,Gueye,2016/17,8,6,1,1.5,2.5,0.75,0.5,1,1.333333333,2,2.4,2.933333333
489,Sané,2016/17,8,1,6,2.5,1.5,0.5,0.75,1,1.333333333,2,0,2.5
491,Ramírez,2016/17,8,17,10,1.25,1.5,2.25,1.75,1,1,1,1,2.966666667
503,Pogba,2016/17,8,7,4,1.25,3,1.75,0.3333333333,2,4.333333333,3,3.2,10.16666667
525,Defour,2016/17,8,14,8,0.3333333333,1.25,1.333333333,1.75,3,5,0,5.6,7
530,Chalobah,2016/17,8,5,13,2.25,0.75,1.25,3.75,1,0,4,0,0
531,O'Neill,2016/17,8,14,8,0.3333333333,1.25,1.333333333,1.75,1,1,1,0,0.7
533,Pienaar,2016/17,8,20,18,1.5,1,1.75,2.5,1,1.333333333,1,1.4,1.933333333
539,Pereyra,2016/17,8,10,17,1.5,1.25,1.75,2.25,1,1.666666667,3,3,2.733333333
542,Fernandes,2016/17,8,15,9,1.25,1.25,3,1.75,1,0,1,0,0
559,Ndong,2016/17,8,20,18,1.5,1,1.75,2.5,2,2,2,1.6,2.8
560,Hendrick,2016/17,8,14,8,0.3333333333,1.25,1.333333333,1.75,2,4,2,3,3.966666667
563,Traoré,2016/17,8,17,10,1.25,1.5,2.25,1.75,0,0.6666666667,1,0,1.166666667
572,Sissoko,2016/17,8,3,12,2,1.25,0.5,3,3,2.666666667,3,2.2,3.333333333
592,McQueen,2016/17,8,8,14,1.25,0.3333333333,1.75,1.333333333,0,0,5,0,0
12,Sánchez,2016/17,9,2,17,2.2,1,1.8,0.8,5,3.666666667,3,7,11.43333333
13,Walcott,2016/17,9,2,17,2.2,1,1.8,0.8,13,7.333333333,3,8.6,12.96666667
14,Özil,2016/17,9,2,17,2.2,1,1.8,0.8,10,5.333333333,3,5.6,10.63333333
17,Wilshere,2016/17,9,10,5,2.2,1.6,1.2,0.4,2,2,3,2.2,3.966666667
18,Chamberlain,2016/17,9,2,17,2.2,1,1.8,0.8,1,1,1,1.4,2.3
20,Coquelin,2016/17,9,2,17,2.2,1,1.8,0.8,1,1.666666667,3,1.8,1.3
21,Iwobi,2016/17,9,2,17,2.2,1,1.8,0.8,2,2.666666667,3,4.4,4.733333333
22,Elneny,2016/17,9,2,17,2.2,1,1.8,0.8,1,2.666666667,3,2.2,3.033333333
37,Arter,2016/17,9,10,5,2.2,1.6,1.2,0.4,2,2.333333333,3,3.4,2.566666667
43,Gosling,2016/17,9,10,5,2.2,1.6,1.2,0.4,6,3,2,2.2,2.8
44,Gradel,2016/17,9,10,5,2.2,1.6,1.2,0.4,1,0.6666666667,0,0.8,1.033333333
46,Ibe,2016/17,9,10,5,2.2,1.6,1.2,0.4,2,1.666666667,1,1.8,4.533333333
48,King,2016/17,9,10,5,2.2,1.6,1.2,0.4,4,4.333333333,3,3.6,3.466666667
63,Arfield,2016/17,9,14,6,1.166666667,1.4,1,1.2,1,4.666666667,12,3,3.766666667
64,Marney,2016/17,9,14,6,1.166666667,1.4,1,1.2,1,1.666666667,2,2,1.3
66,Kightly,2016/17,9,14,6,1.166666667,1.4,1,1.2,1,1.333333333,2,0,0.5
82,Hazard,2016/17,9,4,7,1.8,1,1,1.4,8,6.333333333,8,4.6,9.1
86,Willian,2016/17,9,4,7,1.8,1,1,1.4,10,4.333333333,1,3.2,7.066666667
87,Matic,2016/17,9,4,7,1.8,1,1,1.4,6,5.666666667,6,4.8,5.9
90,Pedro,2016/17,9,4,7,1.8,1,1,1.4,6,6.666666667,13,4.4,7.1
92,Moses,2016/17,9,4,7,1.8,1,1,1.4,10,5,3,3.4,6.933333333
95,Kanté,2016/17,9,4,7,1.8,1,1,1.4,3,4.666666667,8,3.6,7.933333333
109,Bolasie,2016/17,9,6,12,1.4,1.6,1.2,0.6,5,5,9,4.4,7.366666667
111,Zaha,2016/17,9,11,12,1.4,1.6,1.2,0.6,2,3.333333333,6,4.8,8.4
113,Ledley,2016/17,9,11,12,1.4,1.6,1.2,0.6,1,1.666666667,2,3.2,2.4
114,McArthur,2016/17,9,11,12,1.4,1.6,1.2,0.6,2,2,2,5.2,2.2
117,Lee Chung-yong,2016/17,9,11,12,1.4,1.6,1.2,0.6,1,2,1,1.6,1.633333333
118,Cabaye,2016/17,9,11,12,1.4,1.6,1.2,0.6,1,4,10,2.4,8.466666667
120,Townsend,2016/17,9,11,12,1.4,1.6,1.2,0.6,2,1.666666667,2,4.2,6.566666667
133,Mirallas,2016/17,9,6,14,1.4,1.166666667,1.2,1,1,1.333333333,2,1.4,4.5
134,Barkley,2016/17,9,6,14,1.4,1.166666667,1.2,1,2,2,2,1.8,9.5
135,Cleverley,2016/17,9,9,14,1.4,1.166666667,1.8,1,2,1.333333333,1,1.2,0.9333333333
137,Barry,2016/17,9,6,14,1.4,1.166666667,1.2,1,2,1.333333333,1,2.2,4.266666667
140,Oviedo,2016/17,9,20,14,1.4,1.166666667,1.8,1,2,1.666666667,2,0,2.5
141,Deulofeu,2016/17,9,6,14,1.4,1.166666667,1.2,1,1,1,1,1,1.533333333
155,Snodgrass,2016/17,9,15,16,0.6,1,2,2,1,1.666666667,2,3,3.066666667
156,Clucas,2016/17,9,18,16,1.4,1,1.8,2,1,1.333333333,1,1.6,3.4
157,Livermore,2016/17,9,13,16,0.6,1,2,2,5,2.666666667,2,1.6,4.2
158,Elmohamady,2016/17,9,18,16,1.4,1,1.8,2,2,0.6666666667,2,1.2,2
160,Huddlestone,2016/17,9,18,16,1.4,1,1.8,2,1,1.333333333,2,1,1.766666667
161,Meyler,2016/17,9,18,16,1.4,1,1.8,2,1,1.333333333,1,2.4,2.666666667
176,Mahrez,2016/17,9,12,11,1.6,1.4,0.6,1.2,1,1.666666667,2,2.4,3.633333333
178,King,2016/17,9,12,11,1.6,1.4,0.6,1.2,1,1.333333333,2,1.2,2.666666667
179,Drinkwater,2016/17,9,12,11,1.6,1.4,0.6,1.2,2,2.333333333,2,2.4,4.633333333
181,Gray,2016/17,9,12,11,1.6,1.4,0.6,1.2,1,2.666666667,1,2.8,3.166666667
182,Amartey,2016/17,9,12,11,1.6,1.4,0.6,1.2,2,2,1,2.8,1.233333333
200,Lucas,2016/17,9,3,13,2.75,0.6,0.25,2,0,1,1,0,1.333333333
201,Henderson,2016/17,9,3,13,2.75,0.6,0.25,2,3,3,1,4.2,4.766666667
202,Allen,2016/17,9,16,18,1,1.4,2,1.8,16,8.666666667,2,7.8,11.93333333
203,Coutinho,2016/17,9,3,13,2.75,0.6,0.25,2,3,5,10,7.2,12.26666667
204,Can,2016/17,9,3,13,2.75,0.6,0.25,2,3,2,2,1.6,4.4
205,Lallana,2016/17,9,3,13,2.75,0.6,0.25,2,1,1.666666667,3,4.4,1.2
208,Milner,2016/17,9,3,13,2.75,0.6,0.25,2,3,5,2,6.2,6.266666667
209,Firmino,2016/17,9,3,13,2.75,0.6,0.25,2,3,6.666666667,5,7.4,11.13333333
212,Mané,2016/17,9,3,13,2.75,0.6,0.25,2,3,5.666666667,12,5.2,7.633333333
228,Sterling,2016/17,9,1,8,2.2,1.4,0.6,1.2,2,1.666666667,2,4.8,5.1
230,Silva,2016/17,9,1,8,2.2,1.4,0.6,1.2,7,3.666666667,2,2.8,10.56666667
232,Navas,2016/17,9,1,8,2.2,1.4,0.6,1.2,2,1.333333333,1,2,1.4
233,Fernandinho,2016/17,9,1,8,2.2,1.4,0.6,1.2,2,2,2,2,3.366666667
235,De Bruyne,2016/17,9,1,8,2.2,1.4,0.6,1.2,0,3.666666667,1,7.6,9.066666667
