,round,team_rank,opponent_team_rank,team_pot,opp_concede_pot,prev_points,form_points,long_form,ict_form,total_points,Predicted,Prediction_Error
22848,25,18,4,1.0,1.1538461538461535,10.0,0.0,0.0,0.0,2,50113723.7,50113721.7
3044,28,8,19,1.4285714285714286,2.357142857142857,1.0,1.6666666666666667,2.4,3.1666666666666665,2,54992150.8,54992148.8
843,13,4,12,2.142857142857143,1.5714285714285714,0.0,2.0,1.6,2.833333333333333,3,5595458.7,5595455.7
3208,9,4,7,1.8,1.4,6.0,5.666666666666668,4.8,5.9,6,-10042218.8,10042224.8
10480,17,14,19,1.2222222222222223,2.333333333333333,1.0,2.6666666666666665,2.6,3.1666666666666665,6,53519746.9,53519740.9
14505,4,12,14,1.5,2.5,0.0,0.0,0.0,0.0,2,17674983.5,17674981.5
3747,20,1,15,2.5,1.3,4.0,3.6666666666666665,3.6,4.266666666666667,3,30377304.6,30377301.6
3635,1,3,17,2.0,2.0,0.0,0.0,0.0,0.0,6,-7650848.6,7650854.6
4629,28,16,7,1.0,1.2857142857142858,2.0,5.333333333333333,5.2,6.666666666666669,2,37468300.7,37468298.7
1332,19,10,20,1.2,2.1,2.0,2.333333333333333,2.2,3.5666666666666647,3,42860085.9,42860082.9
12175,30,9,13,1.0,1.4,8.0,3.333333333333333,3.0,3.833333333333334,1,42221814.2,42221813.2
5027,10,14,8,1.0,2.2,2.0,5.0,3.8,3.766666666666666,11,8756088.6,8756077.6
15571,33,10,18,1.4705882352941178,2.0588235294117645,1.0,1.3333333333333333,1.8,1.4999999999999991,1,66389842.3,66389841.3
16975,22,10,16,0.5454545454545454,1.2727272727272727,2.0,1.3333333333333333,3.2,2.5000000000000013,1,10006341.1,10006340.1
19276,4,19,3,2.5,1.0,3.0,1.6666666666666667,0.0,3.266666666666667,1,41787942.1,41787941.1
4949,3,4,20,0.5,2.0,5.0,5.666666666666668,0.0,9.8,2,-20948036.9,20948038.9
4964,18,7,16,1.2222222222222223,1.2222222222222223,1.0,3.6666666666666665,2.8,5.13333333333333,4,8296834.1,8296830.1
4981,35,7,1,2.2222222222222223,1.2777777777777777,3.0,3.0,3.4,6.699999999999997,2,38262553.7,38262551.7
7121,5,13,4,0.6666666666666666,1.0,15.0,6.333333333333332,4.6,11.2,2,580337.9,580335.9
10435,9,17,2,1.0,1.8,2.0,1.6666666666666667,2.6,2.6666666666666674,1,1546175.1,1546174.1
3638,4,2,8,3.0,4.0,2.0,2.0,0.0,4.300000000000002,2,30013463.2,30013461.2
5975,7,15,7,1.5,2.0,6.0,3.333333333333333,2.6,3.9666666666666655,2,28853534.0,28853532.0
17193,12,17,5,0.8333333333333334,0.8333333333333334,4.0,3.6666666666666665,3.4,9.666666666666668,6,7220040.8,7220034.8
7747,18,2,13,3.125,2.1111111111111107,3.0,3.6666666666666665,3.0,6.666666666666668,5,52565831.9,52565826.9
18211,19,16,6,0.9,0.9,1.0,2.6666666666666665,4.8,4.433333333333334,1,9784987.5,9784986.5
8601,25,2,14,2.1538461538461537,1.3846153846153846,2.0,4.0,3.2,4.7333333333333325,2,26528168.1,26528166.1
5978,10,18,7,1.6,0.6,1.0,1.0,2.2,1.5666666666666664,1,21018621.6,21018620.6
2937,5,15,6,1.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,2.4,1.0333333333333334,2,-13519172.7,13519174.7
5853,37,9,1,1.1,1.2105263157894737,2.0,2.0,2.0,2.333333333333336,2,11086500.3,11086498.3
2322,4,16,5,0.5,0.0,1.0,1.3333333333333333,0.0,0.6000000000000001,1,-42085373.7,42085374.7
206,1,5,13,4.0,4.0,0.0,0.0,0.0,0.0,2,71588462.1,71588460.1
482,14,2,17,2.5714285714285716,2.2857142857142856,2.0,5.0,5.0,8.93333333333333,11,39184502.2,39184491.2
22580,26,7,20,2.0,1.5384615384615383,3.0,2.0,1.6,5.2,1,63997958.3,63997957.3
4961,19,17,15,1.1111111111111112,1.7,9.0,6.333333333333332,5.4,9.2,7,71686647.3,71686640.3
12147,1,11,9,1.0,4.0,0.0,0.0,0.0,0.0,3,-1947472.1,1947475.1
4350,3,14,20,1.5,3.333333333333333,1.0,0.0,0.0,0.0,1,50034457.1,50034456.1
3067,16,1,20,1.875,0.75,4.0,6.333333333333332,4.2,6.066666666666666,11,10838746.8,10838735.8
12281,24,11,8,1.1666666666666667,1.7692307692307692,2.0,1.6666666666666667,1.4,2.2,2,21655526.6,21655524.6
2007,7,20,2,0.0,0.75,2.0,2.0,2.0,2.9666666666666663,2,-30576610.0,30576612.0
8746,27,3,20,2.142857142857143,0.7142857142857143,3.0,2.0,5.4,6.599999999999994,1,45711421.5,45711420.5
444,12,4,6,2.1666666666666665,0.8333333333333334,2.0,2.333333333333333,5.2,5.400000000000001,2,-11181620.2,11181622.2
5039,23,18,2,0.8333333333333334,1.5,2.0,2.0,2.0,2.333333333333333,2,21204878.8,21204876.8
14591,16,5,19,2.125,0.75,2.0,13.0,10.2,18.966666666666665,19,32377418.8,32377399.8
9615,31,6,7,1.3125,1.625,3.0,2.333333333333333,1.8,3.9,2,17056133.5,17056131.5
14604,30,2,15,1.5714285714285714,1.1333333333333333,9.0,4.666666666666667,5.4,9.799999999999997,3,38375962.0,38375959.0
1729,36,11,13,1.9444444444444444,2.235294117647059,2.0,2.6666666666666665,2.2,4.266666666666667,2,83230014.1,83230012.1
11475,29,10,2,1.2666666666666666,1.2,2.0,2.0,2.0,2.3666666666666667,1,8546521.4,8546520.4
1673,10,2,3,2.6,0.6,2.0,2.6666666666666665,2.8,3.6,3,-21189090.0,21189093.0
7045,13,9,2,0.7142857142857143,1.7142857142857142,5.0,3.333333333333333,3.8,3.8000000000000007,2,-26020363.2,26020365.2
10531,32,19,12,0.9333333333333332,1.25,2.0,2.6666666666666665,2.4,5.833333333333332,4,67036876.9,67036872.9
19657,18,1,12,0.7777777777777778,1.5555555555555556,1.0,0.6666666666666666,0.8,0.1333333333333334,1,-36981603.2,36981604.2
553,13,4,12,2.142857142857143,1.5714285714285714,1.0,1.0,1.8,2.2333333333333334,1,8239882.9,8239881.9
1339,26,14,8,1.3076923076923077,1.7142857142857142,1.0,3.0,2.4,6.799999999999998,2,40805513.6,40805511.6
3203,4,2,13,1.0,1.5,6.0,3.333333333333333,0.0,4.5,2,-34692094.6,34692096.6
13033,37,20,17,1.1052631578947372,1.8947368421052635,1.0,1.0,2.8,5.8000000000000025,0,102182403.8,102182403.8
13617,16,18,7,0.875,2.375,13.0,5.666666666666668,7.2,9.366666666666664,2,62347079.1,62347077.1
976,20,12,3,0.5,0.7,1.0,1.6666666666666667,0.0,1.9333333333333331,2,-27153464.8,27153466.8
5881,27,19,15,1.0,1.5,2.0,1.6666666666666667,2.4,2.9333333333333336,2,68826170.8,68826168.8
7442,16,2,17,2.1111111111111107,1.75,2.0,1.3333333333333333,1.4,1.6,1,20157174.7,20157173.7
2213,24,9,19,1.5,1.3333333333333333,1.0,1.3333333333333333,1.6,1.8,1,42339078.7,42339077.7
5764,23,11,5,1.1666666666666667,1.5,5.0,5.333333333333333,5.6,10.066666666666668,1,20804532.6,20804531.6
7774,7,4,17,1.8,2.0,2.0,9.666666666666666,7.2,14.833333333333336,12,10937365.3,10937353.3
16956,3,12,1,1.0,0.5,3.0,2.0,0.0,2.6666666666666665,1,-43423436.2,43423437.2
1728,35,10,20,1.1666666666666667,0.8888888888888888,4.0,2.333333333333333,0.0,3.1666666666666665,2,61039679.0,61039677.0
17036,7,18,16,0.75,1.0,0.0,0.0,0.0,0.0,1,13634144.8,13634143.8
2976,13,3,6,2.142857142857143,0.2857142857142857,1.0,1.3333333333333333,0.0,2.333333333333333,2,-24338530.9,24338532.9
7634,19,2,5,2.888888888888889,1.4,9.0,6.0,8.8,7.233333333333335,6,34704980.3,34704974.3
11545,25,11,20,1.2307692307692308,0.6153846153846154,3.0,2.0,1.6,4.666666666666665,1,45470038.1,45470037.1
5756,10,3,2,2.4,0.8,7.0,4.333333333333333,3.4,4.433333333333334,3,-11012066.0,11012069.0
4935,27,7,2,1.2142857142857142,1.1428571428571428,4.0,3.0,2.8,3.7999999999999994,4,-3808659.6,3808663.6
7797,30,3,7,2.6,1.5333333333333334,4.0,7.0,5.8,10.5,5,44610161.0,44610156.0
1032,19,12,10,1.0,1.4,3.0,5.0,3.8,6.166666666666668,11,16401333.3,16401322.3
2582,21,11,7,0.9090909090909092,1.7272727272727273,2.0,2.333333333333333,1.8,4.500000000000001,3,7254498.2,7254495.2
1208,1,6,14,1.0,3.0,0.0,0.0,0.0,0.0,2,-21199493.1,21199495.1
5682,24,5,18,1.75,1.3846153846153846,1.0,1.3333333333333333,1.2,1.5666666666666669,1,31427457.7,31427456.7
4124,38,14,6,1.368421052631579,0.6842105263157895,8.0,4.0,3.0,4.933333333333331,2,63067360.3,63067358.3
16970,17,13,20,0.5555555555555556,0.7777777777777778,6.0,6.0,4.4,7.7666666666666675,10,29187410.7,29187400.7
3065,14,1,4,2.0,1.1428571428571428,1.0,2.0,2.2,2.733333333333333,4,-30464604.0,30464608.0
18195,3,6,10,1.5,1.0,1.0,2.333333333333333,0.0,4.433333333333334,2,-30093415.1,30093417.1
14663,14,19,13,1.4285714285714286,1.5714285714285714,1.0,1.6666666666666667,1.6,2.333333333333334,2,52046164.9,52046162.9
22793,28,12,4,0.6428571428571429,0.7857142857142857,5.0,4.333333333333333,4.6,2.833333333333333,1,3480894.5,3480893.5
14581,6,2,16,2.333333333333333,2.6666666666666665,11.0,5.0,4.0,11.066666666666665,2,44125281.3,44125279.3
1409,20,9,5,2.1,1.4,3.0,2.0,2.0,0.7666666666666658,1,24250804.4,24250803.4
5774,1,4,18,2.0,2.0,0.0,0.0,0.0,0.0,1,-1187846.6,1187847.6
1999,24,13,6,0.5833333333333334,1.0833333333333333,9.0,4.0,2.8,7.100000000000002,2,20024290.7,20024288.7
8764,8,1,6,2.5,0.75,1.0,1.6666666666666667,0.0,4.000000000000001,2,-24577287.2,24577289.2
4389,24,15,1,1.0,0.75,2.0,2.333333333333333,2.2,4.1000000000000005,2,6109906.1,6109904.1
1555,14,10,3,2.2857142857142856,1.75,1.0,1.6666666666666667,2.8,1.5,2,18124212.5,18124210.5
17889,31,10,8,1.5,1.8666666666666667,3.0,2.333333333333333,2.6,3.466666666666667,3,43593404.2,43593401.2
4006,12,2,11,2.5,1.5,2.0,4.333333333333333,3.2,5.499999999999999,8,8681261.9,8681253.9
6619,18,16,7,1.6666666666666667,2.0,1.0,1.3333333333333333,2.8,1.9,2,43965605.3,43965603.3
215,12,6,4,2.5,0.8333333333333334,1.0,4.333333333333333,5.4,8.333333333333334,6,399998.2,399992.2
2633,5,6,15,0.6666666666666666,2.333333333333333,2.0,2.333333333333333,3.2,3.3666666666666667,2,-22861633.5,22861635.5
6763,14,16,18,0.8571428571428571,0.7142857142857143,1.0,1.6666666666666667,1.6,3.5666666666666664,2,26499273.0,26499271.0
6288,20,19,9,0.9,1.7,5.0,3.333333333333333,2.6,4.3,3,49154564.3,49154561.3
16269,27,8,17,1.2666666666666666,1.7142857142857142,2.0,2.0,2.8,2.7000000000000006,2,38721229.6,38721227.6
13862,33,13,20,0.8823529411764706,0.8823529411764706,2.0,3.6666666666666665,4.0,5.966666666666669,7,57586698.9,57586691.9
6216,10,15,1,1.2,0.6,2.0,2.0,1.6,1.6666666666666667,2,-15313915.3,15313917.3
8627,15,4,14,2.375,1.125,4.0,2.0,2.0,3.0666666666666664,1,26018631.3,26018630.3
1040,27,14,19,0.5,1.5,13.0,5.666666666666668,4.2,9.833333333333336,2,73515879.6,73515877.6
6224,18,19,2,1.0,0.7777777777777778,3.0,2.333333333333333,2.2,3.2999999999999994,2,16674459.4,16674457.4
1736,5,17,1,1.0,0.3333333333333333,3.0,4.666666666666667,3.6,6.833333333333335,2,-19977338.1,19977340.1
5890,36,18,20,1.7222222222222223,1.3529411764705883,3.0,2.333333333333333,1.6,2.700000000000001,1,113925607.0,113925606.0
628,4,19,11,0.0,1.5,2.0,0.0,0.0,0.0,2,-11085914.4,11085916.4
3645,11,1,6,4.0,2.0,13.0,6.666666666666668,5.8,5.899999999999999,5,67179039.4,67179034.4
11457,9,8,1,1.4,0.6,2.0,2.0,2.2,3.4000000000000004,1,-38428837.2,38428838.2
14745,20,3,1,2.1,1.1,14.0,14.666666666666664,11.2,12.866666666666662,15,16148949.6,16148934.6
17886,27,13,10,1.5,1.5,0.0,2.333333333333333,2.0,3.233333333333333,6,41989851.0,41989845.0
5684,26,5,3,1.7692307692307692,0.6923076923076923,1.0,2.0,1.8,1.9666666666666668,4,-8091463.2,8091467.2
2343,9,18,5,1.0,1.8,0.0,0.0,0.0,0.0,1,6817504.8,6817503.8
1289,6,9,8,1.0,0.6666666666666666,6.0,3.6666666666666665,4.2,4.099999999999997,3,-24193408.8,24193411.8
13878,11,19,6,0.8333333333333334,1.3333333333333333,2.0,1.6666666666666667,2.8,3.1333333333333315,1,13050657.9,13050656.9
1760,2,4,16,2.0,2.0,2.0,0.0,0.0,0.0,2,766744.2,766742.2
10455,30,19,17,0.6,1.933333333333333,2.0,2.333333333333333,2.0,3.8333333333333344,3,71982153.4,71982150.4
13567,4,13,2,1.0,2.0,2.0,2.0,0.0,3.1333333333333333,2,-21091170.1,21091172.1
1648,12,3,17,2.333333333333333,1.6666666666666667,1.0,1.0,1.8,0.5999999999999996,1,19947452.2,19947451.2
4349,2,17,2,0.0,0.0,0.0,0.0,0.0,0.0,1,-65579525.3,65579526.3
3195,34,1,9,2.125,1.4705882352941178,1.0,1.0,1.0,0.13333333333333242,1,22053116.9,22053115.9
8728,8,1,6,2.5,0.75,10.0,8.0,8.6,14.533333333333333,0,1917619.4,1917619.4
1545,4,14,12,2.0,0.5,1.0,1.0,0.0,0.6666666666666666,1,16395986.2,16395985.2
2566,1,2,19,3.0,3.0,0.0,0.0,0.0,0.0,1,33412792.3,33412791.3
4321,21,16,12,0.8181818181818182,1.181818181818182,2.0,2.0,2.0,3.5000000000000018,3,30452834.1,30452831.1
995,13,9,2,0.7142857142857143,1.7142857142857142,1.0,1.3333333333333333,1.2,1.299999999999998,2,-36723658.2,36723660.2
8549,9,1,8,2.2,1.2,7.0,3.6666666666666665,2.8,10.566666666666668,2,-3486866.9,3486868.9
5690,4,5,16,2.5,1.5,3.0,6.0,0.0,10.833333333333336,8,24243089.4,24243081.4
21157,20,20,8,1.5,2.0,1.0,0.6666666666666666,1.0,0.3000000000000005,1,60414576.0,60414575.0
17079,12,17,5,0.8333333333333334,0.8333333333333334,2.0,2.0,3.2,10.166666666666675,2,3448347.3,3448345.3
7109,16,16,8,1.125,1.625,1.0,1.3333333333333333,1.4,1.4999999999999991,1,22570764.2,22570763.2
7064,25,1,20,3.4615384615384617,1.4615384615384617,1.0,0.0,0.0,0.0,1,72554534.1,72554533.1
14446,19,4,13,1.8,1.8,2.0,2.0,2.4,3.1000000000000014,2,15958586.9,15958584.9
18645,9,7,4,1.0,1.0,3.0,2.0,3.0,6.666666666666668,1,-37978697.3,37978698.3
13869,2,12,3,0.0,2.0,11.0,0.0,0.0,0.0,3,-34156805.0,34156808.0
5933,3,5,3,1.0,2.0,3.0,2.0,0.0,3.1,1,-50482059.6,50482060.6
6612,9,16,12,1.25,1.2,2.0,1.6666666666666667,0.0,5.233333333333333,2,23974719.7,23974717.7
12310,16,12,9,1.125,1.75,2.0,2.0,2.2,3.8,1,13790041.2,13790040.2
20804,10,15,10,1.4,1.6,3.0,2.333333333333333,1.6,3.2999999999999994,3,26465439.1,26465436.1
4744,28,16,7,1.0,1.2857142857142858,1.0,1.3333333333333333,1.4,5.366666666666667,2,36180029.6,36180027.6
11453,5,14,15,1.6666666666666667,2.0,3.0,3.333333333333333,2.6,3.733333333333334,3,37714096.2,37714093.2
15406,15,7,9,1.125,2.0,2.0,2.0,3.6,3.933333333333333,2,-5440958.0,5440960.0
21152,15,19,15,1.125,2.0,2.0,1.6666666666666667,1.8,1.3666666666666671,1,56137488.5,56137487.5
3377,15,4,12,2.5,1.5,1.0,1.0,0.0,0.6333333333333333,1,20310383.4,20310382.4
14531,30,8,5,0.6428571428571429,0.7333333333333333,5.0,3.333333333333333,3.4,5.966666666666669,3,-4840819.8,4840822.8
13668,29,17,11,1.0,1.3333333333333333,2.0,1.6666666666666667,2.0,2.0333333333333323,1,52127381.5,52127380.5
1743,13,3,6,2.142857142857143,0.2857142857142857,3.0,2.6666666666666665,2.4,3.700000000000001,2,-19069738.3,19069740.3
10500,38,19,4,0.5789473684210527,0.8421052631578947,1.0,1.6666666666666667,1.8,1.9333333333333336,2,38715922.8,38715920.8
3719,12,1,12,2.6666666666666665,1.3333333333333333,2.0,7.0,8.6,9.266666666666666,7,11324441.1,11324434.1
8739,19,5,2,2.2,0.5555555555555556,3.0,4.0,4.0,9.499999999999996,2,-2251572.2,2251574.2
3709,2,5,8,1.0,1.0,1.0,0.0,0.0,0.0,2,-57175409.4,57175411.4
18204,12,15,1,1.1666666666666667,1.6666666666666667,10.0,5.0,3.4,7.8,2,21441983.3,21441981.3
7616,1,2,14,4.0,4.0,0.0,0.0,0.0,0.0,11,61779449.1,61779438.1
13879,12,20,7,1.0,2.1666666666666665,1.0,1.6666666666666667,2.8,2.299999999999998,2,32143290.0,32143288.0
12854,5,19,3,1.6666666666666667,1.3333333333333333,0.0,0.0,0.0,0.0,1,13741186.5,13741185.5
7105,11,11,17,1.1666666666666667,1.3333333333333333,1.0,1.3333333333333333,2.2,2.3333333333333326,2,13784321.9,13784319.9
3519,24,1,4,2.0,1.4166666666666667,2.0,2.0,2.2,2.5000000000000018,2,-7859584.0,7859586.0
5771,26,5,3,1.7692307692307692,0.6923076923076923,3.0,2.333333333333333,4.6,4.23333333333333,2,-1655633.6,1655635.6
4064,14,14,12,1.5714285714285714,1.7142857142857142,1.0,3.0,2.2,5.500000000000003,6,36529174.8,36529168.8
2269,6,13,11,1.25,2.0,2.0,2.333333333333333,2.4,4.333333333333335,3,11963773.3,11963770.3
5366,19,20,16,0.6,1.4,5.0,4.0,3.0,4.599999999999997,6,56007335.2,56007329.2
15473,8,10,17,1.5,2.25,-2.0,0.0,0.0,0.0,1,15895341.2,15895340.2
11387,11,10,18,1.5,1.6666666666666667,2.0,1.6666666666666667,1.8,4.033333333333335,1,29043956.3,29043955.3
6576,11,18,5,1.2,2.6666666666666665,2.0,1.6666666666666667,1.8,2.2666666666666666,2,31293103.3,31293101.3
4977,4,12,1,1.5,1.5,2.0,3.333333333333333,0.0,7.266666666666667,7,-16163108.4,16163115.4
5042,21,7,5,1.6363636363636365,1.6363636363636365,1.0,1.0,1.2,1.866666666666667,1,3026304.4,3026303.4
1962,3,19,13,0.0,0.0,0.0,0.0,0.0,0.0,0,-29370995.6,29370995.6
17197,16,15,13,0.625,0.8571428571428571,7.0,4.0,4.4,5.2,3,23577596.0,23577593.0
7544,5,6,5,1.75,2.333333333333333,1.0,3.333333333333333,5.4,6.533333333333331,7,-15747970.2,15747977.2
7533,18,5,18,2.4444444444444446,1.6666666666666667,3.0,2.333333333333333,0.0,2.833333333333333,3,49908707.9,49908704.9
12190,7,19,6,0.75,1.0,2.0,2.6666666666666665,2.0,2.466666666666667,4,-956919.7,956923.7
7482,4,16,5,0.5,0.0,0.0,0.0,0.0,0.0,1,-44280124.5,44280125.5
5768,27,11,1,1.2142857142857142,1.3571428571428572,2.0,2.0,2.4,7.400000000000002,2,10387886.7,10387884.7
993,11,8,19,0.8333333333333334,1.6666666666666667,1.0,1.0,1.6,0.6333333333333314,1,-812566.4,812567.4
14835,37,2,6,2.473684210526316,1.0,2.0,4.333333333333333,2.8,6.000000000000001,8,34012075.8,34012067.8
7653,38,4,19,2.3684210526315788,1.631578947368421,3.0,4.333333333333333,3.6,10.000000000000002,9,84048794.0,84048785.0
17880,21,14,16,1.3636363636363635,1.181818181818182,1.0,2.0,0.0,4.033333333333334,3,45786401.5,45786398.5
2344,11,15,9,1.3333333333333333,1.6666666666666667,1.0,0.0,0.0,0.0,4,18523711.2,18523707.2
1630,20,3,12,1.6,1.3,1.0,3.0,2.6,8.966666666666667,7,859643.7,859636.7
4067,17,17,1,1.3333333333333333,0.8888888888888888,1.0,3.0,2.4,5.766666666666668,2,11757793.7,11757791.7
2294,31,14,12,1.4375,2.2666666666666666,2.0,4.333333333333333,3.4,4.800000000000002,8,69290430.2,69290422.2
267,22,4,7,2.636363636363636,1.3636363636363635,1.0,3.6666666666666665,3.6,8.466666666666667,2,26937994.4,26937992.4
262,17,5,17,1.5555555555555556,1.1111111111111112,2.0,1.3333333333333333,2.6,2.1333333333333324,1,11154988.8,11154987.8
5808,29,18,7,0.9333333333333332,2.2,2.0,4.333333333333333,3.0,4.733333333333332,2,54504136.5,54504134.5
7464,38,4,19,2.3684210526315788,1.631578947368421,1.0,1.6666666666666667,2.4,1.2000000000000004,1,74431743.5,74431742.5
4352,6,7,20,1.6666666666666667,2.0,-1.0,0.3333333333333333,0.0,5.466666666666668,1,15681611.0,15681610.0
640,24,12,11,0.75,1.4545454545454546,1.0,1.0,3.4,2.9666666666666672,1,15622513.3,15622512.3
14802,3,7,11,1.0,2.0,11.0,5.0,0.0,4.766666666666667,2,-3606892.2,3606894.2
2038,13,20,15,1.1428571428571428,2.142857142857143,1.0,1.6666666666666667,3.2,3.633333333333335,2,57899699.0,57899697.0
2220,13,16,10,0.7142857142857143,1.125,1.0,1.0,1.0,2.2,2,5291346.6,5291344.6
5265,14,13,18,1.7142857142857142,2.375,7.0,6.666666666666668,4.6,6.333333333333332,5,71901059.6,71901054.6
6602,17,19,7,1.0,1.4444444444444444,2.0,2.333333333333333,2.0,4.0,3,32147664.8,32147661.8
7232,8,17,1,1.0,0.75,2.0,2.6666666666666665,2.4,1.3333333333333324,4,-15468309.9,15468313.9
7534,19,6,4,2.5,2.0,3.0,2.6666666666666665,0.0,3.3000000000000003,2,27578178.5,27578176.5
1366,15,12,13,1.125,1.3333333333333333,1.0,0.0,0.0,0.0,4,13044473.7,13044469.7
9932,19,6,16,1.6,1.3,6.0,5.0,3.8,10.6,2,33510639.7,33510637.7
7579,24,7,10,1.5,1.5833333333333333,1.0,0.0,0.0,0.0,4,14834574.9,14834570.9
3034,18,8,14,1.2222222222222223,1.4444444444444444,2.0,2.0,3.0,4.466666666666667,-1,12955361.2,12955362.2
581,7,19,17,0.75,1.75,2.0,1.6666666666666667,0.0,5.1,2,35867800.3,35867798.3
230,3,16,2,0.0,0.0,2.0,3.0,0.0,6.6000000000000005,1,-60011680.5,60011681.5
587,14,15,6,1.1428571428571428,1.7142857142857142,3.0,2.333333333333333,2.2,3.3666666666666667,2,17521515.7,17521513.7
18088,7,5,8,1.25,0.75,1.0,1.6666666666666667,2.6,3.8666666666666667,1,-42108937.1,42108938.1
629,15,2,11,2.25,1.875,12.0,6.333333333333332,4.8,10.133333333333333,5,37782264.3,37782259.3
17997,28,4,12,2.5714285714285716,1.4285714285714286,8.0,5.666666666666668,6.8,7.399999999999999,7,63867611.3,63867604.3
610,18,16,4,1.0,1.8888888888888888,5.0,4.666666666666667,3.8,4.333333333333333,2,25840433.3,25840431.3
12963,3,16,15,1.0,2.5,1.0,0.0,0.0,0.0,1,22395651.3,22395650.3
13866,37,12,4,1.1052631578947372,1.3157894736842106,6.0,3.6666666666666665,4.2,4.400000000000001,2,42357429.9,42357427.9
11370,32,9,8,1.25,1.6470588235294117,1.0,1.0,0.0,0.43333333333333335,1,25084282.0,25084281.0
14884,11,5,4,1.5,1.6666666666666667,1.0,2.0,2.6,3.433333333333333,2,-27913494.9,27913496.9
598,5,19,16,1.0,1.3333333333333333,2.0,4.666666666666667,0.0,5.0,10,31145622.6,31145612.6
16532,31,8,10,0.6,0.6875,2.0,1.6666666666666667,2.0,3.433333333333332,1,-1278346.9,1278347.9
1265,10,7,9,0.4,1.0,2.0,3.6666666666666665,4.6,4.233333333333333,8,-47004080.5,47004088.5
14793,32,2,10,2.4375,1.8666666666666667,1.0,1.0,1.0,0.6999999999999998,1,38965993.8,38965992.8
4594,10,10,12,0.75,1.0,3.0,4.666666666666667,3.6,5.833333333333332,10,-14261535.3,14261545.3
8741,21,5,7,2.0,2.1818181818181817,2.0,2.0,3.2,5.866666666666663,2,21068561.4,21068559.4
6293,26,20,15,1.0769230769230769,1.5833333333333333,0.0,1.0,1.8,3.1666666666666674,1,69834848.7,69834847.7
416,20,5,9,2.3,1.2,6.0,5.333333333333333,5.6,18.83333333333333,7,39425080.6,39425073.6
5029,12,15,9,1.1666666666666667,1.1666666666666667,2.0,5.0,3.8,5.433333333333334,2,13475372.5,13475370.5
4331,7,9,7,1.5,2.75,1.0,2.6666666666666665,0.0,2.5666666666666664,6,-572238.3,572244.3
20404,20,10,7,1.4,2.1,1.0,1.3333333333333333,1.6,3.500000000000004,1,17322991.3,17322990.3
2305,4,15,8,1.0,2.5,1.0,1.3333333333333333,0.0,0.7666666666666666,0,3090627.0,3090627.0
931,11,8,19,0.8333333333333334,1.6666666666666667,2.0,4.666666666666667,4.6,5.566666666666666,9,3133048.7,3133039.7
13607,6,17,1,1.0,1.0,2.0,5.333333333333333,3.8,7.466666666666666,6,-13425463.0,13425469.0
573,13,13,19,0.5714285714285714,1.4285714285714286,7.0,4.333333333333333,3.2,2.9000000000000012,3,27494903.5,27494900.5
18101,20,7,10,1.4,1.7,2.0,2.6666666666666665,2.2,3.066666666666667,3,9445950.0,9445947.0
3500,5,5,6,0.3333333333333333,1.5,2.0,2.333333333333333,2.0,2.6,2,-67920750.1,67920752.1
6662,24,16,6,1.3333333333333333,1.0,2.0,1.6666666666666667,2.0,2.366666666666665,1,33864297.3,33864296.3
14825,26,2,10,2.3076923076923075,2.3846153846153846,2.0,2.333333333333333,2.2,5.066666666666666,2,35211947.2,35211945.2
3669,8,1,17,4.5,2.75,11.0,7.666666666666668,7.6,10.766666666666673,9,109038005.4,109037996.4
16291,12,9,12,0.8333333333333334,0.8,0.0,0.6666666666666666,0.8,1.2333333333333327,1,-23146993.2,23146994.2
4064,2,1,15,0.0,4.0,10.0,0.0,0.0,0.0,6,-30899402.8,30899408.8
2929,23,8,4,1.5,0.5833333333333334,14.0,7.333333333333332,7.0,7.5666666666666655,3,25843853.1,25843850.1
4731,10,10,12,0.75,1.0,1.0,2.6666666666666665,2.4,3.7666666666666657,1,-19627414.8,19627415.8
13045,11,20,13,1.1666666666666667,1.0,5.0,3.333333333333333,3.4,2.733333333333334,2,46428306.5,46428304.5
2358,19,11,18,1.7272727272727273,1.8,3.0,3.0,2.6,1.5000000000000009,4,55139352.2,55139348.2
481,13,4,12,2.142857142857143,1.5714285714285714,2.0,3.0,3.4,7.033333333333331,2,12976793.7,12976791.7
1215,9,8,1,1.0,0.6,4.0,2.0,2.0,2.766666666666667,1,-45630957.2,45630958.2
6904,10,9,7,0.6,2.0,1.0,1.0,1.0,0.8333333333333331,1,-30328851.5,30328852.5
11506,22,11,15,1.4545454545454546,1.9090909090909087,1.0,3.6666666666666665,2.8,5.7666666666666675,8,43838905.0,43838897.0
7108,15,15,3,0.875,0.875,2.0,1.3333333333333333,1.4,3.5333333333333328,1,-6826937.7,6826938.7
2611,2,2,17,1.0,1.0,3.0,0.0,0.0,0.0,2,-42807390.1,42807392.1
5060,1,8,12,0.0,0.0,0.0,0.0,0.0,0.0,2,-79969117.5,79969119.5
3988,3,1,15,0.0,3.0,1.0,2.6666666666666665,0.0,2.933333333333333,6,-62075443.9,62075449.9
6590,26,15,5,1.4615384615384617,1.6428571428571428,1.0,3.0,2.4,3.5000000000000018,5,39181237.7,39181232.7
6036,30,18,14,1.6666666666666667,1.8666666666666667,3.0,1.6666666666666667,1.4,1.5000000000000002,1,92683790.9,92683789.9
